"Plot Title: mgas_wd_station_1_2023-06-06"
"#","Date Time, GMT-04:00","Low Range, μS/cm (LGR S/N: 10395038, SEN S/N: 10395038)","Full Range, μS/cm (LGR S/N: 10395038, SEN S/N: 10395038)","Temp, °C (LGR S/N: 10395038, SEN S/N: 10395038)","Coupler Detached (LGR S/N: 10395038)","Coupler Attached (LGR S/N: 10395038)","Host Connected (LGR S/N: 10395038)","Stopped (LGR S/N: 10395038)","End Of File (LGR S/N: 10395038)"
28,06/06/23 11:02:02 AM,3.1,7.2,27.14,,,,,
29,06/06/23 11:02:07 AM,3.1,7.2,27.17,,,,,
30,06/06/23 11:02:12 AM,4.3,7.2,27.17,,,,,
31,06/06/23 11:02:17 AM,4.3,7.2,27.18,,,,,
32,06/06/23 11:02:22 AM,3.1,7.2,27.20,,,,,
33,06/06/23 11:02:27 AM,3.1,7.2,27.18,,,,,
34,06/06/23 11:02:32 AM,3.1,7.2,27.20,,,,,
35,06/06/23 11:02:37 AM,3.1,7.2,27.20,,,,,
36,06/06/23 11:02:42 AM,3.1,7.2,27.18,,,,,
37,06/06/23 11:02:47 AM,3.1,7.2,27.21,,,,,
38,06/06/23 11:02:52 AM,4.3,7.2,27.22,,,,,
39,06/06/23 11:02:57 AM,3.1,7.2,27.21,,,,,
40,06/06/23 11:03:02 AM,3.1,7.2,27.21,,,,,
41,06/06/23 11:03:07 AM,2.9,7.2,27.20,,,,,
42,06/06/23 11:03:12 AM,3.1,7.2,27.20,,,,,
43,06/06/23 11:03:17 AM,3.1,7.2,27.21,,,,,
44,06/06/23 11:03:22 AM,3.1,7.2,27.21,,,,,
45,06/06/23 11:03:27 AM,4.3,7.2,27.21,,,,,
46,06/06/23 11:03:32 AM,3.1,7.2,27.21,,,,,
47,06/06/23 11:03:37 AM,2.9,7.2,27.18,,,,,
48,06/06/23 11:03:42 AM,3.1,7.2,27.18,,,,,
49,06/06/23 11:03:47 AM,3.1,7.2,27.18,,,,,
50,06/06/23 11:03:52 AM,4.3,7.2,27.17,,,,,
51,06/06/23 11:03:57 AM,3.1,7.2,27.16,,,,,
52,06/06/23 11:04:02 AM,3.1,7.2,27.16,,,,,
53,06/06/23 11:04:07 AM,3.1,7.2,27.14,,,,,
54,06/06/23 11:04:12 AM,2.9,7.2,27.13,,,,,
55,06/06/23 11:04:17 AM,3.1,7.2,27.13,,,,,
56,06/06/23 11:04:22 AM,3.1,7.2,27.13,,,,,
57,06/06/23 11:04:27 AM,2.9,3.7,27.12,,,,,
58,06/06/23 11:04:32 AM,2.9,7.2,27.12,,,,,
59,06/06/23 11:04:37 AM,3.1,7.2,27.12,,,,,
60,06/06/23 11:04:42 AM,3.1,7.2,27.10,,,,,
61,06/06/23 11:04:47 AM,3.1,7.2,27.10,,,,,
62,06/06/23 11:04:52 AM,4.5,7.2,27.08,,,,,
63,06/06/23 11:04:57 AM,2.9,7.2,27.08,,,,,
64,06/06/23 11:05:02 AM,3.1,7.2,27.07,,,,,
65,06/06/23 11:05:07 AM,2.9,7.2,27.05,,,,,
66,06/06/23 11:05:12 AM,3.1,7.2,27.05,,,,,
67,06/06/23 11:05:17 AM,3.1,18.0,27.05,,,,,
68,06/06/23 11:05:22 AM,3.1,7.2,27.05,,,,,
69,06/06/23 11:05:27 AM,4.3,7.2,27.03,,,,,
70,06/06/23 11:05:32 AM,4.5,7.2,27.00,,,,,
71,06/06/23 11:05:37 AM,3.1,7.2,26.99,,,,,
72,06/06/23 11:05:42 AM,3.1,7.2,27.00,,,,,
73,06/06/23 11:05:47 AM,3.1,7.2,26.99,,,,,
74,06/06/23 11:05:52 AM,2.9,7.2,26.99,,,,,
75,06/06/23 11:05:57 AM,2.9,7.2,26.97,,,,,
76,06/06/23 11:06:02 AM,2.3,7.2,26.96,,,,,
77,06/06/23 11:06:07 AM,3.1,7.2,26.96,,,,,
78,06/06/23 11:06:12 AM,3.1,7.2,26.95,,,,,
79,06/06/23 11:06:17 AM,2.9,7.2,26.93,,,,,
80,06/06/23 11:06:22 AM,4.3,7.2,26.92,,,,,
81,06/06/23 11:06:27 AM,4.3,7.2,26.91,,,,,
82,06/06/23 11:06:32 AM,3.1,7.2,26.88,,,,,
83,06/06/23 11:06:37 AM,4.3,7.2,26.88,,,,,
84,06/06/23 11:06:42 AM,2.9,7.2,26.87,,,,,
85,06/06/23 11:06:47 AM,2.9,7.2,26.86,,,,,
86,06/06/23 11:06:52 AM,3.1,7.2,26.84,,,,,
87,06/06/23 11:06:57 AM,2.9,7.2,27.08,,,,,
88,06/06/23 11:07:02 AM,4.3,7.2,27.00,,,,,
89,06/06/23 11:07:07 AM,2.9,7.2,26.92,,,,,
90,06/06/23 11:07:12 AM,2.9,7.2,26.89,,,,,
91,06/06/23 11:07:17 AM,3.1,7.2,26.86,,,,,
92,06/06/23 11:07:22 AM,2.9,7.2,26.86,,,,,
93,06/06/23 11:07:27 AM,3.1,3.7,26.86,,,,,
94,06/06/23 11:07:32 AM,3.1,7.2,26.86,,,,,
95,06/06/23 11:07:37 AM,3.1,7.2,26.76,,,,,
96,06/06/23 11:07:42 AM,3.1,3.7,26.70,,,,,
97,06/06/23 11:07:47 AM,4.3,3.7,26.76,,,,,
98,06/06/23 11:07:52 AM,3.1,7.2,26.80,,,,,
99,06/06/23 11:07:57 AM,2.3,7.2,26.79,,,,,
100,06/06/23 11:08:02 AM,2.9,7.2,26.79,,,,,
101,06/06/23 11:08:07 AM,3.1,7.2,26.83,,,,,
102,06/06/23 11:08:12 AM,3.1,7.2,26.80,,,,,
103,06/06/23 11:08:17 AM,2.9,7.2,26.76,,,,,
104,06/06/23 11:08:22 AM,3.1,7.2,26.78,,,,,
105,06/06/23 11:08:27 AM,4.3,7.2,26.76,,,,,
106,06/06/23 11:08:32 AM,3.1,7.2,26.79,,,,,
107,06/06/23 11:08:37 AM,2.9,7.2,26.79,,,,,
108,06/06/23 11:08:42 AM,3.1,7.2,26.80,,,,,
109,06/06/23 11:08:47 AM,3.1,7.2,26.80,,,,,
110,06/06/23 11:08:52 AM,3.1,7.2,26.80,,,,,
111,06/06/23 11:08:57 AM,3.1,7.2,26.82,,,,,
112,06/06/23 11:09:02 AM,3.1,7.2,26.83,,,,,
113,06/06/23 11:09:07 AM,3.1,7.2,26.86,,,,,
114,06/06/23 11:09:12 AM,2.9,7.2,26.86,,,,,
115,06/06/23 11:09:17 AM,3.1,7.2,26.87,,,,,
116,06/06/23 11:09:22 AM,3.1,7.2,26.91,,,,,
117,06/06/23 11:09:27 AM,4.3,7.2,26.95,,,,,
118,06/06/23 11:09:32 AM,3.1,7.2,26.95,,,,,
119,06/06/23 11:09:37 AM,3.1,7.2,26.96,,,,,
120,06/06/23 11:09:42 AM,4.3,7.2,26.96,,,,,
121,06/06/23 11:09:47 AM,3.1,7.2,26.99,,,,,
122,06/06/23 11:09:52 AM,2.9,7.2,26.99,,,,,
123,06/06/23 11:09:57 AM,3.1,7.2,27.00,,,,,
124,06/06/23 11:10:02 AM,4.3,7.2,26.99,,,,,
125,06/06/23 11:10:07 AM,3.1,7.2,26.93,,,,,
126,06/06/23 11:10:12 AM,2.9,7.2,26.93,,,,,
127,06/06/23 11:10:17 AM,3.1,7.2,26.93,,,,,
128,06/06/23 11:10:22 AM,3.1,7.2,26.93,,,,,
129,06/06/23 11:10:27 AM,3.1,7.2,26.87,,,,,
130,06/06/23 11:10:32 AM,4.5,7.2,26.80,,,,,
131,06/06/23 11:10:37 AM,3.1,7.2,26.76,,,,,
132,06/06/23 11:10:42 AM,4.3,7.2,26.70,,,,,
133,06/06/23 11:10:47 AM,4.3,18.0,26.72,,,,,
134,06/06/23 11:10:52 AM,3.1,7.2,26.72,,,,,
135,06/06/23 11:10:57 AM,2.9,3.7,26.78,,,,,
136,06/06/23 11:11:02 AM,123.8,123.8,20.64,,,,,
137,06/06/23 11:11:07 AM,124.1,124.2,20.53,,,,,
138,06/06/23 11:11:12 AM,122.9,122.7,20.25,,,,,
139,06/06/23 11:11:17 AM,122.6,122.3,20.11,,,,,
140,06/06/23 11:11:22 AM,122.9,122.7,20.16,,,,,
141,06/06/23 11:11:27 AM,122.9,122.3,20.11,,,,,
142,06/06/23 11:11:32 AM,122.9,122.7,20.12,,,,,
143,06/06/23 11:11:37 AM,123.1,122.7,20.11,,,,,
144,06/06/23 11:11:42 AM,122.8,122.3,20.03,,,,,
145,06/06/23 11:11:47 AM,122.8,122.3,20.04,,,,,
146,06/06/23 11:11:52 AM,123.0,122.7,20.07,,,,,
147,06/06/23 11:11:57 AM,122.9,122.7,20.06,,,,,
148,06/06/23 11:12:02 AM,122.9,122.7,20.00,,,,,
149,06/06/23 11:12:07 AM,122.9,122.7,20.03,,,,,
150,06/06/23 11:12:12 AM,122.7,122.3,19.99,,,,,
151,06/06/23 11:12:17 AM,122.9,122.3,20.00,,,,,
152,06/06/23 11:12:22 AM,122.9,122.7,19.98,,,,,
153,06/06/23 11:12:27 AM,123.0,122.7,20.00,,,,,
154,06/06/23 11:12:32 AM,122.9,122.7,20.02,,,,,
155,06/06/23 11:12:37 AM,122.9,122.3,19.99,,,,,
156,06/06/23 11:12:42 AM,122.8,122.3,19.98,,,,,
157,06/06/23 11:12:47 AM,122.9,122.7,19.98,,,,,
158,06/06/23 11:12:52 AM,122.9,122.7,19.98,,,,,
159,06/06/23 11:12:57 AM,122.9,122.3,19.96,,,,,
160,06/06/23 11:13:02 AM,122.9,122.3,19.98,,,,,
161,06/06/23 11:13:07 AM,122.8,122.3,19.96,,,,,
162,06/06/23 11:13:12 AM,122.9,122.3,19.96,,,,,
163,06/06/23 11:13:17 AM,122.9,122.3,19.98,,,,,
164,06/06/23 11:13:22 AM,122.9,122.7,19.96,,,,,
165,06/06/23 11:13:27 AM,122.9,122.3,19.95,,,,,
166,06/06/23 11:13:32 AM,123.0,122.3,19.98,,,,,
167,06/06/23 11:13:37 AM,122.9,122.7,19.96,,,,,
168,06/06/23 11:13:42 AM,122.9,122.7,19.96,,,,,
169,06/06/23 11:13:47 AM,122.9,122.3,19.96,,,,,
170,06/06/23 11:13:52 AM,122.9,122.3,19.95,,,,,
171,06/06/23 11:13:57 AM,122.9,122.3,19.95,,,,,
172,06/06/23 11:14:02 AM,122.9,122.7,19.98,,,,,
173,06/06/23 11:14:07 AM,122.9,122.7,19.96,,,,,
174,06/06/23 11:14:12 AM,122.9,122.3,19.96,,,,,
175,06/06/23 11:14:17 AM,122.9,122.3,19.95,,,,,
176,06/06/23 11:14:22 AM,122.9,122.3,19.96,,,,,
177,06/06/23 11:14:27 AM,122.8,122.3,19.96,,,,,
178,06/06/23 11:14:32 AM,122.8,122.3,19.95,,,,,
179,06/06/23 11:14:37 AM,122.9,122.3,19.96,,,,,
180,06/06/23 11:14:42 AM,122.9,122.7,19.95,,,,,
181,06/06/23 11:14:47 AM,122.9,122.3,19.94,,,,,
182,06/06/23 11:14:52 AM,122.9,122.7,19.95,,,,,
183,06/06/23 11:14:57 AM,123.0,122.3,19.95,,,,,
184,06/06/23 11:15:02 AM,122.9,122.3,19.95,,,,,
185,06/06/23 11:15:07 AM,123.0,122.7,19.95,,,,,
186,06/06/23 11:15:12 AM,122.9,122.3,19.96,,,,,
187,06/06/23 11:15:17 AM,122.9,122.7,19.96,,,,,
188,06/06/23 11:15:22 AM,123.0,122.3,19.96,,,,,
189,06/06/23 11:15:27 AM,122.9,122.7,19.96,,,,,
190,06/06/23 11:15:32 AM,122.9,122.7,19.96,,,,,
191,06/06/23 11:15:37 AM,123.0,122.3,19.96,,,,,
192,06/06/23 11:15:42 AM,122.9,122.3,19.96,,,,,
193,06/06/23 11:15:47 AM,122.9,122.3,19.95,,,,,
194,06/06/23 11:15:52 AM,122.9,122.3,19.95,,,,,
195,06/06/23 11:15:57 AM,123.0,122.3,19.96,,,,,
196,06/06/23 11:16:02 AM,123.0,122.3,19.96,,,,,
197,06/06/23 11:16:07 AM,122.9,122.3,19.96,,,,,
198,06/06/23 11:16:12 AM,122.9,122.3,19.96,,,,,
199,06/06/23 11:16:17 AM,122.9,122.3,19.96,,,,,
200,06/06/23 11:16:22 AM,122.9,122.7,19.96,,,,,
201,06/06/23 11:16:27 AM,122.9,122.3,19.96,,,,,
202,06/06/23 11:16:32 AM,122.9,122.3,19.98,,,,,
203,06/06/23 11:16:37 AM,122.9,122.3,19.96,,,,,
204,06/06/23 11:16:42 AM,122.9,122.3,19.96,,,,,
205,06/06/23 11:16:47 AM,122.9,122.3,19.98,,,,,
206,06/06/23 11:16:52 AM,123.0,122.3,19.96,,,,,
207,06/06/23 11:16:57 AM,123.0,122.3,19.96,,,,,
208,06/06/23 11:17:02 AM,123.0,122.7,19.96,,,,,
209,06/06/23 11:17:07 AM,123.0,122.7,19.98,,,,,
210,06/06/23 11:17:12 AM,122.9,122.3,19.96,,,,,
211,06/06/23 11:17:17 AM,123.0,122.7,19.98,,,,,
212,06/06/23 11:17:22 AM,123.0,122.7,19.98,,,,,
213,06/06/23 11:17:27 AM,123.0,122.3,19.98,,,,,
214,06/06/23 11:17:32 AM,123.0,122.7,19.98,,,,,
215,06/06/23 11:17:37 AM,123.0,122.3,19.96,,,,,
216,06/06/23 11:17:42 AM,123.0,122.7,19.98,,,,,
217,06/06/23 11:17:47 AM,123.1,122.3,19.98,,,,,
218,06/06/23 11:17:52 AM,123.0,122.3,19.99,,,,,
219,06/06/23 11:17:57 AM,123.0,122.3,19.98,,,,,
220,06/06/23 11:18:02 AM,123.0,122.3,19.98,,,,,
221,06/06/23 11:18:07 AM,123.0,122.7,19.98,,,,,
222,06/06/23 11:18:12 AM,123.0,122.3,19.99,,,,,
223,06/06/23 11:18:17 AM,123.0,122.3,19.99,,,,,
224,06/06/23 11:18:22 AM,123.0,122.7,19.98,,,,,
225,06/06/23 11:18:27 AM,123.0,121.9,19.98,,,,,
226,06/06/23 11:18:32 AM,123.1,122.7,19.98,,,,,
227,06/06/23 11:18:37 AM,123.0,122.3,19.98,,,,,
228,06/06/23 11:18:42 AM,123.0,122.7,19.99,,,,,
229,06/06/23 11:18:47 AM,123.0,122.7,19.98,,,,,
230,06/06/23 11:18:52 AM,123.1,122.3,19.99,,,,,
231,06/06/23 11:18:57 AM,123.0,122.3,19.99,,,,,
232,06/06/23 11:19:02 AM,123.1,122.7,19.99,,,,,
233,06/06/23 11:19:07 AM,123.1,122.7,19.99,,,,,
234,06/06/23 11:19:12 AM,123.0,122.7,19.99,,,,,
235,06/06/23 11:19:17 AM,123.0,122.7,19.99,,,,,
236,06/06/23 11:19:22 AM,123.1,122.7,19.99,,,,,
237,06/06/23 11:19:27 AM,123.0,121.9,19.99,,,,,
238,06/06/23 11:19:32 AM,123.0,122.7,19.99,,,,,
239,06/06/23 11:19:37 AM,123.1,122.3,19.99,,,,,
240,06/06/23 11:19:42 AM,123.2,122.3,19.99,,,,,
241,06/06/23 11:19:47 AM,123.1,122.7,19.99,,,,,
242,06/06/23 11:19:52 AM,123.1,122.7,19.99,,,,,
243,06/06/23 11:19:57 AM,123.2,122.7,19.99,,,,,
244,06/06/23 11:20:02 AM,123.2,122.3,19.99,,,,,
245,06/06/23 11:20:07 AM,123.2,122.7,20.00,,,,,
246,06/06/23 11:20:12 AM,123.2,122.7,20.00,,,,,
247,06/06/23 11:20:17 AM,123.2,122.7,19.98,,,,,
248,06/06/23 11:20:22 AM,123.2,122.3,20.00,,,,,
249,06/06/23 11:20:27 AM,123.2,122.7,19.99,,,,,
250,06/06/23 11:20:32 AM,123.2,122.3,19.99,,,,,
251,06/06/23 11:20:37 AM,123.2,122.7,20.00,,,,,
252,06/06/23 11:20:42 AM,123.2,122.7,20.00,,,,,
253,06/06/23 11:20:47 AM,123.2,122.7,20.02,,,,,
254,06/06/23 11:20:52 AM,123.2,122.7,20.00,,,,,
255,06/06/23 11:20:57 AM,123.2,122.7,20.00,,,,,
256,06/06/23 11:21:02 AM,123.2,121.9,20.00,,,,,
257,06/06/23 11:21:07 AM,123.2,122.7,20.00,,,,,
258,06/06/23 11:21:12 AM,123.2,122.3,20.00,,,,,
259,06/06/23 11:21:17 AM,123.2,122.3,20.00,,,,,
260,06/06/23 11:21:22 AM,123.2,122.7,20.02,,,,,
261,06/06/23 11:21:27 AM,123.2,122.3,20.02,,,,,
262,06/06/23 11:21:32 AM,123.2,122.3,20.02,,,,,
263,06/06/23 11:21:37 AM,123.2,122.7,20.02,,,,,
264,06/06/23 11:21:42 AM,123.2,122.3,20.00,,,,,
265,06/06/23 11:21:47 AM,123.2,122.3,20.02,,,,,
266,06/06/23 11:21:52 AM,123.2,122.7,20.02,,,,,
267,06/06/23 11:21:57 AM,123.2,122.7,20.02,,,,,
268,06/06/23 11:22:02 AM,123.2,122.7,20.02,,,,,
269,06/06/23 11:22:07 AM,123.2,122.7,20.02,,,,,
270,06/06/23 11:22:12 AM,123.3,122.3,20.02,,,,,
271,06/06/23 11:22:17 AM,123.2,122.7,20.02,,,,,
272,06/06/23 11:22:22 AM,123.2,122.7,20.02,,,,,
273,06/06/23 11:22:27 AM,123.3,122.7,20.02,,,,,
274,06/06/23 11:22:32 AM,123.2,122.7,20.02,,,,,
275,06/06/23 11:22:37 AM,123.3,122.3,20.02,,,,,
276,06/06/23 11:22:42 AM,123.3,122.7,20.02,,,,,
277,06/06/23 11:22:47 AM,123.3,122.7,20.02,,,,,
278,06/06/23 11:22:52 AM,123.4,122.7,20.02,,,,,
279,06/06/23 11:22:57 AM,123.3,122.7,20.02,,,,,
280,06/06/23 11:23:02 AM,123.4,122.7,20.02,,,,,
281,06/06/23 11:23:07 AM,123.4,122.3,20.03,,,,,
282,06/06/23 11:23:12 AM,123.4,122.7,20.03,,,,,
283,06/06/23 11:23:17 AM,123.4,122.3,20.03,,,,,
284,06/06/23 11:23:22 AM,123.4,122.7,20.02,,,,,
285,06/06/23 11:23:27 AM,123.4,122.7,20.02,,,,,
286,06/06/23 11:23:32 AM,123.4,122.7,20.03,,,,,
287,06/06/23 11:23:37 AM,123.4,122.3,20.03,,,,,
288,06/06/23 11:23:42 AM,123.4,122.7,20.03,,,,,
289,06/06/23 11:23:47 AM,123.4,122.3,20.03,,,,,
290,06/06/23 11:23:52 AM,123.3,122.7,20.03,,,,,
291,06/06/23 11:23:57 AM,123.4,122.3,20.03,,,,,
292,06/06/23 11:24:02 AM,123.4,122.3,20.02,,,,,
293,06/06/23 11:24:07 AM,123.4,122.7,20.04,,,,,
294,06/06/23 11:24:12 AM,123.4,122.3,20.03,,,,,
295,06/06/23 11:24:17 AM,123.4,122.3,20.03,,,,,
296,06/06/23 11:24:22 AM,123.4,122.7,20.03,,,,,
297,06/06/23 11:24:27 AM,123.4,122.7,20.04,,,,,
298,06/06/23 11:24:32 AM,123.5,122.3,20.03,,,,,
299,06/06/23 11:24:37 AM,123.7,122.7,20.03,,,,,
300,06/06/23 11:24:42 AM,124.0,123.1,20.03,,,,,
301,06/06/23 11:24:47 AM,124.4,123.5,20.04,,,,,
302,06/06/23 11:24:52 AM,126.6,125.5,20.03,,,,,
303,06/06/23 11:24:57 AM,129.6,129.0,20.04,,,,,
304,06/06/23 11:25:02 AM,135.6,135.8,20.03,,,,,
305,06/06/23 11:25:07 AM,137.3,136.9,20.03,,,,,
306,06/06/23 11:25:12 AM,143.5,143.7,20.03,,,,,
307,06/06/23 11:25:17 AM,147.0,147.2,20.03,,,,,
308,06/06/23 11:25:22 AM,153.8,154.4,20.03,,,,,
309,06/06/23 11:25:27 AM,161.5,162.3,20.02,,,,,
310,06/06/23 11:25:32 AM,170.6,171.9,20.03,,,,,
311,06/06/23 11:25:37 AM,173.8,175.8,20.03,,,,,
312,06/06/23 11:25:42 AM,177.4,179.0,20.03,,,,,
313,06/06/23 11:25:47 AM,178.1,179.8,20.03,,,,,
314,06/06/23 11:25:52 AM,180.9,182.6,20.04,,,,,
315,06/06/23 11:25:57 AM,178.6,179.8,20.03,,,,,
316,06/06/23 11:26:02 AM,174.2,174.6,20.04,,,,,
317,06/06/23 11:26:07 AM,178.2,179.4,20.03,,,,,
318,06/06/23 11:26:12 AM,177.2,178.6,20.04,,,,,
319,06/06/23 11:26:17 AM,169.1,170.3,20.03,,,,,
320,06/06/23 11:26:22 AM,168.6,169.5,20.04,,,,,
321,06/06/23 11:26:27 AM,164.7,165.9,20.04,,,,,
322,06/06/23 11:26:32 AM,159.6,160.3,20.06,,,,,
323,06/06/23 11:26:37 AM,158.5,159.1,20.06,,,,,
324,06/06/23 11:26:42 AM,157.5,158.0,20.04,,,,,
325,06/06/23 11:26:47 AM,158.2,159.1,20.04,,,,,
326,06/06/23 11:26:52 AM,158.1,158.8,20.04,,,,,
327,06/06/23 11:26:57 AM,148.4,148.4,20.04,,,,,
328,06/06/23 11:27:02 AM,145.0,145.3,20.04,,,,,
329,06/06/23 11:27:07 AM,146.3,146.4,20.04,,,,,
330,06/06/23 11:27:12 AM,151.4,151.2,20.04,,,,,
331,06/06/23 11:27:17 AM,141.8,141.7,20.06,,,,,
332,06/06/23 11:27:22 AM,139.3,139.3,20.04,,,,,
333,06/06/23 11:27:27 AM,141.0,140.1,20.04,,,,,
334,06/06/23 11:27:32 AM,136.3,136.1,20.04,,,,,
335,06/06/23 11:27:37 AM,138.0,137.7,20.04,,,,,
336,06/06/23 11:27:42 AM,137.3,136.9,20.04,,,,,
337,06/06/23 11:27:47 AM,135.6,135.0,20.07,,,,,
338,06/06/23 11:27:52 AM,135.9,135.4,20.06,,,,,
339,06/06/23 11:27:57 AM,132.4,131.8,20.06,,,,,
340,06/06/23 11:28:02 AM,133.1,133.0,20.06,,,,,
341,06/06/23 11:28:07 AM,132.1,131.4,20.04,,,,,
342,06/06/23 11:28:12 AM,133.5,133.4,20.06,,,,,
343,06/06/23 11:28:17 AM,135.0,134.2,20.06,,,,,
344,06/06/23 11:28:22 AM,130.7,130.2,20.06,,,,,
345,06/06/23 11:28:27 AM,130.0,129.4,20.06,,,,,
346,06/06/23 11:28:32 AM,134.7,134.2,20.06,,,,,
347,06/06/23 11:28:37 AM,138.0,137.7,20.04,,,,,
348,06/06/23 11:28:42 AM,129.6,129.0,20.06,,,,,
349,06/06/23 11:28:47 AM,132.9,132.6,20.06,,,,,
350,06/06/23 11:28:52 AM,128.6,127.8,20.04,,,,,
351,06/06/23 11:28:57 AM,128.6,127.8,20.06,,,,,
352,06/06/23 11:29:02 AM,133.9,133.4,20.07,,,,,
353,06/06/23 11:29:07 AM,135.4,135.0,20.06,,,,,
354,06/06/23 11:29:12 AM,134.0,133.8,20.06,,,,,
355,06/06/23 11:29:17 AM,129.6,129.0,20.06,,,,,
356,06/06/23 11:29:22 AM,128.0,127.0,20.06,,,,,
357,06/06/23 11:29:27 AM,128.0,127.4,20.07,,,,,
358,06/06/23 11:29:32 AM,127.6,127.0,20.07,,,,,
359,06/06/23 11:29:37 AM,126.9,125.9,20.06,,,,,
360,06/06/23 11:29:42 AM,127.6,126.6,20.06,,,,,
361,06/06/23 11:29:47 AM,126.8,125.9,20.07,,,,,
362,06/06/23 11:29:52 AM,132.4,131.4,20.07,,,,,
363,06/06/23 11:29:57 AM,128.3,127.8,20.07,,,,,
364,06/06/23 11:30:02 AM,126.1,125.5,20.06,,,,,
365,06/06/23 11:30:07 AM,126.4,125.5,20.07,,,,,
366,06/06/23 11:30:12 AM,127.0,125.9,20.07,,,,,
367,06/06/23 11:30:17 AM,125.4,124.7,20.07,,,,,
368,06/06/23 11:30:22 AM,125.9,125.1,20.07,,,,,
369,06/06/23 11:30:27 AM,125.6,124.7,20.07,,,,,
370,06/06/23 11:30:32 AM,125.2,124.3,20.08,,,,,
371,06/06/23 11:30:37 AM,125.4,124.7,20.06,,,,,
372,06/06/23 11:30:42 AM,125.5,124.7,20.07,,,,,
373,06/06/23 11:30:47 AM,125.2,124.3,20.06,,,,,
374,06/06/23 11:30:52 AM,126.9,125.9,20.07,,,,,
375,06/06/23 11:30:57 AM,125.2,124.3,20.07,,,,,
376,06/06/23 11:31:02 AM,125.4,124.7,20.06,,,,,
377,06/06/23 11:31:07 AM,125.2,124.3,20.06,,,,,
378,06/06/23 11:31:12 AM,125.9,125.1,20.07,,,,,
379,06/06/23 11:31:17 AM,124.9,123.5,20.07,,,,,
380,06/06/23 11:31:22 AM,125.2,124.3,20.07,,,,,
381,06/06/23 11:31:27 AM,126.9,125.9,20.07,,,,,
382,06/06/23 11:31:32 AM,125.0,124.3,20.07,,,,,
383,06/06/23 11:31:37 AM,125.2,124.3,20.07,,,,,
384,06/06/23 11:31:42 AM,124.6,123.5,20.07,,,,,
385,06/06/23 11:31:47 AM,125.6,124.7,20.07,,,,,
386,06/06/23 11:31:52 AM,125.1,124.3,20.07,,,,,
387,06/06/23 11:31:57 AM,124.6,123.1,20.08,,,,,
388,06/06/23 11:32:02 AM,124.6,123.5,20.07,,,,,
389,06/06/23 11:32:07 AM,125.3,124.3,20.07,,,,,
390,06/06/23 11:32:12 AM,124.5,123.1,20.07,,,,,
391,06/06/23 11:32:17 AM,125.0,124.3,20.07,,,,,
392,06/06/23 11:32:22 AM,124.5,123.5,20.07,,,,,
393,06/06/23 11:32:27 AM,124.3,123.1,20.07,,,,,
394,06/06/23 11:32:32 AM,124.5,123.5,20.08,,,,,
395,06/06/23 11:32:37 AM,124.6,123.1,20.08,,,,,
396,06/06/23 11:32:42 AM,124.4,123.5,20.08,,,,,
397,06/06/23 11:32:47 AM,124.7,123.9,20.08,,,,,
