"Plot Title: mgas_station_2"
"#","Date Time, GMT-04:00","Low Range, μS/cm (LGR S/N: 10559459, SEN S/N: 10559459)","Full Range, μS/cm (LGR S/N: 10559459, SEN S/N: 10559459)","Temp, °C (LGR S/N: 10559459, SEN S/N: 10559459)","End Of File (LGR S/N: 10559459)"
113,06/14/23 01:39:20 PM,131.0,130.4,12.60,
114,06/14/23 01:39:25 PM,131.2,130.8,12.59,
115,06/14/23 01:39:30 PM,131.0,130.8,12.58,
116,06/14/23 01:39:35 PM,131.0,130.8,12.58,
117,06/14/23 01:39:40 PM,131.0,130.8,12.59,
118,06/14/23 01:39:45 PM,131.0,130.4,12.57,
119,06/14/23 01:39:50 PM,131.0,130.8,12.58,
120,06/14/23 01:39:55 PM,131.0,130.8,12.58,
121,06/14/23 01:40:00 PM,131.0,130.8,12.58,
122,06/14/23 01:40:05 PM,131.0,130.8,12.58,
123,06/14/23 01:40:10 PM,131.2,130.8,12.60,
124,06/14/23 01:40:15 PM,131.0,130.8,12.59,
125,06/14/23 01:40:20 PM,132.0,131.9,12.62,
126,06/14/23 01:40:25 PM,131.3,131.1,12.60,
127,06/14/23 01:40:30 PM,132.2,131.9,12.59,
128,06/14/23 01:40:35 PM,132.8,132.7,12.60,
129,06/14/23 01:40:40 PM,134.9,134.5,12.60,
130,06/14/23 01:40:45 PM,140.8,140.6,12.59,
131,06/14/23 01:40:50 PM,146.6,146.6,12.60,
132,06/14/23 01:40:55 PM,149.0,148.9,12.59,
133,06/14/23 01:41:00 PM,154.0,154.2,12.60,
134,06/14/23 01:41:05 PM,161.2,161.4,12.60,
135,06/14/23 01:41:10 PM,186.8,187.5,12.63,
136,06/14/23 01:41:15 PM,175.4,176.1,12.62,
137,06/14/23 01:41:20 PM,174.7,175.4,12.60,
138,06/14/23 01:41:25 PM,174.9,175.8,12.59,
139,06/14/23 01:41:30 PM,180.1,180.3,12.62,
140,06/14/23 01:41:35 PM,179.3,179.9,12.60,
141,06/14/23 01:41:40 PM,183.0,183.7,12.62,
142,06/14/23 01:41:45 PM,190.2,191.3,12.63,
143,06/14/23 01:41:50 PM,179.3,179.9,12.62,
144,06/14/23 01:41:55 PM,180.9,181.8,12.60,
145,06/14/23 01:42:00 PM,183.0,184.1,12.62,
146,06/14/23 01:42:05 PM,182.9,183.7,12.60,
147,06/14/23 01:42:10 PM,185.7,186.8,12.62,
148,06/14/23 01:42:15 PM,186.4,187.5,12.62,
149,06/14/23 01:42:20 PM,187.2,188.3,12.62,
150,06/14/23 01:42:25 PM,189.6,190.9,12.60,
151,06/14/23 01:42:30 PM,193.3,194.3,12.62,
152,06/14/23 01:42:35 PM,196.2,197.8,12.62,
153,06/14/23 01:42:40 PM,197.2,198.5,12.62,
154,06/14/23 01:42:45 PM,201.3,202.7,12.62,
155,06/14/23 01:42:50 PM,203.8,205.0,12.62,
156,06/14/23 01:42:55 PM,205.6,207.2,12.62,
157,06/14/23 01:43:00 PM,212.2,214.1,12.62,
158,06/14/23 01:43:05 PM,216.0,217.9,12.63,
159,06/14/23 01:43:10 PM,218.2,220.2,12.62,
160,06/14/23 01:43:15 PM,225.9,228.2,12.62,
161,06/14/23 01:43:20 PM,228.8,231.2,12.60,
162,06/14/23 01:43:25 PM,230.3,232.7,12.62,
163,06/14/23 01:43:30 PM,230.6,233.5,12.63,
164,06/14/23 01:43:35 PM,238.0,240.7,12.62,
165,06/14/23 01:43:40 PM,240.5,243.4,12.63,
166,06/14/23 01:43:45 PM,246.6,249.5,12.62,
167,06/14/23 01:43:50 PM,248.9,251.8,12.63,
168,06/14/23 01:43:55 PM,249.8,252.1,12.63,
169,06/14/23 01:44:00 PM,247.9,251.0,12.63,
170,06/14/23 01:44:05 PM,253.7,256.7,12.62,
171,06/14/23 01:44:10 PM,254.7,257.5,12.63,
172,06/14/23 01:44:15 PM,255.9,258.6,12.63,
173,06/14/23 01:44:20 PM,249.4,252.1,12.64,
174,06/14/23 01:44:25 PM,250.3,253.3,12.64,
175,06/14/23 01:44:30 PM,257.3,260.1,12.63,
176,06/14/23 01:44:35 PM,258.2,260.9,12.63,
177,06/14/23 01:44:40 PM,252.0,254.8,12.64,
178,06/14/23 01:44:45 PM,251.6,254.4,12.64,
179,06/14/23 01:44:50 PM,249.3,251.8,12.64,
180,06/14/23 01:44:55 PM,250.2,252.9,12.63,
181,06/14/23 01:45:00 PM,246.4,249.1,12.63,
182,06/14/23 01:45:05 PM,246.5,249.5,12.63,
183,06/14/23 01:45:10 PM,242.8,245.3,12.63,
184,06/14/23 01:45:15 PM,240.6,243.8,12.64,
185,06/14/23 01:45:20 PM,240.4,243.4,12.63,
186,06/14/23 01:45:25 PM,234.8,237.7,12.64,
187,06/14/23 01:45:30 PM,235.7,238.4,12.63,
188,06/14/23 01:45:35 PM,231.0,233.5,12.63,
189,06/14/23 01:45:40 PM,229.3,231.6,12.63,
190,06/14/23 01:45:45 PM,231.6,234.2,12.60,
191,06/14/23 01:45:50 PM,221.8,223.6,12.64,
192,06/14/23 01:45:55 PM,210.2,212.2,12.64,
193,06/14/23 01:46:00 PM,218.3,220.5,12.63,
194,06/14/23 01:46:05 PM,204.3,206.1,12.64,
195,06/14/23 01:46:10 PM,205.7,207.2,12.64,
196,06/14/23 01:46:15 PM,204.3,205.7,12.64,
197,06/14/23 01:46:20 PM,210.2,211.8,12.64,
198,06/14/23 01:46:25 PM,209.3,211.4,12.63,
199,06/14/23 01:46:30 PM,208.6,210.3,12.63,
200,06/14/23 01:46:35 PM,205.4,207.2,12.63,
201,06/14/23 01:46:40 PM,206.4,208.0,12.62,
202,06/14/23 01:46:45 PM,199.4,200.8,12.63,
203,06/14/23 01:46:50 PM,201.2,202.7,12.62,
204,06/14/23 01:46:55 PM,197.2,198.5,12.63,
205,06/14/23 01:47:00 PM,199.2,200.8,12.62,
206,06/14/23 01:47:05 PM,192.6,194.0,12.64,
207,06/14/23 01:47:10 PM,191.1,192.1,12.64,
208,06/14/23 01:47:15 PM,191.1,192.8,12.64,
209,06/14/23 01:47:20 PM,188.3,189.4,12.64,
210,06/14/23 01:47:25 PM,185.0,186.0,12.64,
211,06/14/23 01:47:30 PM,179.2,179.9,12.67,
212,06/14/23 01:47:35 PM,182.9,183.7,12.66,
213,06/14/23 01:47:40 PM,181.2,182.2,12.66,
214,06/14/23 01:47:45 PM,180.8,181.4,12.66,
215,06/14/23 01:47:50 PM,180.6,181.4,12.66,
216,06/14/23 01:47:55 PM,180.4,181.1,12.66,
217,06/14/23 01:48:00 PM,176.6,177.3,12.66,
218,06/14/23 01:48:05 PM,176.4,176.9,12.67,
219,06/14/23 01:48:10 PM,169.4,170.1,12.68,
220,06/14/23 01:48:15 PM,174.1,175.0,12.67,
221,06/14/23 01:48:20 PM,170.6,171.2,12.68,
222,06/14/23 01:48:25 PM,170.5,171.2,12.68,
223,06/14/23 01:48:30 PM,169.0,169.3,12.67,
224,06/14/23 01:48:35 PM,167.2,167.4,12.68,
225,06/14/23 01:48:40 PM,165.4,165.5,12.70,
226,06/14/23 01:48:45 PM,164.4,164.4,12.68,
227,06/14/23 01:48:50 PM,164.6,164.8,12.68,
228,06/14/23 01:48:55 PM,163.8,164.4,12.68,
229,06/14/23 01:49:00 PM,163.5,164.0,12.70,
230,06/14/23 01:49:05 PM,159.8,160.2,12.71,
231,06/14/23 01:49:10 PM,158.0,158.0,12.70,
232,06/14/23 01:49:15 PM,157.8,158.0,12.71,
233,06/14/23 01:49:20 PM,157.6,157.6,12.71,
234,06/14/23 01:49:25 PM,157.3,157.2,12.71,
235,06/14/23 01:49:30 PM,156.1,156.4,12.71,
236,06/14/23 01:49:35 PM,155.1,155.3,12.71,
237,06/14/23 01:49:40 PM,154.5,154.6,12.72,
238,06/14/23 01:49:45 PM,153.8,153.8,12.71,
239,06/14/23 01:49:50 PM,154.8,155.3,12.71,
240,06/14/23 01:49:55 PM,152.7,153.0,12.72,
241,06/14/23 01:50:00 PM,152.7,152.7,12.71,
242,06/14/23 01:50:05 PM,152.7,153.0,12.71,
243,06/14/23 01:50:10 PM,150.3,150.4,12.72,
244,06/14/23 01:50:15 PM,150.1,150.0,12.72,
245,06/14/23 01:50:20 PM,149.2,149.3,12.74,
246,06/14/23 01:50:25 PM,149.5,149.6,12.72,
247,06/14/23 01:50:30 PM,148.6,148.5,12.72,
248,06/14/23 01:50:35 PM,148.7,148.9,12.72,
249,06/14/23 01:50:40 PM,146.6,146.2,12.74,
250,06/14/23 01:50:45 PM,147.8,147.7,12.72,
251,06/14/23 01:50:50 PM,146.6,146.6,12.75,
252,06/14/23 01:50:55 PM,146.9,147.0,12.74,
253,06/14/23 01:51:00 PM,146.4,146.2,12.74,
254,06/14/23 01:51:05 PM,145.1,145.1,12.74,
255,06/14/23 01:51:10 PM,145.5,145.5,12.74,
256,06/14/23 01:51:15 PM,145.5,145.5,12.74,
257,06/14/23 01:51:20 PM,144.0,144.0,12.74,
258,06/14/23 01:51:25 PM,143.6,143.6,12.75,
259,06/14/23 01:51:30 PM,143.3,143.2,12.74,
260,06/14/23 01:51:35 PM,143.7,143.6,12.74,
261,06/14/23 01:51:40 PM,142.8,142.8,12.74,
262,06/14/23 01:51:45 PM,141.3,141.3,12.75,
263,06/14/23 01:51:50 PM,141.9,141.7,12.74,
264,06/14/23 01:51:55 PM,141.8,141.7,12.72,
265,06/14/23 01:52:00 PM,141.7,141.7,12.72,
266,06/14/23 01:52:05 PM,141.5,141.7,12.71,
267,06/14/23 01:52:10 PM,141.3,141.3,12.71,
268,06/14/23 01:52:15 PM,141.1,141.3,12.71,
269,06/14/23 01:52:20 PM,140.1,139.8,12.72,
270,06/14/23 01:52:25 PM,140.8,141.0,12.70,
271,06/14/23 01:52:30 PM,140.3,140.2,12.71,
272,06/14/23 01:52:35 PM,139.6,139.4,12.71,
273,06/14/23 01:52:40 PM,139.9,139.8,12.71,
274,06/14/23 01:52:45 PM,139.6,139.8,12.70,
275,06/14/23 01:52:50 PM,139.3,139.4,12.70,
276,06/14/23 01:52:55 PM,139.3,139.1,12.70,
277,06/14/23 01:53:00 PM,138.7,138.7,12.70,
278,06/14/23 01:53:05 PM,139.1,139.1,12.68,
279,06/14/23 01:53:10 PM,138.7,138.7,12.68,
280,06/14/23 01:53:15 PM,138.4,138.3,12.68,
281,06/14/23 01:53:20 PM,138.2,138.3,12.68,
282,06/14/23 01:53:25 PM,138.0,137.9,12.68,
283,06/14/23 01:53:30 PM,137.5,137.6,12.70,
284,06/14/23 01:53:35 PM,137.8,137.9,12.70,
285,06/14/23 01:53:40 PM,137.6,137.6,12.68,
286,06/14/23 01:53:45 PM,137.4,137.6,12.68,
287,06/14/23 01:53:50 PM,137.1,137.2,12.70,
288,06/14/23 01:53:55 PM,136.7,136.8,12.70,
289,06/14/23 01:54:00 PM,136.7,136.8,12.70,
290,06/14/23 01:54:05 PM,136.4,136.4,12.70,
291,06/14/23 01:54:10 PM,136.7,136.8,12.68,
292,06/14/23 01:54:15 PM,136.7,136.8,12.68,
293,06/14/23 01:54:20 PM,135.9,136.0,12.70,
294,06/14/23 01:54:25 PM,136.1,135.7,12.70,
295,06/14/23 01:54:30 PM,135.9,135.3,12.70,
296,06/14/23 01:54:35 PM,135.9,135.7,12.70,
297,06/14/23 01:54:40 PM,136.1,135.7,12.70,
298,06/14/23 01:54:45 PM,135.9,135.7,12.70,
299,06/14/23 01:54:50 PM,135.4,135.3,12.70,
300,06/14/23 01:54:55 PM,135.4,134.9,12.70,
301,06/14/23 01:55:00 PM,135.8,135.7,12.68,
302,06/14/23 01:55:05 PM,135.6,135.3,12.68,
303,06/14/23 01:55:10 PM,135.8,135.3,12.67,
304,06/14/23 01:55:15 PM,135.5,134.9,12.68,
305,06/14/23 01:55:20 PM,134.7,134.2,12.68,
306,06/14/23 01:55:25 PM,135.1,134.9,12.68,
307,06/14/23 01:55:30 PM,135.0,134.5,12.68,
308,06/14/23 01:55:35 PM,134.8,134.5,12.68,
309,06/14/23 01:55:40 PM,134.8,134.9,12.68,
310,06/14/23 01:55:45 PM,134.8,134.5,12.67,
311,06/14/23 01:55:50 PM,134.6,134.2,12.68,
312,06/14/23 01:55:55 PM,134.6,134.5,12.68,
313,06/14/23 01:56:00 PM,134.4,134.2,12.68,
314,06/14/23 01:56:05 PM,134.4,134.2,12.68,
315,06/14/23 01:56:10 PM,134.4,134.2,12.68,
316,06/14/23 01:56:15 PM,134.2,134.2,12.68,
317,06/14/23 01:56:20 PM,134.3,134.2,12.67,
318,06/14/23 01:56:25 PM,134.1,133.8,12.68,
319,06/14/23 01:56:30 PM,134.1,134.2,12.67,
320,06/14/23 01:56:35 PM,133.6,133.4,12.70,
321,06/14/23 01:56:40 PM,133.8,133.4,12.68,
322,06/14/23 01:56:45 PM,133.6,133.4,12.68,
323,06/14/23 01:56:50 PM,133.6,133.8,12.67,
324,06/14/23 01:56:55 PM,133.7,133.4,12.68,
325,06/14/23 01:57:00 PM,133.9,133.4,12.67,
326,06/14/23 01:57:05 PM,133.5,133.4,12.68,
327,06/14/23 01:57:10 PM,133.5,133.4,12.68,
328,06/14/23 01:57:15 PM,133.7,133.8,12.67,
329,06/14/23 01:57:20 PM,133.6,133.4,12.67,
330,06/14/23 01:57:25 PM,133.3,133.0,12.68,
331,06/14/23 01:57:30 PM,133.2,133.0,12.68,
332,06/14/23 01:57:35 PM,133.1,133.0,12.70,
333,06/14/23 01:57:40 PM,133.3,133.0,12.68,
334,06/14/23 01:57:45 PM,133.3,133.0,12.68,
335,06/14/23 01:57:50 PM,133.2,133.0,12.68,
336,06/14/23 01:57:55 PM,133.0,132.6,12.68,
337,06/14/23 01:58:00 PM,133.0,133.0,12.70,
338,06/14/23 01:58:05 PM,132.8,132.6,12.70,
339,06/14/23 01:58:10 PM,132.8,132.6,12.70,
340,06/14/23 01:58:15 PM,132.7,132.6,12.71,
341,06/14/23 01:58:20 PM,132.7,132.6,12.71,
342,06/14/23 01:58:25 PM,132.9,132.6,12.70,
343,06/14/23 01:58:30 PM,132.7,132.6,12.70,
344,06/14/23 01:58:35 PM,132.7,132.6,12.71,
345,06/14/23 01:58:40 PM,132.5,132.3,12.71,
346,06/14/23 01:58:45 PM,132.4,132.3,12.71,
347,06/14/23 01:58:50 PM,132.4,131.9,12.70,
348,06/14/23 01:58:55 PM,132.4,132.3,12.71,
349,06/14/23 01:59:00 PM,132.4,131.9,12.71,
350,06/14/23 01:59:05 PM,132.4,132.3,12.71,
351,06/14/23 01:59:10 PM,132.4,131.9,12.72,
352,06/14/23 01:59:15 PM,132.4,131.9,12.70,
353,06/14/23 01:59:20 PM,132.4,131.9,12.70,
354,06/14/23 01:59:25 PM,132.3,131.9,12.70,
355,06/14/23 01:59:30 PM,132.4,131.9,12.70,
356,06/14/23 01:59:35 PM,132.3,131.9,12.72,
357,06/14/23 01:59:40 PM,132.4,132.3,12.71,
358,06/14/23 01:59:45 PM,132.3,132.3,12.72,
359,06/14/23 01:59:50 PM,132.2,131.9,12.71,
360,06/14/23 01:59:55 PM,132.3,132.3,12.72,
361,06/14/23 02:00:00 PM,132.3,131.9,12.71,
362,06/14/23 02:00:05 PM,132.1,132.3,12.72,
363,06/14/23 02:00:10 PM,132.2,131.9,12.72,
364,06/14/23 02:00:15 PM,132.1,131.9,12.74,
365,06/14/23 02:00:20 PM,131.9,131.9,12.75,
366,06/14/23 02:00:25 PM,131.9,131.9,12.75,
367,06/14/23 02:00:30 PM,131.7,131.9,12.76,
368,06/14/23 02:00:35 PM,131.8,131.9,12.75,
369,06/14/23 02:00:40 PM,131.8,131.5,12.74,
370,06/14/23 02:00:45 PM,131.7,131.9,12.76,
371,06/14/23 02:00:50 PM,131.8,131.9,12.74,
372,06/14/23 02:00:55 PM,131.8,131.9,12.74,
373,06/14/23 02:01:00 PM,131.8,131.9,12.74,
374,06/14/23 02:01:05 PM,131.7,131.5,12.75,
375,06/14/23 02:01:10 PM,131.5,131.1,12.74,
376,06/14/23 02:01:15 PM,131.7,131.5,12.75,
377,06/14/23 02:01:20 PM,131.7,131.1,12.74,
378,06/14/23 02:01:25 PM,131.8,131.5,12.72,
379,06/14/23 02:01:30 PM,131.8,131.9,12.72,
380,06/14/23 02:01:35 PM,131.7,131.9,12.72,
381,06/14/23 02:01:40 PM,131.7,131.5,12.74,
382,06/14/23 02:01:45 PM,131.7,131.5,12.74,
383,06/14/23 02:01:50 PM,131.7,131.1,12.74,
384,06/14/23 02:01:55 PM,131.6,131.5,12.75,
385,06/14/23 02:02:00 PM,131.6,131.5,12.75,
386,06/14/23 02:02:05 PM,131.7,131.5,12.75,
387,06/14/23 02:02:10 PM,131.6,131.5,12.75,
388,06/14/23 02:02:15 PM,131.7,131.5,12.76,
389,06/14/23 02:02:20 PM,131.5,131.1,12.74,
390,06/14/23 02:02:25 PM,131.5,131.1,12.75,
391,06/14/23 02:02:30 PM,131.5,131.5,12.76,
392,06/14/23 02:02:35 PM,131.5,131.5,12.76,
393,06/14/23 02:02:40 PM,131.4,131.5,12.75,
394,06/14/23 02:02:45 PM,131.4,131.1,12.75,
395,06/14/23 02:02:50 PM,131.4,131.1,12.76,
396,06/14/23 02:02:55 PM,131.2,131.1,12.76,
397,06/14/23 02:03:00 PM,131.2,130.8,12.75,
398,06/14/23 02:03:05 PM,131.4,131.5,12.76,
399,06/14/23 02:03:10 PM,131.3,130.8,12.75,
400,06/14/23 02:03:15 PM,131.3,131.1,12.75,
401,06/14/23 02:03:20 PM,131.2,131.1,12.76,
402,06/14/23 02:03:25 PM,131.2,131.1,12.76,
403,06/14/23 02:03:30 PM,131.2,130.8,12.76,
404,06/14/23 02:03:35 PM,131.2,130.8,12.76,
405,06/14/23 02:03:40 PM,131.3,130.8,12.76,
406,06/14/23 02:03:45 PM,131.3,130.8,12.76,
407,06/14/23 02:03:50 PM,131.2,131.1,12.78,
408,06/14/23 02:03:55 PM,131.2,131.1,12.78,
409,06/14/23 02:04:00 PM,131.2,130.7,12.79,
410,06/14/23 02:04:05 PM,131.2,130.7,12.79,
411,06/14/23 02:04:10 PM,131.4,131.1,12.79,
412,06/14/23 02:04:15 PM,131.2,130.7,12.79,
413,06/14/23 02:04:20 PM,131.2,131.1,12.80,
414,06/14/23 02:04:25 PM,131.2,130.7,12.80,
415,06/14/23 02:04:30 PM,131.2,130.7,12.80,
416,06/14/23 02:04:35 PM,131.1,130.7,12.80,
417,06/14/23 02:04:40 PM,131.1,130.7,12.81,
418,06/14/23 02:04:45 PM,131.2,131.1,12.80,
419,06/14/23 02:04:50 PM,131.1,130.7,12.81,
420,06/14/23 02:04:55 PM,131.1,130.7,12.81,
421,06/14/23 02:05:00 PM,131.2,130.7,12.81,
422,06/14/23 02:05:05 PM,131.2,130.7,12.83,
423,06/14/23 02:05:10 PM,131.2,130.7,12.81,
424,06/14/23 02:05:15 PM,131.0,130.7,12.81,
425,06/14/23 02:05:20 PM,131.1,130.7,12.83,
426,06/14/23 02:05:25 PM,131.0,130.7,12.83,
427,06/14/23 02:05:30 PM,131.1,130.7,12.83,
428,06/14/23 02:05:35 PM,131.0,130.7,12.83,
429,06/14/23 02:05:40 PM,131.1,130.7,12.83,
430,06/14/23 02:05:45 PM,130.9,130.7,12.84,
431,06/14/23 02:05:50 PM,130.9,130.4,12.83,
432,06/14/23 02:05:55 PM,131.2,130.7,12.83,
433,06/14/23 02:06:00 PM,131.1,130.7,12.81,
434,06/14/23 02:06:05 PM,131.2,131.1,12.81,
435,06/14/23 02:06:10 PM,131.0,130.7,12.83,
436,06/14/23 02:06:15 PM,131.0,130.7,12.83,
437,06/14/23 02:06:20 PM,130.9,130.7,12.81,
438,06/14/23 02:06:25 PM,130.9,130.4,12.83,
439,06/14/23 02:06:30 PM,130.9,130.4,12.83,
440,06/14/23 02:06:35 PM,130.9,130.7,12.83,
441,06/14/23 02:06:40 PM,130.9,130.4,12.83,
442,06/14/23 02:06:45 PM,130.9,130.4,12.81,
443,06/14/23 02:06:50 PM,130.9,130.4,12.83,
444,06/14/23 02:06:55 PM,130.9,130.7,12.84,
445,06/14/23 02:07:00 PM,130.9,130.7,12.84,
446,06/14/23 02:07:05 PM,130.8,130.4,12.83,
447,06/14/23 02:07:10 PM,130.9,130.7,12.83,
448,06/14/23 02:07:15 PM,130.9,130.7,12.84,
449,06/14/23 02:07:20 PM,130.8,130.4,12.84,
450,06/14/23 02:07:25 PM,130.9,130.4,12.84,
451,06/14/23 02:07:30 PM,130.8,130.4,12.83,
452,06/14/23 02:07:35 PM,130.7,130.4,12.84,
453,06/14/23 02:07:40 PM,130.8,130.4,12.84,
454,06/14/23 02:07:45 PM,130.8,130.4,12.85,
455,06/14/23 02:07:50 PM,130.8,130.4,12.83,
456,06/14/23 02:07:55 PM,130.9,130.7,12.84,
