"Plot Title: mgas_station_5"
"#","Date Time, GMT-04:00","Low Range, μS/cm (LGR S/N: 10700193, SEN S/N: 10700193)","High Range, μS/cm (LGR S/N: 10700193, SEN S/N: 10700193)","Temp, °C (LGR S/N: 10700193, SEN S/N: 10700193)","Coupler Detached (LGR S/N: 10700193)","End Of File (LGR S/N: 10700193)"
41,05/25/23 12:03:20 PM,0.0,0.0,23.65,,
42,05/25/23 12:03:25 PM,0.0,0.0,23.64,,
43,05/25/23 12:03:30 PM,0.0,0.0,23.63,,
44,05/25/23 12:03:35 PM,0.0,0.0,23.63,,
45,05/25/23 12:03:40 PM,0.0,0.0,23.63,,
46,05/25/23 12:03:45 PM,0.0,0.0,23.59,,
47,05/25/23 12:03:50 PM,0.0,0.0,23.63,,
48,05/25/23 12:03:55 PM,0.0,0.0,23.64,,
49,05/25/23 12:04:00 PM,0.0,0.0,23.61,,
50,05/25/23 12:04:05 PM,0.0,0.0,23.60,,
51,05/25/23 12:04:10 PM,0.0,0.0,23.64,,
52,05/25/23 12:04:15 PM,0.0,0.0,23.61,,
53,05/25/23 12:04:20 PM,0.0,0.0,23.60,,
54,05/25/23 12:04:25 PM,0.0,0.0,23.63,,
55,05/25/23 12:04:30 PM,0.0,0.0,23.61,,
56,05/25/23 12:04:35 PM,0.0,0.0,23.63,,
57,05/25/23 12:04:40 PM,0.0,0.0,23.63,,
58,05/25/23 12:04:45 PM,0.0,0.0,23.64,,
59,05/25/23 12:04:50 PM,0.0,0.0,23.64,,
60,05/25/23 12:04:55 PM,0.0,0.0,23.61,,
61,05/25/23 12:05:00 PM,0.0,0.0,23.60,,
62,05/25/23 12:05:05 PM,0.0,0.0,23.56,,
63,05/25/23 12:05:10 PM,0.0,0.0,23.60,,
64,05/25/23 12:05:15 PM,0.0,0.0,23.61,,
65,05/25/23 12:05:20 PM,0.0,0.0,23.64,,
66,05/25/23 12:05:25 PM,0.0,0.0,23.64,,
67,05/25/23 12:05:30 PM,0.0,0.0,23.65,,
68,05/25/23 12:05:35 PM,0.0,0.0,23.67,,
69,05/25/23 12:05:40 PM,0.0,0.0,23.67,,
70,05/25/23 12:05:45 PM,0.0,0.0,23.67,,
71,05/25/23 12:05:50 PM,0.0,0.0,23.69,,
72,05/25/23 12:05:55 PM,0.0,0.0,23.71,,
73,05/25/23 12:06:00 PM,0.0,0.0,23.72,,
74,05/25/23 12:06:05 PM,0.0,0.0,23.72,,
75,05/25/23 12:06:10 PM,0.0,0.0,23.71,,
76,05/25/23 12:06:15 PM,0.0,0.0,23.68,,
77,05/25/23 12:06:20 PM,0.0,0.0,23.67,,
78,05/25/23 12:06:25 PM,0.0,0.0,23.65,,
79,05/25/23 12:06:30 PM,0.0,0.0,23.64,,
80,05/25/23 12:06:35 PM,0.0,0.0,23.64,,
81,05/25/23 12:06:40 PM,0.0,0.0,23.64,,
82,05/25/23 12:06:45 PM,0.0,0.0,23.63,,
83,05/25/23 12:06:50 PM,0.0,0.0,23.64,,
84,05/25/23 12:06:55 PM,0.0,0.0,23.65,,
85,05/25/23 12:07:00 PM,0.0,0.0,23.65,,
86,05/25/23 12:07:05 PM,0.0,0.0,23.67,,
87,05/25/23 12:07:10 PM,0.0,0.0,23.67,,
88,05/25/23 12:07:15 PM,0.0,0.0,23.69,,
89,05/25/23 12:07:20 PM,0.0,0.0,23.71,,
90,05/25/23 12:07:25 PM,0.0,0.0,23.71,,
91,05/25/23 12:07:30 PM,0.0,0.0,23.63,,
92,05/25/23 12:07:35 PM,0.0,0.0,23.64,,
93,05/25/23 12:07:40 PM,0.0,0.0,23.63,,
94,05/25/23 12:07:45 PM,0.0,0.0,23.56,,
95,05/25/23 12:07:50 PM,0.0,0.0,23.50,,
96,05/25/23 12:07:55 PM,0.0,0.0,23.52,,
97,05/25/23 12:08:00 PM,0.0,0.0,23.52,,
98,05/25/23 12:08:05 PM,0.0,0.0,23.48,,
99,05/25/23 12:08:10 PM,0.0,0.0,23.41,,
100,05/25/23 12:08:15 PM,0.0,0.0,23.40,,
101,05/25/23 12:08:20 PM,0.0,0.0,23.35,,
102,05/25/23 12:08:25 PM,0.0,0.0,23.31,,
103,05/25/23 12:08:30 PM,0.0,0.0,23.31,,
104,05/25/23 12:08:35 PM,0.0,0.0,23.37,,
105,05/25/23 12:08:40 PM,0.0,0.0,23.37,,
106,05/25/23 12:08:45 PM,0.0,0.0,23.33,,
107,05/25/23 12:08:50 PM,0.0,0.0,23.30,,
108,05/25/23 12:08:55 PM,0.0,0.0,23.31,,
109,05/25/23 12:09:00 PM,0.0,0.0,23.29,,
110,05/25/23 12:09:05 PM,0.0,0.0,23.33,,
111,05/25/23 12:09:10 PM,0.0,0.0,23.31,,
112,05/25/23 12:09:15 PM,0.0,0.0,23.31,,
113,05/25/23 12:09:20 PM,0.0,0.0,23.30,,
114,05/25/23 12:09:25 PM,0.0,0.0,23.26,,
115,05/25/23 12:09:30 PM,0.0,0.0,23.23,,
116,05/25/23 12:09:35 PM,0.0,0.0,23.16,,
117,05/25/23 12:09:40 PM,0.0,0.0,23.15,,
118,05/25/23 12:09:45 PM,0.0,0.0,23.19,,
119,05/25/23 12:09:50 PM,0.0,0.0,23.22,,
120,05/25/23 12:09:55 PM,0.0,0.0,23.22,,
121,05/25/23 12:10:00 PM,0.0,0.0,23.22,,
122,05/25/23 12:10:05 PM,0.0,0.0,23.23,,
123,05/25/23 12:10:10 PM,0.0,0.0,23.23,,
124,05/25/23 12:10:15 PM,0.0,0.0,23.29,,
125,05/25/23 12:10:20 PM,0.0,0.0,23.31,,
126,05/25/23 12:10:25 PM,0.0,0.0,23.33,,
127,05/25/23 12:10:30 PM,0.0,0.0,23.34,,
128,05/25/23 12:10:35 PM,0.0,0.0,23.35,,
129,05/25/23 12:10:40 PM,0.0,0.0,23.37,,
130,05/25/23 12:10:45 PM,0.0,0.0,23.40,,
131,05/25/23 12:10:50 PM,0.0,0.0,23.40,,
132,05/25/23 12:10:55 PM,0.0,0.0,23.41,,
133,05/25/23 12:11:00 PM,0.0,0.0,23.42,,
134,05/25/23 12:11:05 PM,0.0,0.0,23.44,,
135,05/25/23 12:11:10 PM,0.0,0.0,23.44,,
136,05/25/23 12:11:15 PM,0.0,0.0,23.46,,
137,05/25/23 12:11:20 PM,0.0,0.0,23.46,,
138,05/25/23 12:11:25 PM,0.0,0.0,23.48,,
139,05/25/23 12:11:30 PM,0.0,0.0,23.49,,
140,05/25/23 12:11:35 PM,0.0,0.0,23.49,,
141,05/25/23 12:11:40 PM,0.0,0.0,23.48,,
142,05/25/23 12:11:45 PM,0.0,0.0,23.48,,
143,05/25/23 12:11:50 PM,0.0,0.0,23.49,,
144,05/25/23 12:11:55 PM,0.0,0.0,23.49,,
145,05/25/23 12:12:00 PM,0.0,0.0,23.50,,
146,05/25/23 12:12:05 PM,0.0,0.0,23.52,,
147,05/25/23 12:12:10 PM,0.0,0.0,23.53,,
148,05/25/23 12:12:15 PM,0.0,0.0,23.54,,
149,05/25/23 12:12:20 PM,0.0,0.0,23.54,,
150,05/25/23 12:12:25 PM,0.0,0.0,23.56,,
151,05/25/23 12:12:30 PM,0.0,0.0,23.57,,
152,05/25/23 12:12:35 PM,0.0,0.0,23.59,,
153,05/25/23 12:12:40 PM,0.0,0.0,23.59,,
154,05/25/23 12:12:45 PM,0.0,0.0,23.61,,
155,05/25/23 12:12:50 PM,0.0,0.0,23.63,,
156,05/25/23 12:12:55 PM,0.0,0.0,23.64,,
157,05/25/23 12:13:00 PM,0.0,0.0,23.65,,
158,05/25/23 12:13:05 PM,0.0,0.0,23.67,,
159,05/25/23 12:13:10 PM,0.0,0.0,23.69,,
160,05/25/23 12:13:15 PM,0.0,0.0,23.71,,
161,05/25/23 12:13:20 PM,0.0,0.0,23.72,,
162,05/25/23 12:13:25 PM,0.0,0.0,23.72,,
163,05/25/23 12:13:30 PM,0.0,0.0,23.74,,
164,05/25/23 12:13:35 PM,0.0,0.0,23.75,,
165,05/25/23 12:13:40 PM,0.0,0.0,23.74,,
166,05/25/23 12:13:45 PM,0.0,0.0,23.72,,
167,05/25/23 12:13:50 PM,0.0,0.0,23.72,,
168,05/25/23 12:13:55 PM,0.0,0.0,23.72,,
169,05/25/23 12:14:00 PM,0.0,0.0,23.74,,
170,05/25/23 12:14:05 PM,0.0,0.0,23.74,,
171,05/25/23 12:14:10 PM,0.0,0.0,23.74,,
172,05/25/23 12:14:15 PM,0.0,0.0,23.75,,
173,05/25/23 12:14:20 PM,0.0,0.0,23.75,,
174,05/25/23 12:14:25 PM,0.0,0.0,23.75,,
175,05/25/23 12:14:30 PM,0.0,0.0,23.76,,
176,05/25/23 12:14:35 PM,0.0,0.0,23.75,,
177,05/25/23 12:14:40 PM,0.0,0.0,23.67,,
178,05/25/23 12:14:45 PM,0.0,0.0,23.71,,
179,05/25/23 12:14:50 PM,0.0,0.0,23.71,,
180,05/25/23 12:14:55 PM,0.0,0.0,23.72,,
181,05/25/23 12:15:00 PM,0.0,0.0,23.67,,
182,05/25/23 12:15:05 PM,0.0,0.0,23.67,,
183,05/25/23 12:15:10 PM,0.0,0.0,23.67,,
184,05/25/23 12:15:15 PM,0.0,0.0,23.65,,
185,05/25/23 12:15:20 PM,0.0,0.0,23.67,,
186,05/25/23 12:15:25 PM,0.0,0.0,23.67,,
187,05/25/23 12:15:30 PM,0.0,0.0,23.65,,
188,05/25/23 12:15:35 PM,0.0,0.0,23.61,,
189,05/25/23 12:15:40 PM,0.0,0.0,23.60,,
190,05/25/23 12:15:45 PM,0.0,0.0,23.60,,
191,05/25/23 12:15:50 PM,0.0,0.0,23.59,,
192,05/25/23 12:15:55 PM,0.0,0.0,23.59,,
193,05/25/23 12:16:00 PM,0.0,0.0,23.59,,
194,05/25/23 12:16:05 PM,0.0,0.0,23.57,,
195,05/25/23 12:16:10 PM,0.0,0.0,23.59,,
196,05/25/23 12:16:15 PM,0.0,0.0,23.50,,
197,05/25/23 12:16:20 PM,0.0,0.0,23.46,,
198,05/25/23 12:16:25 PM,0.0,0.0,23.45,,
199,05/25/23 12:16:30 PM,0.0,0.0,23.44,,
200,05/25/23 12:16:35 PM,0.0,0.0,23.44,,
201,05/25/23 12:16:40 PM,0.0,0.0,23.46,,
202,05/25/23 12:16:45 PM,0.0,0.0,23.46,,
203,05/25/23 12:16:50 PM,0.0,0.0,23.44,,
204,05/25/23 12:16:55 PM,0.0,0.0,23.45,,
205,05/25/23 12:17:00 PM,0.0,0.0,23.46,,
206,05/25/23 12:17:05 PM,0.0,0.0,23.49,,
207,05/25/23 12:17:10 PM,0.0,0.0,23.48,,
208,05/25/23 12:17:15 PM,0.0,0.0,23.50,,
209,05/25/23 12:17:20 PM,0.0,0.0,23.49,,
210,05/25/23 12:17:25 PM,0.0,0.0,23.44,,
211,05/25/23 12:17:30 PM,0.0,0.0,23.40,,
212,05/25/23 12:17:35 PM,0.0,0.0,23.37,,
213,05/25/23 12:17:40 PM,0.0,0.0,23.38,,
214,05/25/23 12:17:45 PM,0.0,0.0,23.38,,
215,05/25/23 12:17:50 PM,0.0,0.0,23.40,,
216,05/25/23 12:17:55 PM,0.0,0.0,23.41,,
217,05/25/23 12:18:00 PM,0.0,0.0,23.52,,
218,05/25/23 12:18:05 PM,0.0,0.0,23.49,,
219,05/25/23 12:18:10 PM,0.0,0.0,23.46,,
220,05/25/23 12:18:15 PM,0.0,0.0,23.45,,
221,05/25/23 12:18:20 PM,0.0,0.0,23.44,,
222,05/25/23 12:18:25 PM,0.0,0.0,23.38,,
223,05/25/23 12:18:30 PM,0.0,0.0,23.29,,
224,05/25/23 12:18:35 PM,0.0,0.0,23.34,,
225,05/25/23 12:18:40 PM,0.0,0.0,23.31,,
226,05/25/23 12:18:45 PM,0.0,0.0,23.34,,
227,05/25/23 12:18:50 PM,0.0,0.0,23.33,,
228,05/25/23 12:18:55 PM,0.0,0.0,23.30,,
229,05/25/23 12:19:00 PM,0.0,0.0,23.34,,
230,05/25/23 12:19:05 PM,0.0,0.0,23.31,,
231,05/25/23 12:19:10 PM,0.0,0.0,23.33,,
232,05/25/23 12:19:15 PM,0.0,0.0,23.31,,
233,05/25/23 12:19:20 PM,0.0,0.0,23.29,,
234,05/25/23 12:19:25 PM,0.0,0.0,23.31,,
235,05/25/23 12:19:30 PM,0.0,0.0,23.33,,
236,05/25/23 12:19:35 PM,0.0,0.0,23.29,,
237,05/25/23 12:19:40 PM,0.0,0.0,23.29,,
238,05/25/23 12:19:45 PM,0.0,0.0,23.27,,
239,05/25/23 12:19:50 PM,0.0,0.0,23.29,,
240,05/25/23 12:19:55 PM,0.0,0.0,23.29,,
241,05/25/23 12:20:00 PM,0.0,0.0,23.26,,
242,05/25/23 12:20:05 PM,0.0,0.0,23.27,,
243,05/25/23 12:20:10 PM,0.0,0.0,23.27,,
244,05/25/23 12:20:15 PM,0.0,0.0,23.29,,
245,05/25/23 12:20:20 PM,0.0,0.0,23.29,,
246,05/25/23 12:20:25 PM,0.0,0.0,23.29,,
247,05/25/23 12:20:30 PM,0.0,0.0,23.30,,
248,05/25/23 12:20:35 PM,0.0,0.0,23.87,,
249,05/25/23 12:20:40 PM,0.0,0.0,23.61,,
250,05/25/23 12:20:45 PM,0.0,0.0,23.52,,
251,05/25/23 12:20:50 PM,0.0,0.0,23.48,,
252,05/25/23 12:20:55 PM,0.0,0.0,23.44,,
253,05/25/23 12:21:00 PM,0.0,0.0,23.44,,
254,05/25/23 12:21:05 PM,0.0,0.0,23.45,,
255,05/25/23 12:21:10 PM,0.0,0.0,23.50,,
256,05/25/23 12:21:15 PM,0.0,0.0,23.48,,
257,05/25/23 12:21:20 PM,0.0,0.0,23.46,,
258,05/25/23 12:21:25 PM,0.0,0.0,23.50,,
259,05/25/23 12:21:30 PM,0.0,0.0,23.52,,
260,05/25/23 12:21:35 PM,0.0,0.0,23.50,,
261,05/25/23 12:21:40 PM,0.0,0.0,23.52,,
262,05/25/23 12:21:45 PM,0.0,0.0,23.53,,
263,05/25/23 12:21:50 PM,0.0,0.0,23.54,,
264,05/25/23 12:21:55 PM,0.0,0.0,23.56,,
265,05/25/23 12:22:00 PM,0.0,0.0,23.56,,
266,05/25/23 12:22:05 PM,0.0,0.0,23.57,,
267,05/25/23 12:22:10 PM,0.0,0.0,23.57,,
268,05/25/23 12:22:15 PM,0.0,0.0,23.59,,
269,05/25/23 12:22:20 PM,0.0,0.0,23.60,,
270,05/25/23 12:22:25 PM,0.0,0.0,23.60,,
271,05/25/23 12:22:30 PM,0.0,0.0,23.63,,
272,05/25/23 12:22:35 PM,0.0,0.0,23.64,,
273,05/25/23 12:22:40 PM,0.0,0.0,23.64,,
274,05/25/23 12:22:45 PM,0.0,0.0,23.64,,
275,05/25/23 12:22:50 PM,0.0,0.0,23.65,,
276,05/25/23 12:22:55 PM,0.0,0.0,23.65,,
277,05/25/23 12:23:00 PM,0.0,0.0,23.68,,
278,05/25/23 12:23:05 PM,0.0,0.0,23.68,,
279,05/25/23 12:23:10 PM,0.0,0.0,23.71,,
280,05/25/23 12:23:15 PM,0.0,0.0,23.72,,
281,05/25/23 12:23:20 PM,0.0,0.0,23.72,,
282,05/25/23 12:23:25 PM,0.0,0.0,23.72,,
283,05/25/23 12:23:30 PM,0.0,0.0,23.74,,
284,05/25/23 12:23:35 PM,0.0,0.0,23.72,,
285,05/25/23 12:23:40 PM,0.0,0.0,24.40,,
286,05/25/23 12:23:45 PM,0.0,0.0,25.64,,
287,05/25/23 12:23:50 PM,0.0,0.0,24.86,,
288,05/25/23 12:23:55 PM,0.0,0.0,24.81,,
289,05/25/23 12:24:00 PM,0.0,0.0,24.47,,
290,05/25/23 12:24:05 PM,0.0,0.0,24.35,,
291,05/25/23 12:24:10 PM,0.0,0.0,24.25,,
292,05/25/23 12:24:15 PM,0.0,0.0,24.18,,
293,05/25/23 12:24:20 PM,0.0,0.0,24.13,,
294,05/25/23 12:24:25 PM,0.0,0.0,24.09,,
295,05/25/23 12:24:30 PM,0.0,0.0,24.05,,
296,05/25/23 12:24:35 PM,0.0,0.0,24.02,,
297,05/25/23 12:24:40 PM,0.0,0.0,24.01,,
298,05/25/23 12:24:45 PM,0.0,0.0,23.98,,
299,05/25/23 12:24:50 PM,0.0,0.0,23.97,,
300,05/25/23 12:24:55 PM,0.0,0.0,23.97,,
301,05/25/23 12:25:00 PM,0.0,0.0,23.95,,
302,05/25/23 12:25:05 PM,0.0,0.0,23.95,,
303,05/25/23 12:25:10 PM,0.0,0.0,23.94,,
304,05/25/23 12:25:15 PM,0.0,0.0,23.94,,
305,05/25/23 12:25:20 PM,0.0,0.0,23.93,,
306,05/25/23 12:25:25 PM,0.0,0.0,23.93,,
307,05/25/23 12:25:30 PM,0.0,0.0,23.93,,
308,05/25/23 12:25:35 PM,0.0,0.0,23.91,,
309,05/25/23 12:25:40 PM,0.0,0.0,23.91,,
310,05/25/23 12:25:45 PM,0.0,0.0,23.91,,
311,05/25/23 12:25:50 PM,0.0,0.0,23.91,,
312,05/25/23 12:25:55 PM,0.0,0.0,23.91,,
313,05/25/23 12:26:00 PM,0.0,0.0,23.91,,
314,05/25/23 12:26:05 PM,0.0,0.0,23.91,,
315,05/25/23 12:26:10 PM,0.0,0.0,23.91,,
316,05/25/23 12:26:15 PM,0.0,0.0,23.91,,
317,05/25/23 12:26:20 PM,0.0,0.0,23.93,,
318,05/25/23 12:26:25 PM,0.0,0.0,23.93,,
319,05/25/23 12:26:30 PM,0.0,0.0,23.93,,
320,05/25/23 12:26:35 PM,0.0,0.0,23.93,,
321,05/25/23 12:26:40 PM,0.0,0.0,23.93,,
322,05/25/23 12:26:45 PM,0.0,0.0,23.93,,
323,05/25/23 12:26:50 PM,0.0,0.0,23.93,,
324,05/25/23 12:26:55 PM,0.0,0.0,23.94,,
325,05/25/23 12:27:00 PM,0.0,0.0,23.94,,
326,05/25/23 12:27:05 PM,0.0,0.0,23.94,,
327,05/25/23 12:27:10 PM,0.0,0.0,23.94,,
328,05/25/23 12:27:15 PM,0.0,0.0,23.94,,
329,05/25/23 12:27:20 PM,0.0,0.0,23.94,,
330,05/25/23 12:27:25 PM,0.0,0.0,23.95,,
331,05/25/23 12:27:30 PM,0.0,0.0,23.95,,
332,05/25/23 12:27:35 PM,0.0,0.0,23.95,,
333,05/25/23 12:27:40 PM,0.0,0.0,23.95,,
334,05/25/23 12:27:45 PM,0.0,0.0,23.97,,
335,05/25/23 12:27:50 PM,0.0,0.0,23.97,,
336,05/25/23 12:27:55 PM,0.0,0.0,23.97,,
337,05/25/23 12:28:00 PM,0.0,0.0,23.97,,
338,05/25/23 12:28:05 PM,0.0,0.0,23.98,,
339,05/25/23 12:28:10 PM,0.0,0.0,23.97,,
340,05/25/23 12:28:15 PM,0.0,0.0,23.98,,
341,05/25/23 12:28:20 PM,0.0,0.0,23.98,,
342,05/25/23 12:28:25 PM,0.0,0.0,23.98,,
343,05/25/23 12:28:30 PM,0.0,0.0,23.97,,
344,05/25/23 12:28:35 PM,0.0,0.0,23.97,,
345,05/25/23 12:28:40 PM,0.0,0.0,23.97,,
346,05/25/23 12:28:45 PM,0.0,0.0,23.97,,
347,05/25/23 12:28:50 PM,0.0,0.0,23.97,,
348,05/25/23 12:28:55 PM,0.0,0.0,23.98,,
349,05/25/23 12:29:00 PM,0.0,0.0,23.98,,
350,05/25/23 12:29:05 PM,0.0,0.0,23.98,,
351,05/25/23 12:29:10 PM,0.0,0.0,23.98,,
352,05/25/23 12:29:15 PM,0.0,0.0,23.98,,
353,05/25/23 12:29:20 PM,0.0,0.0,23.98,,
354,05/25/23 12:29:25 PM,0.0,0.0,23.99,,
355,05/25/23 12:29:30 PM,0.0,0.0,23.99,,
356,05/25/23 12:29:35 PM,0.0,0.0,23.99,,
357,05/25/23 12:29:40 PM,0.0,0.0,23.98,,
358,05/25/23 12:29:45 PM,0.0,0.0,23.98,,
359,05/25/23 12:29:50 PM,0.0,0.0,23.98,,
360,05/25/23 12:29:55 PM,0.0,0.0,23.98,,
361,05/25/23 12:30:00 PM,0.0,0.0,23.98,,
362,05/25/23 12:30:05 PM,0.0,0.0,23.97,,
363,05/25/23 12:30:10 PM,0.0,0.0,23.97,,
364,05/25/23 12:30:15 PM,0.0,0.0,23.97,,
365,05/25/23 12:30:20 PM,0.0,0.0,23.97,,
366,05/25/23 12:30:25 PM,0.0,0.0,23.97,,
367,05/25/23 12:30:30 PM,0.0,0.0,23.98,,
368,05/25/23 12:30:35 PM,0.0,0.0,23.97,,
369,05/25/23 12:30:40 PM,0.0,0.0,23.97,,
370,05/25/23 12:30:45 PM,0.0,0.0,23.97,,
371,05/25/23 12:30:50 PM,0.0,0.0,23.97,,
372,05/25/23 12:30:55 PM,0.0,0.0,23.97,,
373,05/25/23 12:31:00 PM,0.0,0.0,23.97,,
374,05/25/23 12:31:05 PM,0.0,0.0,23.97,,
375,05/25/23 12:31:10 PM,0.0,0.0,23.97,,
376,05/25/23 12:31:15 PM,0.0,0.0,23.95,,
377,05/25/23 12:31:20 PM,0.0,0.0,23.95,,
378,05/25/23 12:31:25 PM,0.0,0.0,23.95,,
379,05/25/23 12:31:30 PM,0.0,0.0,23.95,,
380,05/25/23 12:31:35 PM,0.0,0.0,23.95,,
381,05/25/23 12:31:40 PM,0.0,0.0,23.95,,
382,05/25/23 12:31:45 PM,0.0,0.0,23.95,,
383,05/25/23 12:31:50 PM,0.0,0.0,23.95,,
384,05/25/23 12:31:55 PM,0.0,0.0,23.94,,
385,05/25/23 12:32:00 PM,0.0,0.0,23.95,,
386,05/25/23 12:32:05 PM,0.0,0.0,23.95,,
387,05/25/23 12:32:10 PM,0.0,0.0,23.95,,
388,05/25/23 12:32:15 PM,0.0,0.0,23.95,,
389,05/25/23 12:32:20 PM,0.0,0.0,23.95,,
390,05/25/23 12:32:25 PM,0.0,0.0,23.95,,
391,05/25/23 12:32:30 PM,0.0,0.0,23.95,,
392,05/25/23 12:32:35 PM,0.0,0.0,23.95,,
393,05/25/23 12:32:40 PM,0.0,0.0,23.95,,
394,05/25/23 12:32:45 PM,0.0,0.0,23.95,,
395,05/25/23 12:32:50 PM,0.0,0.0,23.94,,
396,05/25/23 12:32:55 PM,0.0,0.0,23.95,,
397,05/25/23 12:33:00 PM,0.0,0.0,23.94,,
398,05/25/23 12:33:05 PM,0.0,0.0,23.94,,
399,05/25/23 12:33:10 PM,0.0,0.0,23.94,,
400,05/25/23 12:33:15 PM,0.0,0.0,23.94,,
401,05/25/23 12:33:20 PM,0.0,0.0,23.94,,
402,05/25/23 12:33:25 PM,0.0,0.0,23.94,,
403,05/25/23 12:33:30 PM,0.0,0.0,23.94,,
404,05/25/23 12:33:35 PM,0.0,0.0,23.94,,
405,05/25/23 12:33:40 PM,0.0,0.0,23.94,,
406,05/25/23 12:33:45 PM,0.0,0.0,23.94,,
407,05/25/23 12:33:50 PM,0.0,0.0,23.94,,
408,05/25/23 12:33:55 PM,0.0,0.0,23.93,,
409,05/25/23 12:34:00 PM,0.0,0.0,23.93,,
410,05/25/23 12:34:05 PM,0.0,0.0,23.93,,
411,05/25/23 12:34:10 PM,0.0,0.0,23.93,,
412,05/25/23 12:34:15 PM,0.0,0.0,23.93,,
413,05/25/23 12:34:20 PM,0.0,0.0,23.93,,
414,05/25/23 12:34:25 PM,0.0,0.0,23.93,,
415,05/25/23 12:34:30 PM,0.0,0.0,23.91,,
416,05/25/23 12:34:35 PM,0.0,0.0,23.91,,
417,05/25/23 12:34:40 PM,0.0,0.0,23.91,,
418,05/25/23 12:34:45 PM,0.0,0.0,23.91,,
419,05/25/23 12:34:50 PM,0.0,0.0,23.91,,
420,05/25/23 12:34:55 PM,0.0,0.0,23.93,,
421,05/25/23 12:35:00 PM,0.0,0.0,23.93,,
422,05/25/23 12:35:05 PM,0.0,0.0,23.91,,
423,05/25/23 12:35:10 PM,0.0,0.0,23.91,,
424,05/25/23 12:35:15 PM,0.0,0.0,23.91,,
425,05/25/23 12:35:20 PM,0.0,0.0,23.91,,
426,05/25/23 12:35:25 PM,0.0,0.0,23.91,,
427,05/25/23 12:35:30 PM,0.0,0.0,23.91,,
428,05/25/23 12:35:35 PM,0.0,0.0,23.91,,
429,05/25/23 12:35:40 PM,0.0,0.0,23.91,,
430,05/25/23 12:35:45 PM,0.0,0.0,23.91,,
431,05/25/23 12:35:50 PM,0.0,0.0,23.91,,
432,05/25/23 12:35:55 PM,0.0,0.0,23.90,,
433,05/25/23 12:36:00 PM,0.0,0.0,23.91,,
434,05/25/23 12:36:05 PM,0.0,0.0,23.90,,
435,05/25/23 12:36:10 PM,0.0,0.0,23.91,,
436,05/25/23 12:36:15 PM,0.0,0.0,23.90,,
437,05/25/23 12:36:20 PM,0.0,0.0,23.90,,
438,05/25/23 12:36:25 PM,0.0,0.0,23.90,,
439,05/25/23 12:36:30 PM,0.0,0.0,23.90,,
440,05/25/23 12:36:35 PM,0.0,0.0,23.90,,
