"Timestamp","Low","Full","Temp","Station"
"05/25/23 12:06:35 PM","8.3","26.3","23.81",1
"05/25/23 12:06:40 PM","8.3","6.1","23.83",1
"05/25/23 12:06:45 PM","6.4","17.5","23.81",1
"05/25/23 12:06:50 PM","24.8","6.1","23.81",1
"05/25/23 12:06:55 PM","8.3","6.1","23.81",1
"05/25/23 12:07:00 PM","8.3","26.3","23.81",1
"05/25/23 12:07:05 PM","8.3","6.1","23.81",1
"05/25/23 12:07:10 PM","8.3","6.1","23.83",1
"05/25/23 12:07:15 PM","8.3","6.1","23.83",1
"05/25/23 12:07:20 PM","24.8","6.1","23.84",1
"05/25/23 12:07:25 PM","8.3","6.1","23.84",1
"05/25/23 12:07:30 PM","8.3","26.3","23.84",1
"05/25/23 12:07:35 PM","3.7","17.5","23.84",1
"05/25/23 12:07:40 PM","24.8","6.1","23.84",1
"05/25/23 12:07:45 PM","8.3","6.1","23.85",1
"05/25/23 12:07:50 PM","8.3","6.1","23.84",1
"05/25/23 12:07:55 PM","8.3","6.1","23.84",1
"05/25/23 12:08:00 PM","8.3","6.1","23.84",1
"05/25/23 12:08:05 PM","6.4","6.1","23.83",1
"05/25/23 12:08:10 PM","8.3","6.1","23.83",1
"05/25/23 12:08:15 PM","3.7","6.1","23.81",1
"05/25/23 12:08:20 PM","8.3","17.5","23.81",1
"05/25/23 12:08:25 PM","8.3","6.1","23.80",1
"05/25/23 12:08:30 PM","2.5","6.1","23.80",1
"05/25/23 12:08:35 PM","8.3","17.5","23.80",1
"05/25/23 12:08:40 PM","8.3","6.1","23.80",1
"05/25/23 12:08:45 PM","6.4","6.1","23.80",1
"05/25/23 12:08:50 PM","8.3","6.1","23.80",1
"05/25/23 12:08:55 PM","3.7","6.1","23.80",1
"05/25/23 12:09:00 PM","8.3","6.1","23.79",1
"05/25/23 12:09:05 PM","8.3","6.1","23.80",1
"05/25/23 12:09:10 PM","8.3","6.1","23.80",1
"05/25/23 12:09:15 PM","3.7","6.1","23.80",1
"05/25/23 12:09:20 PM","8.3","6.1","23.81",1
"05/25/23 12:09:25 PM","3.7","17.5","23.81",1
"05/25/23 12:09:30 PM","8.3","6.1","23.81",1
"05/25/23 12:09:35 PM","6.4","6.1","23.81",1
"05/25/23 12:09:40 PM","8.3","17.5","23.81",1
"05/25/23 12:09:45 PM","3.7","6.1","23.83",1
"05/25/23 12:09:50 PM","8.3","6.1","23.83",1
"05/25/23 12:09:55 PM","8.3","6.1","23.84",1
"05/25/23 12:10:00 PM","6.4","6.1","23.84",1
"05/25/23 12:10:05 PM","3.7","6.1","23.84",1
"05/25/23 12:10:10 PM","6.4","6.1","23.83",1
"05/25/23 12:10:15 PM","3.7","6.1","23.76",1
"05/25/23 12:10:20 PM","8.3","6.1","23.73",1
"05/25/23 12:10:25 PM","3.7","6.1","23.76",1
"05/25/23 12:10:30 PM","3.6","6.1","23.69",1
"05/25/23 12:10:35 PM","3.7","6.1","23.72",1
"05/25/23 12:10:40 PM","168.7","193.0","21.02",1
"05/25/23 12:10:45 PM","190.0","216.5","21.69",1
"05/25/23 12:10:50 PM","199.1","227.4","21.87",1
"05/25/23 12:10:55 PM","224.7","258.8","22.09",1
"05/25/23 12:11:00 PM","132.0","136.5","18.87",1
"05/25/23 12:11:05 PM","131.7","136.5","18.51",1
"05/25/23 12:11:10 PM","129.9","134.6","18.41",1
"05/25/23 12:11:15 PM","127.6","131.9","18.25",1
"05/25/23 12:11:20 PM","127.4","131.5","18.29",1
"05/25/23 12:11:25 PM","126.7","131.1","18.15",1
"05/25/23 12:11:30 PM","127.3","131.9","18.15",1
"05/25/23 12:11:35 PM","126.4","130.8","18.07",1
"05/25/23 12:11:40 PM","125.8","130.0","18.07",1
"05/25/23 12:11:45 PM","126.1","130.4","18.06",1
"05/25/23 12:11:50 PM","125.4","129.6","18.02",1
"05/25/23 12:11:55 PM","125.3","129.6","18.03",1
"05/25/23 12:12:00 PM","125.6","129.6","17.99",1
"05/25/23 12:12:05 PM","124.6","128.8","17.93",1
"05/25/23 12:12:10 PM","124.1","128.1","17.93",1
"05/25/23 12:12:15 PM","125.1","129.2","17.95",1
"05/25/23 12:12:20 PM","125.4","129.2","17.97",1
"05/25/23 12:12:25 PM","124.8","128.8","17.93",1
"05/25/23 12:12:30 PM","125.5","129.6","17.93",1
"05/25/23 12:12:35 PM","124.9","129.2","17.93",1
"05/25/23 12:12:40 PM","124.3","128.5","17.89",1
"05/25/23 12:12:45 PM","124.7","128.8","17.91",1
"05/25/23 12:12:50 PM","124.8","128.9","17.89",1
"05/25/23 12:12:55 PM","124.3","128.5","17.87",1
"05/25/23 12:13:00 PM","124.0","127.7","17.86",1
"05/25/23 12:13:05 PM","124.2","128.5","17.86",1
"05/25/23 12:13:10 PM","124.3","128.5","17.85",1
"05/25/23 12:13:15 PM","124.3","128.5","17.85",1
"05/25/23 12:13:20 PM","123.9","127.7","17.84",1
"05/25/23 12:13:25 PM","123.9","127.7","17.82",1
"05/25/23 12:13:30 PM","124.2","128.1","17.84",1
"05/25/23 12:13:35 PM","124.4","128.1","17.84",1
"05/25/23 12:13:40 PM","124.0","128.1","17.82",1
"05/25/23 12:13:45 PM","123.5","127.3","17.78",1
"05/25/23 12:13:50 PM","123.8","127.7","17.81",1
"05/25/23 12:13:55 PM","123.4","126.9","17.80",1
"05/25/23 12:14:00 PM","123.6","127.7","17.80",1
"05/25/23 12:14:05 PM","123.8","127.7","17.80",1
"05/25/23 12:14:10 PM","124.3","128.5","17.80",1
"05/25/23 12:14:15 PM","124.0","127.7","17.80",1
"05/25/23 12:14:20 PM","123.9","128.1","17.80",1
"05/25/23 12:14:25 PM","123.6","127.7","17.78",1
"05/25/23 12:14:30 PM","123.3","127.3","17.77",1
"05/25/23 12:14:35 PM","123.8","127.7","17.77",1
"05/25/23 12:14:40 PM","123.8","127.7","17.78",1
"05/25/23 12:14:45 PM","123.7","127.7","17.78",1
"05/25/23 12:14:50 PM","123.4","127.3","17.76",1
"05/25/23 12:14:55 PM","123.5","127.7","17.77",1
"05/25/23 12:15:00 PM","123.3","127.3","17.77",1
"05/25/23 12:15:05 PM","123.6","127.7","17.78",1
"05/25/23 12:15:10 PM","123.5","127.3","17.77",1
"05/25/23 12:15:15 PM","123.7","127.7","17.77",1
"05/25/23 12:15:20 PM","123.4","127.3","17.78",1
"05/25/23 12:15:25 PM","123.5","127.3","17.77",1
"05/25/23 12:15:30 PM","123.5","127.3","17.77",1
"05/25/23 12:15:35 PM","123.5","126.9","17.77",1
"05/25/23 12:15:40 PM","123.5","127.3","17.77",1
"05/25/23 12:15:45 PM","123.5","127.3","17.77",1
"05/25/23 12:15:50 PM","123.5","127.3","17.77",1
"05/25/23 12:15:55 PM","123.4","126.9","17.77",1
"05/25/23 12:16:00 PM","123.3","126.9","17.76",1
"05/25/23 12:16:05 PM","123.2","126.5","17.76",1
"05/25/23 12:16:10 PM","123.4","126.9","17.77",1
"05/25/23 12:16:15 PM","123.5","127.3","17.77",1
"05/25/23 12:16:20 PM","123.3","126.9","17.77",1
"05/25/23 12:16:25 PM","123.2","126.5","17.77",1
"05/25/23 12:16:30 PM","123.4","127.3","17.77",1
"05/25/23 12:16:35 PM","123.3","127.3","17.77",1
"05/25/23 12:16:40 PM","123.4","127.3","17.77",1
"05/25/23 12:16:45 PM","123.5","127.3","17.77",1
"05/25/23 12:16:50 PM","123.5","127.3","17.77",1
"05/25/23 12:16:55 PM","123.5","126.9","17.77",1
"05/25/23 12:17:00 PM","123.4","127.3","17.77",1
"05/25/23 12:17:05 PM","123.6","127.3","17.77",1
"05/25/23 12:17:10 PM","123.3","126.5","17.77",1
"05/25/23 12:17:15 PM","123.3","126.9","17.77",1
"05/25/23 12:17:20 PM","123.5","127.3","17.77",1
"05/25/23 12:17:25 PM","123.4","127.3","17.77",1
"05/25/23 12:17:30 PM","123.2","126.9","17.77",1
"05/25/23 12:17:35 PM","123.3","127.3","17.77",1
"05/25/23 12:17:40 PM","123.2","126.5","17.77",1
"05/25/23 12:17:45 PM","123.3","126.5","17.78",1
"05/25/23 12:17:50 PM","123.3","126.9","17.77",1
"05/25/23 12:17:55 PM","123.3","126.9","17.77",1
"05/25/23 12:18:00 PM","123.2","126.9","17.78",1
"05/25/23 12:18:05 PM","123.4","126.9","17.77",1
"05/25/23 12:18:10 PM","123.3","126.5","17.77",1
"05/25/23 12:18:15 PM","123.2","126.5","17.78",1
"05/25/23 12:18:20 PM","123.4","126.9","17.78",1
"05/25/23 12:18:25 PM","123.4","126.9","17.78",1
"05/25/23 12:18:30 PM","123.3","126.9","17.78",1
"05/25/23 12:18:35 PM","123.2","126.5","17.78",1
"05/25/23 12:18:40 PM","123.2","126.9","17.78",1
"05/25/23 12:18:45 PM","123.2","126.9","17.78",1
"05/25/23 12:18:50 PM","123.2","126.9","17.78",1
"05/25/23 12:18:55 PM","123.2","126.5","17.78",1
"05/25/23 12:19:00 PM","123.2","126.5","17.80",1
"05/25/23 12:19:05 PM","123.2","126.5","17.78",1
"05/25/23 12:19:10 PM","123.3","126.5","17.80",1
"05/25/23 12:19:15 PM","123.4","126.9","17.80",1
"05/25/23 12:19:20 PM","123.5","127.3","17.80",1
"05/25/23 12:19:25 PM","123.4","127.3","17.80",1
"05/25/23 12:19:30 PM","123.3","126.5","17.81",1
"05/25/23 12:19:35 PM","123.3","126.9","17.80",1
"05/25/23 12:19:40 PM","123.4","126.9","17.80",1
"05/25/23 12:19:45 PM","123.3","126.5","17.80",1
"05/25/23 12:19:50 PM","123.2","126.5","17.81",1
"05/25/23 12:19:55 PM","123.3","126.9","17.81",1
"05/25/23 12:20:00 PM","123.3","126.5","17.81",1
"05/25/23 12:20:05 PM","123.4","126.5","17.81",1
"05/25/23 12:20:10 PM","123.3","126.9","17.81",1
"05/25/23 12:20:15 PM","123.4","126.9","17.81",1
"05/25/23 12:20:20 PM","123.3","126.9","17.81",1
"05/25/23 12:20:25 PM","123.5","126.9","17.81",1
"05/25/23 12:20:30 PM","123.3","126.9","17.81",1
"05/25/23 12:20:35 PM","123.5","126.9","17.81",1
"05/25/23 12:20:40 PM","123.5","126.9","17.82",1
"05/25/23 12:20:45 PM","123.5","126.9","17.81",1
"05/25/23 12:20:50 PM","123.3","126.9","17.81",1
"05/25/23 12:20:55 PM","123.4","126.5","17.82",1
"05/25/23 12:21:00 PM","123.3","126.9","17.81",1
"05/25/23 12:21:05 PM","123.4","126.9","17.81",1
"05/25/23 12:21:10 PM","123.3","126.9","17.81",1
"05/25/23 12:21:15 PM","123.4","126.9","17.82",1
"05/25/23 12:21:20 PM","123.4","126.9","17.82",1
"05/25/23 12:21:25 PM","123.3","126.5","17.82",1
"05/25/23 12:21:30 PM","123.3","127.3","17.82",1
"05/25/23 12:21:35 PM","123.3","126.5","17.82",1
"05/25/23 12:21:40 PM","123.4","126.9","17.82",1
"05/25/23 12:21:45 PM","123.3","126.9","17.82",1
"05/25/23 12:21:50 PM","123.3","126.9","17.82",1
"05/25/23 12:21:55 PM","123.3","126.5","17.82",1
"05/25/23 12:22:00 PM","123.4","126.9","17.82",1
"05/25/23 12:22:05 PM","123.5","126.9","17.82",1
"05/25/23 12:22:10 PM","123.4","126.5","17.84",1
"05/25/23 12:22:15 PM","123.4","126.9","17.84",1
"05/25/23 12:22:20 PM","123.5","126.9","17.84",1
"05/25/23 12:22:25 PM","123.4","126.9","17.84",1
"05/25/23 12:22:30 PM","123.5","126.9","17.82",1
"05/25/23 12:22:35 PM","123.5","126.9","17.84",1
"05/25/23 12:22:40 PM","123.4","126.5","17.84",1
"05/25/23 12:22:45 PM","123.5","126.9","17.84",1
"05/25/23 12:22:50 PM","123.4","126.9","17.84",1
"05/25/23 12:22:55 PM","123.4","126.9","17.84",1
"05/25/23 12:23:00 PM","123.5","126.9","17.84",1
"05/25/23 12:23:05 PM","123.4","126.9","17.84",1
"05/25/23 12:23:10 PM","123.5","126.9","17.84",1
"05/25/23 12:23:15 PM","123.4","126.5","17.84",1
"05/25/23 12:23:20 PM","123.5","126.9","17.84",1
"05/25/23 12:23:25 PM","123.4","126.9","17.84",1
"05/25/23 12:23:30 PM","123.5","126.5","17.84",1
"05/25/23 12:23:35 PM","123.5","126.9","17.84",1
"05/25/23 12:23:40 PM","123.5","126.9","17.85",1
"05/25/23 12:23:45 PM","123.4","127.3","17.85",1
"05/25/23 12:23:50 PM","123.5","126.9","17.85",1
"05/25/23 12:23:55 PM","123.5","126.9","17.85",1
"05/25/23 12:24:00 PM","123.5","126.9","17.85",1
"05/25/23 12:24:05 PM","123.5","126.9","17.84",1
"05/25/23 12:24:10 PM","123.5","126.9","17.85",1
"05/25/23 12:24:15 PM","123.4","126.9","17.85",1
"05/25/23 12:24:20 PM","123.4","126.9","17.85",1
"05/25/23 12:24:25 PM","123.5","126.9","17.85",1
"05/25/23 12:24:30 PM","123.4","127.3","17.85",1
"05/25/23 12:24:35 PM","123.4","126.9","17.85",1
"05/25/23 12:24:40 PM","123.5","126.9","17.85",1
"05/25/23 12:24:45 PM","123.4","126.5","17.85",1
"05/25/23 12:24:50 PM","123.4","126.9","17.85",1
"05/25/23 12:24:55 PM","123.4","126.9","17.85",1
"05/25/23 12:25:00 PM","123.5","126.9","17.85",1
"05/25/23 12:25:05 PM","123.5","126.9","17.85",1
"05/25/23 12:25:10 PM","123.5","126.9","17.85",1
"05/25/23 12:25:15 PM","123.5","126.9","17.85",1
"05/25/23 12:25:20 PM","123.5","126.9","17.85",1
"05/25/23 12:25:25 PM","123.5","126.9","17.85",1
"05/25/23 12:25:30 PM","123.5","127.3","17.85",1
"05/25/23 12:25:35 PM","123.5","126.9","17.85",1
"05/25/23 12:25:40 PM","123.4","126.9","17.85",1
"05/25/23 12:25:45 PM","123.5","126.9","17.85",1
"05/25/23 12:25:50 PM","123.5","126.9","17.85",1
"05/25/23 12:25:55 PM","123.6","126.9","17.86",1
"05/25/23 12:26:00 PM","123.5","126.9","17.85",1
"05/25/23 12:26:05 PM","123.5","126.9","17.85",1
"05/25/23 12:26:10 PM","123.5","127.3","17.85",1
"05/25/23 12:26:15 PM","123.5","126.9","17.86",1
"05/25/23 12:26:20 PM","123.5","126.9","17.86",1
"05/25/23 12:26:25 PM","123.6","126.9","17.85",1
"05/25/23 12:26:30 PM","123.6","126.9","17.86",1
"05/25/23 12:26:35 PM","123.6","126.9","17.86",1
"05/25/23 12:26:40 PM","123.5","126.9","17.86",1
"05/25/23 12:26:45 PM","123.6","126.9","17.86",1
"05/25/23 12:26:50 PM","123.6","126.9","17.86",1
"05/25/23 12:26:55 PM","123.6","126.9","17.86",1
"05/25/23 12:27:00 PM","123.6","126.9","17.86",1
"05/25/23 12:27:05 PM","123.6","127.3","17.86",1
"05/25/23 12:27:10 PM","123.6","126.9","17.86",1
"05/25/23 12:27:15 PM","123.6","127.3","17.86",1
"05/25/23 12:27:20 PM","123.6","126.9","17.86",1
"05/25/23 12:27:25 PM","123.6","126.9","17.86",1
"05/25/23 12:27:30 PM","123.6","126.9","17.86",1
"05/25/23 12:27:35 PM","123.6","126.9","17.86",1
"05/25/23 12:27:40 PM","123.6","126.9","17.86",1
"05/25/23 12:27:45 PM","123.6","126.9","17.86",1
"05/25/23 12:27:50 PM","123.7","126.9","17.86",1
"05/25/23 12:27:55 PM","123.6","126.9","17.86",1
"05/25/23 12:28:00 PM","123.6","127.3","17.86",1
"05/25/23 12:28:05 PM","123.6","126.9","17.87",1
"05/25/23 12:28:10 PM","123.7","126.9","17.86",1
"05/25/23 12:28:15 PM","123.6","126.9","17.86",1
"05/25/23 12:28:20 PM","123.7","126.9","17.86",1
"05/25/23 12:28:25 PM","123.6","127.3","17.87",1
"05/25/23 12:28:30 PM","123.7","126.9","17.86",1
"05/25/23 12:28:35 PM","123.6","126.9","17.86",1
"05/25/23 12:28:40 PM","123.6","126.9","17.86",1
"05/25/23 12:28:45 PM","123.7","126.9","17.86",1
"05/25/23 12:28:50 PM","123.6","126.9","17.86",1
"05/25/23 12:28:55 PM","123.7","126.9","17.86",1
"05/25/23 12:29:00 PM","123.7","126.9","17.87",1
"05/25/23 12:29:05 PM","123.7","126.9","17.86",1
"05/25/23 12:29:10 PM","123.7","126.9","17.86",1
"05/25/23 12:29:15 PM","123.7","126.9","17.86",1
"05/25/23 12:29:20 PM","123.7","126.9","17.87",1
"05/25/23 12:29:25 PM","123.7","127.3","17.86",1
"05/25/23 12:29:30 PM","123.7","126.9","17.86",1
"05/25/23 12:29:35 PM","123.7","126.9","17.86",1
"05/25/23 12:29:40 PM","123.7","126.9","17.86",1
"05/25/23 12:29:45 PM","123.7","126.9","17.86",1
"05/25/23 12:29:50 PM","123.7","127.3","17.86",1
"05/25/23 12:29:55 PM","123.7","126.9","17.87",1
"05/25/23 12:30:00 PM","123.6","126.9","17.87",1
"05/25/23 12:30:05 PM","123.7","126.9","17.87",1
"05/25/23 12:30:10 PM","123.7","126.9","17.87",1
"05/25/23 12:30:15 PM","123.7","127.3","17.87",1
"05/25/23 12:30:20 PM","123.7","126.9","17.87",1
"05/25/23 12:30:25 PM","123.7","127.3","17.87",1
"05/25/23 12:30:30 PM","123.7","126.9","17.87",1
"05/25/23 12:30:35 PM","123.7","126.9","17.87",1
"05/25/23 12:30:40 PM","123.7","126.9","17.87",1
"05/25/23 12:30:45 PM","123.7","127.3","17.87",1
"05/25/23 12:30:50 PM","123.7","127.3","17.87",1
"05/25/23 12:30:55 PM","123.7","126.9","17.87",1
"05/25/23 12:31:00 PM","123.7","127.3","17.87",1
"05/25/23 12:31:05 PM","123.7","126.9","17.89",1
"05/25/23 12:31:10 PM","123.8","126.9","17.89",1
"05/25/23 12:31:15 PM","123.7","126.9","17.89",1
"05/25/23 12:31:20 PM","123.7","126.9","17.89",1
"05/25/23 12:31:25 PM","123.7","126.9","17.89",1
"05/25/23 12:31:30 PM","123.7","126.9","17.89",1
"05/25/23 12:31:35 PM","123.7","126.9","17.89",1
"05/25/23 12:31:40 PM","123.7","126.9","17.89",1
"05/25/23 12:31:45 PM","123.8","126.9","17.89",1
"05/25/23 12:31:50 PM","123.7","126.9","17.89",1
"05/25/23 12:31:55 PM","123.7","126.9","17.89",1
"05/25/23 12:32:00 PM","123.7","127.3","17.90",1
"05/25/23 12:32:05 PM","123.7","126.9","17.89",1
"05/25/23 12:32:10 PM","123.8","126.9","17.89",1
"05/25/23 12:32:15 PM","123.7","127.3","17.89",1
"05/25/23 12:32:20 PM","123.8","127.3","17.89",1
"05/25/23 12:32:25 PM","123.8","127.3","17.89",1
"05/25/23 12:32:30 PM","123.8","126.9","17.89",1
"05/25/23 12:32:35 PM","123.7","127.3","17.89",1
"05/25/23 12:32:40 PM","123.8","126.9","17.89",1
"05/25/23 12:32:45 PM","123.8","126.9","17.89",1
"05/25/23 12:32:50 PM","123.8","127.3","17.89",1
"05/25/23 12:32:55 PM","123.8","126.9","17.89",1
"05/25/23 12:33:00 PM","123.8","126.9","17.89",1
"05/25/23 12:33:05 PM","123.8","127.3","17.89",1
"05/25/23 12:33:10 PM","123.8","126.9","17.89",1
"05/25/23 12:33:15 PM","123.8","127.3","17.90",1
"05/25/23 12:33:20 PM","123.8","126.9","17.89",1
"05/25/23 12:33:25 PM","123.9","127.3","17.90",1
"05/25/23 12:33:30 PM","123.8","126.9","17.89",1
"05/25/23 12:33:35 PM","123.8","126.9","17.89",1
"05/25/23 12:33:40 PM","123.9","127.3","17.89",1
"05/25/23 12:33:45 PM","123.8","126.9","17.89",1
"05/25/23 12:33:50 PM","123.8","127.3","17.90",1
"05/25/23 12:33:55 PM","123.8","126.9","17.90",1
"05/25/23 12:34:00 PM","123.8","126.9","17.89",1
"05/25/23 12:34:05 PM","123.8","127.3","17.89",1
"05/25/23 12:34:10 PM","123.9","127.3","17.90",1
"05/25/23 12:34:15 PM","123.9","127.7","17.90",1
"05/25/23 12:34:20 PM","123.8","127.3","17.90",1
"05/25/23 12:34:25 PM","123.8","127.3","17.90",1
"05/25/23 12:34:30 PM","123.9","126.9","17.89",1
"05/25/23 12:34:35 PM","123.8","127.3","17.90",1
"05/25/23 12:34:40 PM","123.9","127.3","17.89",1
"05/25/23 12:34:45 PM","123.9","126.9","17.89",1
"05/25/23 12:34:50 PM","124.0","127.3","17.89",1
"05/25/23 12:34:55 PM","123.8","127.3","17.90",1
"05/25/23 12:35:00 PM","123.9","127.3","17.90",1
"05/25/23 12:35:05 PM","123.8","127.3","17.89",1
"05/25/23 12:35:10 PM","123.9","127.3","17.90",1
"05/25/23 12:35:15 PM","123.9","126.9","17.89",1
"05/25/23 12:35:20 PM","123.9","127.3","17.90",1
"05/25/23 12:35:25 PM","123.9","127.3","17.89",1
"05/25/23 12:35:30 PM","123.9","126.9","17.90",1
"05/25/23 12:35:35 PM","123.8","127.3","17.89",1
"05/25/23 12:35:40 PM","123.8","127.3","17.90",1
"05/25/23 12:35:45 PM","123.9","127.3","17.90",1
"05/25/23 12:35:50 PM","123.9","126.9","17.90",1
"05/25/23 12:35:55 PM","123.9","126.9","17.90",1
"05/25/23 12:36:00 PM","123.9","127.3","17.89",1
"05/25/23 12:36:05 PM","123.9","127.3","17.90",1
"05/25/23 12:36:10 PM","123.9","127.3","17.90",1
"05/25/23 12:36:15 PM","123.9","127.3","17.90",1
"05/25/23 12:36:20 PM","123.9","127.3","17.90",1
"05/25/23 12:36:25 PM","123.9","127.3","17.89",1
"05/25/23 12:36:30 PM","123.9","127.3","17.90",1
"05/25/23 12:36:35 PM","123.9","127.3","17.90",1
"05/25/23 12:36:40 PM","123.9","127.3","17.90",1
"05/25/23 12:36:45 PM","123.9","127.7","17.89",1
"05/25/23 12:36:50 PM","124.0","127.3","17.90",1
"05/25/23 12:36:55 PM","124.0","127.3","17.90",1
"05/25/23 12:37:00 PM","124.0","127.3","17.90",1
"05/25/23 12:37:05 PM","123.9","127.3","17.90",1
"05/25/23 12:37:10 PM","123.9","127.3","17.90",1
"05/25/23 12:37:15 PM","123.9","127.3","17.90",1
"05/25/23 12:37:20 PM","124.0","127.3","17.90",1
"05/25/23 12:37:25 PM","124.0","127.3","17.90",1
"05/25/23 12:37:30 PM","124.0","127.3","17.90",1
"05/25/23 12:37:35 PM","124.0","127.3","17.90",1
"05/25/23 12:37:40 PM","124.0","127.3","17.90",1
"05/25/23 12:37:45 PM","124.0","127.3","17.90",1
"05/25/23 12:37:50 PM","124.0","127.3","17.90",1
"05/25/23 12:37:55 PM","124.0","127.7","17.90",1
"05/25/23 12:38:00 PM","124.0","127.3","17.90",1
"05/25/23 12:38:05 PM","124.0","127.7","17.90",1
"05/25/23 12:38:10 PM","124.0","127.3","17.91",1
"05/25/23 12:38:15 PM","124.0","127.3","17.91",1
"05/25/23 12:38:20 PM","124.0","127.3","17.90",1
