"Plot Title: mgas_station_3"
"#","Date Time, GMT-04:00","Low Range, μS/cm (LGR S/N: 10710797, SEN S/N: 10710797)","Full Range, μS/cm (LGR S/N: 10710797, SEN S/N: 10710797)","Temp, °C (LGR S/N: 10710797, SEN S/N: 10710797)","End Of File (LGR S/N: 10710797)"
107,05/25/23 12:08:50 PM,4.4,7.1,24.27,
108,05/25/23 12:08:55 PM,7.1,7.1,24.32,
109,05/25/23 12:09:00 PM,32.1,7.1,24.31,
110,05/25/23 12:09:05 PM,4.7,7.1,24.34,
111,05/25/23 12:09:10 PM,32.1,7.1,24.35,
112,05/25/23 12:09:15 PM,32.1,7.1,24.35,
113,05/25/23 12:09:20 PM,32.1,7.1,24.35,
114,05/25/23 12:09:25 PM,10.7,7.1,24.35,
115,05/25/23 12:09:30 PM,4.7,7.1,24.35,
116,05/25/23 12:09:35 PM,32.1,7.1,24.36,
117,05/25/23 12:09:40 PM,32.1,7.1,24.38,
118,05/25/23 12:09:45 PM,4.7,7.1,24.39,
119,05/25/23 12:09:50 PM,32.1,7.1,24.42,
120,05/25/23 12:09:55 PM,32.1,7.1,24.43,
121,05/25/23 12:10:00 PM,32.1,7.1,24.44,
122,05/25/23 12:10:05 PM,32.1,7.1,24.44,
123,05/25/23 12:10:10 PM,12.9,24.9,24.47,
124,05/25/23 12:10:15 PM,10.7,7.1,24.44,
125,05/25/23 12:10:20 PM,4.4,7.1,24.42,
126,05/25/23 12:10:25 PM,4.4,7.1,24.40,
127,05/25/23 12:10:30 PM,4.7,3.6,24.40,
128,05/25/23 12:10:35 PM,32.1,7.1,24.42,
129,05/25/23 12:10:40 PM,10.7,7.1,24.30,
130,05/25/23 12:10:45 PM,32.1,7.1,24.34,
131,05/25/23 12:10:50 PM,4.7,7.1,24.34,
132,05/25/23 12:10:55 PM,4.7,7.1,24.35,
133,05/25/23 12:11:00 PM,4.7,7.1,24.34,
134,05/25/23 12:11:05 PM,4.7,7.1,24.36,
135,05/25/23 12:11:10 PM,4.4,7.1,24.38,
136,05/25/23 12:11:15 PM,32.1,7.1,24.38,
137,05/25/23 12:11:20 PM,4.7,7.1,24.35,
138,05/25/23 12:11:25 PM,4.7,7.1,24.35,
139,05/25/23 12:11:30 PM,32.1,3.6,24.34,
140,05/25/23 12:11:35 PM,32.1,3.6,24.32,
141,05/25/23 12:11:40 PM,4.7,7.1,24.35,
142,05/25/23 12:11:45 PM,32.1,3.6,24.36,
143,05/25/23 12:11:50 PM,4.4,7.1,24.27,
144,05/25/23 12:11:55 PM,4.7,7.1,24.32,
145,05/25/23 12:12:00 PM,4.7,7.1,24.32,
146,05/25/23 12:12:05 PM,4.7,7.1,24.35,
147,05/25/23 12:12:10 PM,4.4,7.1,24.36,
148,05/25/23 12:12:15 PM,4.7,7.1,24.38,
149,05/25/23 12:12:20 PM,4.7,7.1,24.40,
150,05/25/23 12:12:25 PM,32.1,3.6,24.39,
151,05/25/23 12:12:30 PM,4.4,7.1,24.40,
152,05/25/23 12:12:35 PM,4.7,7.1,24.43,
153,05/25/23 12:12:40 PM,4.7,3.6,24.46,
154,05/25/23 12:12:45 PM,32.1,7.1,24.51,
155,05/25/23 12:12:50 PM,32.1,7.1,24.52,
156,05/25/23 12:12:55 PM,32.1,7.1,24.53,
157,05/25/23 12:13:00 PM,32.1,7.1,24.53,
158,05/25/23 12:13:05 PM,32.1,7.1,24.56,
159,05/25/23 12:13:10 PM,32.1,24.9,24.57,
160,05/25/23 12:13:15 PM,4.2,24.9,24.60,
161,05/25/23 12:13:20 PM,3.2,7.1,24.61,
162,05/25/23 12:13:25 PM,3.2,24.9,24.64,
163,05/25/23 12:13:30 PM,3.2,24.9,24.65,
164,05/25/23 12:13:35 PM,4.2,24.9,24.66,
165,05/25/23 12:13:40 PM,4.2,24.9,24.65,
166,05/25/23 12:13:45 PM,3.2,24.9,24.69,
167,05/25/23 12:13:50 PM,2.8,24.9,24.72,
168,05/25/23 12:13:55 PM,2.8,7.1,24.72,
169,05/25/23 12:14:00 PM,2.3,24.9,24.74,
170,05/25/23 12:14:05 PM,2.8,24.9,24.74,
171,05/25/23 12:14:10 PM,2.6,24.9,24.77,
172,05/25/23 12:14:15 PM,2.6,24.9,24.78,
173,05/25/23 12:14:20 PM,3.4,19.2,24.78,
174,05/25/23 12:14:25 PM,3.2,7.1,24.78,
175,05/25/23 12:14:30 PM,2.3,24.9,24.81,
176,05/25/23 12:14:35 PM,3.2,24.9,24.82,
177,05/25/23 12:14:40 PM,4.2,7.1,24.78,
178,05/25/23 12:14:45 PM,7.1,7.1,24.80,
179,05/25/23 12:14:50 PM,32.1,7.1,24.81,
180,05/25/23 12:14:55 PM,6.1,7.1,24.85,
181,05/25/23 12:15:00 PM,7.1,7.1,24.85,
182,05/25/23 12:15:05 PM,7.1,24.9,24.85,
183,05/25/23 12:15:10 PM,7.1,24.9,24.87,
184,05/25/23 12:15:15 PM,4.2,24.9,24.89,
185,05/25/23 12:15:20 PM,3.2,24.9,24.91,
186,05/25/23 12:15:25 PM,2.8,13.1,24.93,
187,05/25/23 12:15:30 PM,4.2,7.1,24.93,
188,05/25/23 12:15:35 PM,7.1,24.9,24.93,
189,05/25/23 12:15:40 PM,32.1,7.1,24.93,
190,05/25/23 12:15:45 PM,4.2,7.1,24.94,
191,05/25/23 12:15:50 PM,7.1,24.9,24.93,
192,05/25/23 12:15:55 PM,7.1,7.1,24.94,
193,05/25/23 12:16:00 PM,16.9,24.9,24.94,
194,05/25/23 12:16:05 PM,32.1,7.1,24.95,
195,05/25/23 12:16:10 PM,32.1,24.9,24.97,
196,05/25/23 12:16:15 PM,32.1,7.1,24.97,
197,05/25/23 12:16:20 PM,32.1,7.1,24.97,
198,05/25/23 12:16:25 PM,10.7,7.1,24.98,
199,05/25/23 12:16:30 PM,32.1,7.1,24.98,
200,05/25/23 12:16:35 PM,10.7,7.1,24.99,
201,05/25/23 12:16:40 PM,32.1,7.1,25.01,
202,05/25/23 12:16:45 PM,4.7,7.1,25.01,
203,05/25/23 12:16:50 PM,4.4,7.1,25.02,
204,05/25/23 12:16:55 PM,4.7,7.1,25.03,
205,05/25/23 12:17:00 PM,4.7,7.1,25.03,
206,05/25/23 12:17:05 PM,32.1,7.1,25.04,
207,05/25/23 12:17:10 PM,4.4,7.1,25.04,
208,05/25/23 12:17:15 PM,4.7,7.1,25.06,
209,05/25/23 12:17:20 PM,32.1,7.1,25.06,
210,05/25/23 12:17:25 PM,32.1,7.1,25.06,
211,05/25/23 12:17:30 PM,4.7,7.1,25.03,
212,05/25/23 12:17:35 PM,4.4,7.1,25.06,
213,05/25/23 12:17:40 PM,4.7,7.1,25.06,
214,05/25/23 12:17:45 PM,4.4,7.1,25.06,
215,05/25/23 12:17:50 PM,4.7,7.1,25.06,
216,05/25/23 12:17:55 PM,4.4,3.6,25.07,
217,05/25/23 12:18:00 PM,7.1,24.9,25.12,
218,05/25/23 12:18:05 PM,553.7,709.0,23.13,
219,05/25/23 12:18:10 PM,120.1,128.7,22.83,
220,05/25/23 12:18:15 PM,130.3,141.4,23.16,
221,05/25/23 12:18:20 PM,134.0,146.4,23.30,
222,05/25/23 12:18:25 PM,111.7,114.1,19.53,
223,05/25/23 12:18:30 PM,107.7,110.0,18.90,
224,05/25/23 12:18:35 PM,107.4,109.6,18.88,
225,05/25/23 12:18:40 PM,107.1,109.6,18.73,
226,05/25/23 12:18:45 PM,107.0,109.2,18.69,
227,05/25/23 12:18:50 PM,106.7,108.8,18.67,
228,05/25/23 12:18:55 PM,107.1,109.2,18.73,
229,05/25/23 12:19:00 PM,106.4,108.5,18.60,
230,05/25/23 12:19:05 PM,106.4,108.8,18.60,
231,05/25/23 12:19:10 PM,106.2,108.5,18.55,
232,05/25/23 12:19:15 PM,106.3,108.1,18.52,
233,05/25/23 12:19:20 PM,106.6,108.5,18.59,
234,05/25/23 12:19:25 PM,106.5,108.9,18.55,
235,05/25/23 12:19:30 PM,106.5,108.5,18.55,
236,05/25/23 12:19:35 PM,106.5,108.5,18.52,
237,05/25/23 12:19:40 PM,106.3,108.1,18.51,
238,05/25/23 12:19:45 PM,106.4,108.1,18.51,
239,05/25/23 12:19:50 PM,106.2,108.1,18.47,
240,05/25/23 12:19:55 PM,106.2,108.1,18.47,
241,05/25/23 12:20:00 PM,106.3,108.1,18.47,
242,05/25/23 12:20:05 PM,106.3,108.1,18.46,
243,05/25/23 12:20:10 PM,106.3,108.1,18.44,
244,05/25/23 12:20:15 PM,106.1,108.1,18.43,
245,05/25/23 12:20:20 PM,106.3,108.1,18.43,
246,05/25/23 12:20:25 PM,106.2,108.1,18.40,
247,05/25/23 12:20:30 PM,106.0,107.7,18.38,
248,05/25/23 12:20:35 PM,106.3,108.1,18.40,
249,05/25/23 12:20:40 PM,106.3,108.5,18.42,
250,05/25/23 12:20:45 PM,106.3,108.1,18.42,
251,05/25/23 12:20:50 PM,106.1,108.1,18.40,
252,05/25/23 12:20:55 PM,106.2,108.1,18.40,
253,05/25/23 12:21:00 PM,106.2,108.1,18.39,
254,05/25/23 12:21:05 PM,106.2,108.1,18.39,
255,05/25/23 12:21:10 PM,106.2,108.1,18.38,
256,05/25/23 12:21:15 PM,106.1,108.1,18.39,
257,05/25/23 12:21:20 PM,106.2,108.1,18.38,
258,05/25/23 12:21:25 PM,106.2,108.1,18.38,
259,05/25/23 12:21:30 PM,106.0,107.7,18.38,
260,05/25/23 12:21:35 PM,106.1,108.1,18.37,
261,05/25/23 12:21:40 PM,106.0,108.1,18.37,
262,05/25/23 12:21:45 PM,106.1,108.1,18.37,
263,05/25/23 12:21:50 PM,106.1,108.1,18.38,
264,05/25/23 12:21:55 PM,106.1,107.7,18.37,
265,05/25/23 12:22:00 PM,106.1,108.1,18.35,
266,05/25/23 12:22:05 PM,106.1,108.1,18.35,
267,05/25/23 12:22:10 PM,106.1,108.1,18.37,
268,05/25/23 12:22:15 PM,106.0,107.7,18.37,
269,05/25/23 12:22:20 PM,106.1,108.1,18.37,
270,05/25/23 12:22:25 PM,106.0,108.1,18.37,
271,05/25/23 12:22:30 PM,106.1,107.7,18.35,
272,05/25/23 12:22:35 PM,106.0,108.1,18.37,
273,05/25/23 12:22:40 PM,106.1,107.7,18.37,
274,05/25/23 12:22:45 PM,106.0,107.7,18.35,
275,05/25/23 12:22:50 PM,106.0,107.3,18.35,
276,05/25/23 12:22:55 PM,106.2,108.1,18.35,
277,05/25/23 12:23:00 PM,106.2,107.7,18.37,
278,05/25/23 12:23:05 PM,106.1,107.3,18.35,
279,05/25/23 12:23:10 PM,106.0,107.7,18.35,
280,05/25/23 12:23:15 PM,106.2,107.7,18.37,
281,05/25/23 12:23:20 PM,106.1,108.1,18.35,
282,05/25/23 12:23:25 PM,106.2,107.7,18.35,
283,05/25/23 12:23:30 PM,106.2,108.1,18.35,
284,05/25/23 12:23:35 PM,106.2,108.1,18.35,
285,05/25/23 12:23:40 PM,106.1,107.7,18.37,
286,05/25/23 12:23:45 PM,106.1,107.7,18.37,
287,05/25/23 12:23:50 PM,106.2,108.1,18.35,
288,05/25/23 12:23:55 PM,106.2,107.7,18.37,
289,05/25/23 12:24:00 PM,106.1,108.1,18.35,
290,05/25/23 12:24:05 PM,106.2,108.1,18.35,
291,05/25/23 12:24:10 PM,106.2,107.7,18.35,
292,05/25/23 12:24:15 PM,106.1,107.7,18.35,
293,05/25/23 12:24:20 PM,106.1,108.1,18.35,
294,05/25/23 12:24:25 PM,106.1,107.7,18.35,
295,05/25/23 12:24:30 PM,106.2,107.3,18.35,
296,05/25/23 12:24:35 PM,106.1,107.3,18.35,
297,05/25/23 12:24:40 PM,106.2,107.7,18.37,
298,05/25/23 12:24:45 PM,106.2,107.3,18.37,
299,05/25/23 12:24:50 PM,106.1,107.3,18.35,
300,05/25/23 12:24:55 PM,106.1,107.7,18.35,
301,05/25/23 12:25:00 PM,106.2,107.3,18.37,
302,05/25/23 12:25:05 PM,106.2,107.7,18.37,
303,05/25/23 12:25:10 PM,106.3,107.7,18.37,
304,05/25/23 12:25:15 PM,106.2,107.3,18.37,
305,05/25/23 12:25:20 PM,106.2,107.3,18.35,
306,05/25/23 12:25:25 PM,106.1,108.1,18.35,
307,05/25/23 12:25:30 PM,106.2,108.1,18.37,
308,05/25/23 12:25:35 PM,106.2,107.3,18.37,
309,05/25/23 12:25:40 PM,106.2,107.7,18.38,
310,05/25/23 12:25:45 PM,106.2,107.3,18.38,
311,05/25/23 12:25:50 PM,106.2,107.7,18.35,
312,05/25/23 12:25:55 PM,106.2,108.1,18.37,
313,05/25/23 12:26:00 PM,106.3,107.3,18.38,
314,05/25/23 12:26:05 PM,106.2,107.3,18.37,
315,05/25/23 12:26:10 PM,106.2,107.7,18.38,
316,05/25/23 12:26:15 PM,106.2,107.7,18.38,
317,05/25/23 12:26:20 PM,106.2,107.7,18.38,
318,05/25/23 12:26:25 PM,106.2,107.7,18.38,
319,05/25/23 12:26:30 PM,106.2,107.7,18.39,
320,05/25/23 12:26:35 PM,106.2,108.1,18.38,
321,05/25/23 12:26:40 PM,106.3,107.7,18.39,
322,05/25/23 12:26:45 PM,106.3,108.1,18.39,
323,05/25/23 12:26:50 PM,106.2,108.1,18.38,
324,05/25/23 12:26:55 PM,106.3,108.1,18.39,
325,05/25/23 12:27:00 PM,106.3,107.7,18.39,
326,05/25/23 12:27:05 PM,106.3,107.7,18.38,
327,05/25/23 12:27:10 PM,106.3,107.7,18.40,
328,05/25/23 12:27:15 PM,106.3,107.7,18.39,
329,05/25/23 12:27:20 PM,106.3,107.7,18.39,
330,05/25/23 12:27:25 PM,106.3,108.1,18.39,
331,05/25/23 12:27:30 PM,106.3,107.7,18.39,
332,05/25/23 12:27:35 PM,106.3,107.7,18.39,
333,05/25/23 12:27:40 PM,106.3,108.1,18.39,
334,05/25/23 12:27:45 PM,106.3,108.1,18.39,
335,05/25/23 12:27:50 PM,106.3,107.7,18.39,
336,05/25/23 12:27:55 PM,106.3,108.1,18.40,
337,05/25/23 12:28:00 PM,106.3,107.3,18.39,
338,05/25/23 12:28:05 PM,106.3,108.1,18.40,
339,05/25/23 12:28:10 PM,106.3,107.7,18.40,
340,05/25/23 12:28:15 PM,106.3,107.7,18.40,
341,05/25/23 12:28:20 PM,106.3,108.1,18.39,
342,05/25/23 12:28:25 PM,106.3,108.1,18.40,
343,05/25/23 12:28:30 PM,106.3,107.7,18.40,
344,05/25/23 12:28:35 PM,106.4,107.7,18.40,
345,05/25/23 12:28:40 PM,106.3,107.7,18.40,
346,05/25/23 12:28:45 PM,106.4,107.7,18.40,
347,05/25/23 12:28:50 PM,106.3,107.7,18.40,
348,05/25/23 12:28:55 PM,106.3,107.7,18.40,
349,05/25/23 12:29:00 PM,106.4,108.1,18.38,
350,05/25/23 12:29:05 PM,106.4,108.1,18.40,
351,05/25/23 12:29:10 PM,106.4,108.1,18.40,
352,05/25/23 12:29:15 PM,106.4,107.7,18.40,
353,05/25/23 12:29:20 PM,106.5,107.7,18.40,
354,05/25/23 12:29:25 PM,106.5,108.1,18.40,
355,05/25/23 12:29:30 PM,106.4,107.7,18.42,
356,05/25/23 12:29:35 PM,106.4,107.7,18.40,
357,05/25/23 12:29:40 PM,106.4,107.7,18.40,
358,05/25/23 12:29:45 PM,106.4,108.1,18.42,
359,05/25/23 12:29:50 PM,106.5,107.7,18.40,
360,05/25/23 12:29:55 PM,106.4,107.7,18.40,
361,05/25/23 12:30:00 PM,106.4,107.7,18.40,
362,05/25/23 12:30:05 PM,106.5,108.1,18.40,
363,05/25/23 12:30:10 PM,106.5,107.7,18.42,
364,05/25/23 12:30:15 PM,106.4,107.7,18.42,
365,05/25/23 12:30:20 PM,106.5,107.7,18.42,
366,05/25/23 12:30:25 PM,106.5,107.7,18.40,
367,05/25/23 12:30:30 PM,106.5,107.7,18.42,
368,05/25/23 12:30:35 PM,106.5,108.1,18.42,
369,05/25/23 12:30:40 PM,106.5,107.7,18.40,
370,05/25/23 12:30:45 PM,106.5,107.7,18.42,
371,05/25/23 12:30:50 PM,106.6,107.7,18.42,
372,05/25/23 12:30:55 PM,106.5,107.7,18.42,
373,05/25/23 12:31:00 PM,106.5,107.7,18.42,
374,05/25/23 12:31:05 PM,106.5,107.7,18.43,
375,05/25/23 12:31:10 PM,106.6,107.7,18.42,
376,05/25/23 12:31:15 PM,106.6,107.7,18.42,
377,05/25/23 12:31:20 PM,106.6,108.1,18.42,
378,05/25/23 12:31:25 PM,106.6,108.1,18.42,
379,05/25/23 12:31:30 PM,106.5,107.7,18.42,
380,05/25/23 12:31:35 PM,106.5,108.1,18.43,
381,05/25/23 12:31:40 PM,106.6,107.7,18.43,
382,05/25/23 12:31:45 PM,106.6,107.7,18.43,
383,05/25/23 12:31:50 PM,106.5,108.1,18.42,
384,05/25/23 12:31:55 PM,106.6,108.1,18.43,
385,05/25/23 12:32:00 PM,106.6,108.1,18.43,
386,05/25/23 12:32:05 PM,106.6,108.1,18.43,
387,05/25/23 12:32:10 PM,106.6,107.7,18.43,
388,05/25/23 12:32:15 PM,106.6,107.7,18.43,
389,05/25/23 12:32:20 PM,106.6,107.7,18.43,
390,05/25/23 12:32:25 PM,106.6,107.7,18.43,
391,05/25/23 12:32:30 PM,106.6,108.5,18.43,
392,05/25/23 12:32:35 PM,106.6,107.7,18.43,
393,05/25/23 12:32:40 PM,106.6,107.7,18.43,
394,05/25/23 12:32:45 PM,106.6,107.7,18.43,
395,05/25/23 12:32:50 PM,106.6,108.1,18.43,
396,05/25/23 12:32:55 PM,106.6,108.1,18.43,
397,05/25/23 12:33:00 PM,106.6,108.1,18.43,
398,05/25/23 12:33:05 PM,106.6,108.1,18.43,
399,05/25/23 12:33:10 PM,106.6,108.1,18.44,
400,05/25/23 12:33:15 PM,106.6,108.1,18.44,
401,05/25/23 12:33:20 PM,106.6,107.7,18.44,
402,05/25/23 12:33:25 PM,106.6,107.7,18.43,
403,05/25/23 12:33:30 PM,106.6,108.1,18.43,
404,05/25/23 12:33:35 PM,106.6,108.1,18.43,
405,05/25/23 12:33:40 PM,106.6,108.5,18.43,
406,05/25/23 12:33:45 PM,106.6,107.7,18.44,
407,05/25/23 12:33:50 PM,106.6,108.1,18.43,
408,05/25/23 12:33:55 PM,106.6,108.1,18.44,
409,05/25/23 12:34:00 PM,106.6,107.7,18.44,
410,05/25/23 12:34:05 PM,106.6,108.1,18.44,
411,05/25/23 12:34:10 PM,106.7,107.7,18.44,
412,05/25/23 12:34:15 PM,106.6,107.7,18.43,
413,05/25/23 12:34:20 PM,106.6,108.5,18.44,
414,05/25/23 12:34:25 PM,106.6,108.1,18.44,
415,05/25/23 12:34:30 PM,106.7,108.5,18.44,
416,05/25/23 12:34:35 PM,106.6,108.5,18.43,
417,05/25/23 12:34:40 PM,106.6,108.1,18.44,
418,05/25/23 12:34:45 PM,106.6,108.1,18.44,
419,05/25/23 12:34:50 PM,106.7,108.1,18.44,
420,05/25/23 12:34:55 PM,106.6,107.7,18.44,
421,05/25/23 12:35:00 PM,106.7,108.5,18.44,
422,05/25/23 12:35:05 PM,106.6,108.1,18.44,
423,05/25/23 12:35:10 PM,106.7,108.5,18.44,
424,05/25/23 12:35:15 PM,106.6,108.5,18.44,
425,05/25/23 12:35:20 PM,106.6,107.7,18.44,
426,05/25/23 12:35:25 PM,106.6,107.7,18.43,
427,05/25/23 12:35:30 PM,106.6,107.7,18.44,
428,05/25/23 12:35:35 PM,106.7,108.1,18.44,
429,05/25/23 12:35:40 PM,106.7,108.1,18.44,
430,05/25/23 12:35:45 PM,106.8,108.1,18.44,
431,05/25/23 12:35:50 PM,106.7,108.1,18.44,
432,05/25/23 12:35:55 PM,106.6,107.7,18.44,
433,05/25/23 12:36:00 PM,106.8,108.5,18.44,
434,05/25/23 12:36:05 PM,106.8,108.1,18.44,
435,05/25/23 12:36:10 PM,106.7,108.1,18.46,
436,05/25/23 12:36:15 PM,106.8,108.1,18.44,
437,05/25/23 12:36:20 PM,106.8,108.1,18.44,
438,05/25/23 12:36:25 PM,106.7,108.5,18.46,
439,05/25/23 12:36:30 PM,106.7,107.7,18.44,
440,05/25/23 12:36:35 PM,106.8,108.5,18.44,
441,05/25/23 12:36:40 PM,106.8,108.1,18.44,
442,05/25/23 12:36:45 PM,106.8,108.5,18.44,
443,05/25/23 12:36:50 PM,106.9,108.5,18.44,
444,05/25/23 12:36:55 PM,106.8,107.7,18.46,
445,05/25/23 12:37:00 PM,106.8,107.7,18.46,
446,05/25/23 12:37:05 PM,106.7,108.1,18.46,
447,05/25/23 12:37:10 PM,106.9,108.1,18.44,
448,05/25/23 12:37:15 PM,106.8,108.1,18.44,
449,05/25/23 12:37:20 PM,106.9,108.1,18.44,
450,05/25/23 12:37:25 PM,106.8,108.1,18.46,
451,05/25/23 12:37:30 PM,106.9,108.1,18.44,
452,05/25/23 12:37:35 PM,106.8,107.7,18.44,
453,05/25/23 12:37:40 PM,106.9,108.5,18.46,
454,05/25/23 12:37:45 PM,106.9,108.1,18.46,
455,05/25/23 12:37:50 PM,106.9,108.1,18.44,
456,05/25/23 12:37:55 PM,106.9,108.1,18.46,
