"Plot Title: mgas_station_2"
"#","Date Time, GMT-04:00","Low Range, μS/cm (LGR S/N: 10559459, SEN S/N: 10559459)","Full Range, μS/cm (LGR S/N: 10559459, SEN S/N: 10559459)","Temp, °C (LGR S/N: 10559459, SEN S/N: 10559459)","End Of File (LGR S/N: 10559459)"
41,05/25/23 12:03:20 PM,3.0,5.0,13.51,
42,05/25/23 12:03:25 PM,4.4,7.6,13.50,
43,05/25/23 12:03:30 PM,4.4,5.0,13.48,
44,05/25/23 12:03:35 PM,3.0,7.6,13.47,
45,05/25/23 12:03:40 PM,3.0,7.6,13.47,
46,05/25/23 12:03:45 PM,4.4,7.6,13.45,
47,05/25/23 12:03:50 PM,3.0,7.6,13.43,
48,05/25/23 12:03:55 PM,3.0,7.6,13.43,
49,05/25/23 12:04:00 PM,4.4,7.6,13.45,
50,05/25/23 12:04:05 PM,3.0,7.6,13.48,
51,05/25/23 12:04:10 PM,3.0,7.6,13.48,
52,05/25/23 12:04:15 PM,2.9,3.9,13.48,
53,05/25/23 12:04:20 PM,2.9,7.6,13.47,
54,05/25/23 12:04:25 PM,3.0,7.6,13.47,
55,05/25/23 12:04:30 PM,4.4,7.6,13.46,
56,05/25/23 12:04:35 PM,3.0,3.9,13.46,
57,05/25/23 12:04:40 PM,3.0,3.5,13.46,
58,05/25/23 12:04:45 PM,2.9,7.6,13.45,
59,05/25/23 12:04:50 PM,2.3,7.6,13.45,
60,05/25/23 12:04:55 PM,2.9,7.6,13.45,
61,05/25/23 12:05:00 PM,3.0,5.0,13.43,
62,05/25/23 12:05:05 PM,4.4,7.6,13.42,
63,05/25/23 12:05:10 PM,3.0,7.6,13.42,
64,05/25/23 12:05:15 PM,3.0,7.6,13.42,
65,05/25/23 12:05:20 PM,3.0,7.6,13.41,
66,05/25/23 12:05:25 PM,4.4,7.6,13.41,
67,05/25/23 12:05:30 PM,4.4,7.6,13.39,
68,05/25/23 12:05:35 PM,4.4,7.6,13.39,
69,05/25/23 12:05:40 PM,3.0,7.6,13.38,
70,05/25/23 12:05:45 PM,3.0,7.6,13.39,
71,05/25/23 12:05:50 PM,3.0,7.6,13.38,
72,05/25/23 12:05:55 PM,3.0,5.0,13.38,
73,05/25/23 12:06:00 PM,4.4,3.9,13.38,
74,05/25/23 12:06:05 PM,3.0,7.6,13.38,
75,05/25/23 12:06:10 PM,3.0,7.6,13.37,
76,05/25/23 12:06:15 PM,2.3,3.9,13.37,
77,05/25/23 12:06:20 PM,2.9,7.6,13.35,
78,05/25/23 12:06:25 PM,4.4,7.6,13.37,
79,05/25/23 12:06:30 PM,4.4,7.6,13.35,
80,05/25/23 12:06:35 PM,2.9,7.6,13.35,
81,05/25/23 12:06:40 PM,3.0,7.6,13.35,
82,05/25/23 12:06:45 PM,4.7,7.6,13.34,
83,05/25/23 12:06:50 PM,3.0,7.6,13.34,
84,05/25/23 12:06:55 PM,4.7,7.6,13.33,
85,05/25/23 12:07:00 PM,3.0,7.6,13.33,
86,05/25/23 12:07:05 PM,3.0,5.0,13.33,
87,05/25/23 12:07:10 PM,4.7,7.6,13.33,
88,05/25/23 12:07:15 PM,3.0,7.6,13.33,
89,05/25/23 12:07:20 PM,3.0,7.6,13.31,
90,05/25/23 12:07:25 PM,2.9,7.6,13.33,
91,05/25/23 12:07:30 PM,2.9,7.6,13.33,
92,05/25/23 12:07:35 PM,3.0,7.6,13.31,
93,05/25/23 12:07:40 PM,2.9,3.9,13.31,
94,05/25/23 12:07:45 PM,2.9,7.6,13.30,
95,05/25/23 12:07:50 PM,3.0,3.9,13.30,
96,05/25/23 12:07:55 PM,3.0,7.6,13.30,
97,05/25/23 12:08:00 PM,2.9,7.6,13.29,
98,05/25/23 12:08:05 PM,3.0,7.6,13.29,
99,05/25/23 12:08:10 PM,3.0,7.6,13.27,
100,05/25/23 12:08:15 PM,3.0,5.0,13.27,
101,05/25/23 12:08:20 PM,4.4,7.6,13.27,
102,05/25/23 12:08:25 PM,2.4,7.6,13.26,
103,05/25/23 12:08:30 PM,4.4,7.6,13.25,
104,05/25/23 12:08:35 PM,3.0,3.9,13.26,
105,05/25/23 12:08:40 PM,2.9,7.6,13.26,
106,05/25/23 12:08:45 PM,3.0,7.6,13.26,
107,05/25/23 12:08:50 PM,3.0,5.0,13.25,
108,05/25/23 12:08:55 PM,3.0,5.0,13.25,
109,05/25/23 12:09:00 PM,3.0,5.0,13.25,
110,05/25/23 12:09:05 PM,3.0,22.2,13.25,
111,05/25/23 12:09:10 PM,3.0,7.6,13.23,
112,05/25/23 12:09:15 PM,3.0,7.6,13.23,
113,05/25/23 12:09:20 PM,2.9,7.6,13.23,
114,05/25/23 12:09:25 PM,3.0,7.6,13.23,
115,05/25/23 12:09:30 PM,3.0,7.6,13.22,
116,05/25/23 12:09:35 PM,3.0,7.6,13.23,
117,05/25/23 12:09:40 PM,3.0,7.6,13.22,
118,05/25/23 12:09:45 PM,3.0,7.6,13.22,
119,05/25/23 12:09:50 PM,3.0,7.6,13.22,
120,05/25/23 12:09:55 PM,2.9,7.6,13.21,
121,05/25/23 12:10:00 PM,3.0,7.6,13.21,
122,05/25/23 12:10:05 PM,3.0,7.6,13.21,
123,05/25/23 12:10:10 PM,3.0,3.9,13.20,
124,05/25/23 12:10:15 PM,3.0,7.6,13.20,
125,05/25/23 12:10:20 PM,3.0,5.0,13.20,
126,05/25/23 12:10:25 PM,3.0,7.6,13.20,
127,05/25/23 12:10:30 PM,3.0,7.6,13.20,
128,05/25/23 12:10:35 PM,3.0,5.0,13.20,
129,05/25/23 12:10:40 PM,3.0,7.6,13.20,
130,05/25/23 12:10:45 PM,2.9,7.6,13.20,
131,05/25/23 12:10:50 PM,3.0,3.9,13.18,
132,05/25/23 12:10:55 PM,3.0,7.6,13.18,
133,05/25/23 12:11:00 PM,4.4,5.0,13.20,
134,05/25/23 12:11:05 PM,3.0,7.6,13.18,
135,05/25/23 12:11:10 PM,3.0,7.6,13.18,
136,05/25/23 12:11:15 PM,3.0,7.6,13.17,
137,05/25/23 12:11:20 PM,3.0,7.6,13.17,
138,05/25/23 12:11:25 PM,3.0,7.6,13.17,
139,05/25/23 12:11:30 PM,4.4,7.6,13.17,
140,05/25/23 12:11:35 PM,3.0,7.6,13.17,
141,05/25/23 12:11:40 PM,2.9,7.6,13.17,
142,05/25/23 12:11:45 PM,3.0,7.6,13.17,
143,05/25/23 12:11:50 PM,2.9,7.6,13.17,
144,05/25/23 12:11:55 PM,4.4,7.6,13.16,
145,05/25/23 12:12:00 PM,3.0,7.6,13.16,
146,05/25/23 12:12:05 PM,3.0,5.0,13.16,
147,05/25/23 12:12:10 PM,2.9,7.6,13.14,
148,05/25/23 12:12:15 PM,3.0,7.6,13.14,
149,05/25/23 12:12:20 PM,3.0,7.6,13.14,
150,05/25/23 12:12:25 PM,3.0,7.6,13.14,
151,05/25/23 12:12:30 PM,3.0,7.6,13.14,
152,05/25/23 12:12:35 PM,3.0,3.9,13.14,
153,05/25/23 12:12:40 PM,3.0,7.6,13.16,
154,05/25/23 12:12:45 PM,4.4,7.6,13.14,
155,05/25/23 12:12:50 PM,4.4,3.9,13.16,
156,05/25/23 12:12:55 PM,3.0,7.6,13.14,
157,05/25/23 12:13:00 PM,2.9,7.6,13.16,
158,05/25/23 12:13:05 PM,3.0,7.6,13.16,
159,05/25/23 12:13:10 PM,2.9,7.6,13.16,
160,05/25/23 12:13:15 PM,4.4,7.6,13.17,
161,05/25/23 12:13:20 PM,3.0,7.6,13.16,
162,05/25/23 12:13:25 PM,4.4,7.6,13.16,
163,05/25/23 12:13:30 PM,3.0,7.6,13.17,
164,05/25/23 12:13:35 PM,3.0,7.6,13.17,
165,05/25/23 12:13:40 PM,3.0,7.6,13.17,
166,05/25/23 12:13:45 PM,3.0,7.6,13.10,
167,05/25/23 12:13:50 PM,4.4,5.0,13.02,
168,05/25/23 12:13:55 PM,4.4,7.6,12.99,
169,05/25/23 12:14:00 PM,2.9,3.9,13.09,
170,05/25/23 12:14:05 PM,4.4,3.9,13.09,
171,05/25/23 12:14:10 PM,3.0,3.9,13.05,
172,05/25/23 12:14:15 PM,3.0,3.9,13.17,
173,05/25/23 12:14:20 PM,2.9,3.9,13.31,
174,05/25/23 12:14:25 PM,3.0,3.9,13.43,
175,05/25/23 12:14:30 PM,3.0,7.6,13.31,
176,05/25/23 12:14:35 PM,211.5,218.9,9.68,
177,05/25/23 12:14:40 PM,148.1,147.1,9.19,
178,05/25/23 12:14:45 PM,63.9,139.2,11.54,
179,05/25/23 12:14:50 PM,201.8,343.0,13.08,
180,05/25/23 12:14:55 PM,292.4,318.0,12.15,
181,05/25/23 12:15:00 PM,138.3,141.1,8.77,
182,05/25/23 12:15:05 PM,116.0,118.1,8.19,
183,05/25/23 12:15:10 PM,97.6,98.5,7.85,
184,05/25/23 12:15:15 PM,95.4,96.2,7.76,
185,05/25/23 12:15:20 PM,91.8,92.8,7.68,
186,05/25/23 12:15:25 PM,89.9,90.5,7.59,
187,05/25/23 12:15:30 PM,91.3,92.1,7.64,
188,05/25/23 12:15:35 PM,91.9,92.8,7.64,
189,05/25/23 12:15:40 PM,94.1,95.5,7.64,
190,05/25/23 12:15:45 PM,96.8,98.1,7.71,
191,05/25/23 12:15:50 PM,93.3,94.7,7.66,
192,05/25/23 12:15:55 PM,92.9,94.3,7.62,
193,05/25/23 12:16:00 PM,90.4,92.1,7.54,
194,05/25/23 12:16:05 PM,89.9,90.9,7.60,
195,05/25/23 12:16:10 PM,89.5,90.9,7.58,
196,05/25/23 12:16:15 PM,88.1,89.4,7.54,
197,05/25/23 12:16:20 PM,90.7,92.4,7.56,
198,05/25/23 12:16:25 PM,88.6,90.2,7.51,
199,05/25/23 12:16:30 PM,88.5,89.8,7.54,
200,05/25/23 12:16:35 PM,87.3,88.7,7.53,
201,05/25/23 12:16:40 PM,88.1,89.8,7.49,
202,05/25/23 12:16:45 PM,87.5,88.7,7.50,
203,05/25/23 12:16:50 PM,88.0,89.8,7.54,
204,05/25/23 12:16:55 PM,87.6,89.0,7.47,
205,05/25/23 12:17:00 PM,86.5,87.9,7.43,
206,05/25/23 12:17:05 PM,85.6,86.8,7.41,
207,05/25/23 12:17:10 PM,85.0,86.8,7.42,
208,05/25/23 12:17:15 PM,83.9,85.6,7.39,
209,05/25/23 12:17:20 PM,82.9,84.1,7.38,
210,05/25/23 12:17:25 PM,83.8,85.3,7.35,
211,05/25/23 12:17:30 PM,83.9,85.6,7.37,
212,05/25/23 12:17:35 PM,83.1,84.1,7.35,
213,05/25/23 12:17:40 PM,82.7,84.1,7.34,
214,05/25/23 12:17:45 PM,81.9,83.4,7.29,
215,05/25/23 12:17:50 PM,81.6,83.0,7.29,
216,05/25/23 12:17:55 PM,81.3,82.6,7.32,
217,05/25/23 12:18:00 PM,79.6,81.1,7.29,
218,05/25/23 12:18:05 PM,80.6,81.9,7.32,
219,05/25/23 12:18:10 PM,80.2,81.5,7.29,
220,05/25/23 12:18:15 PM,80.5,81.9,7.29,
221,05/25/23 12:18:20 PM,80.8,82.3,7.30,
222,05/25/23 12:18:25 PM,81.7,83.4,7.29,
223,05/25/23 12:18:30 PM,82.1,83.8,7.29,
224,05/25/23 12:18:35 PM,82.7,84.5,7.28,
225,05/25/23 12:18:40 PM,82.4,84.1,7.26,
226,05/25/23 12:18:45 PM,81.6,83.4,7.26,
227,05/25/23 12:18:50 PM,80.6,82.3,7.26,
228,05/25/23 12:18:55 PM,81.0,82.6,7.26,
229,05/25/23 12:19:00 PM,80.4,81.9,7.28,
230,05/25/23 12:19:05 PM,80.2,81.5,7.25,
231,05/25/23 12:19:10 PM,79.8,81.1,7.25,
232,05/25/23 12:19:15 PM,79.7,81.1,7.25,
233,05/25/23 12:19:20 PM,78.5,80.0,7.25,
234,05/25/23 12:19:25 PM,78.4,79.6,7.25,
235,05/25/23 12:19:30 PM,77.9,79.6,7.24,
236,05/25/23 12:19:35 PM,78.0,79.6,7.25,
237,05/25/23 12:19:40 PM,77.9,79.6,7.24,
238,05/25/23 12:19:45 PM,78.0,79.6,7.24,
239,05/25/23 12:19:50 PM,78.5,80.0,7.24,
240,05/25/23 12:19:55 PM,78.2,79.6,7.22,
241,05/25/23 12:20:00 PM,77.9,79.6,7.24,
242,05/25/23 12:20:05 PM,78.1,79.6,7.24,
243,05/25/23 12:20:10 PM,78.4,80.0,7.24,
244,05/25/23 12:20:15 PM,78.4,80.0,7.24,
245,05/25/23 12:20:20 PM,77.7,79.2,7.22,
246,05/25/23 12:20:25 PM,77.4,78.9,7.21,
247,05/25/23 12:20:30 PM,78.0,79.6,7.22,
248,05/25/23 12:20:35 PM,78.3,79.6,7.24,
249,05/25/23 12:20:40 PM,78.8,80.4,7.22,
250,05/25/23 12:20:45 PM,78.6,80.0,7.24,
251,05/25/23 12:20:50 PM,79.0,80.4,7.22,
252,05/25/23 12:20:55 PM,78.1,79.6,7.22,
253,05/25/23 12:21:00 PM,77.8,79.2,7.22,
254,05/25/23 12:21:05 PM,78.1,79.6,7.22,
255,05/25/23 12:21:10 PM,77.2,78.9,7.22,
256,05/25/23 12:21:15 PM,77.1,78.9,7.22,
257,05/25/23 12:21:20 PM,76.6,77.7,7.22,
258,05/25/23 12:21:25 PM,76.6,78.1,7.22,
259,05/25/23 12:21:30 PM,77.4,79.2,7.22,
260,05/25/23 12:21:35 PM,76.4,77.7,7.22,
261,05/25/23 12:21:40 PM,76.3,77.3,7.22,
262,05/25/23 12:21:45 PM,76.8,78.5,7.24,
263,05/25/23 12:21:50 PM,77.4,78.9,7.22,
264,05/25/23 12:21:55 PM,77.2,78.9,7.22,
265,05/25/23 12:22:00 PM,76.7,78.1,7.22,
266,05/25/23 12:22:05 PM,76.3,77.3,7.22,
267,05/25/23 12:22:10 PM,76.1,77.3,7.22,
268,05/25/23 12:22:15 PM,75.6,77.0,7.22,
269,05/25/23 12:22:20 PM,76.3,77.3,7.22,
270,05/25/23 12:22:25 PM,76.1,77.3,7.24,
271,05/25/23 12:22:30 PM,76.1,77.3,7.22,
272,05/25/23 12:22:35 PM,76.4,77.7,7.22,
273,05/25/23 12:22:40 PM,76.6,78.5,7.24,
274,05/25/23 12:22:45 PM,76.9,78.5,7.24,
275,05/25/23 12:22:50 PM,76.6,78.1,7.22,
276,05/25/23 12:22:55 PM,76.5,78.1,7.24,
277,05/25/23 12:23:00 PM,76.4,77.7,7.22,
278,05/25/23 12:23:05 PM,76.5,77.7,7.24,
279,05/25/23 12:23:10 PM,76.3,77.7,7.24,
280,05/25/23 12:23:15 PM,76.2,77.3,7.24,
281,05/25/23 12:23:20 PM,76.2,77.3,7.22,
282,05/25/23 12:23:25 PM,76.1,77.3,7.22,
283,05/25/23 12:23:30 PM,76.1,77.3,7.22,
284,05/25/23 12:23:35 PM,75.7,77.3,7.24,
285,05/25/23 12:23:40 PM,75.9,77.3,7.22,
286,05/25/23 12:23:45 PM,75.8,77.3,7.22,
287,05/25/23 12:23:50 PM,75.6,77.0,7.22,
288,05/25/23 12:23:55 PM,75.8,77.3,7.22,
289,05/25/23 12:24:00 PM,76.5,77.7,7.22,
290,05/25/23 12:24:05 PM,75.5,77.3,7.22,
291,05/25/23 12:24:10 PM,75.8,77.3,7.24,
292,05/25/23 12:24:15 PM,75.9,77.3,7.24,
293,05/25/23 12:24:20 PM,75.7,77.3,7.22,
294,05/25/23 12:24:25 PM,75.7,77.3,7.24,
295,05/25/23 12:24:30 PM,75.8,77.3,7.22,
296,05/25/23 12:24:35 PM,75.6,77.3,7.24,
297,05/25/23 12:24:40 PM,75.7,77.0,7.24,
298,05/25/23 12:24:45 PM,75.4,76.6,7.24,
299,05/25/23 12:24:50 PM,75.8,77.3,7.24,
300,05/25/23 12:24:55 PM,76.0,77.3,7.24,
301,05/25/23 12:25:00 PM,76.6,78.1,7.24,
302,05/25/23 12:25:05 PM,76.1,77.3,7.24,
303,05/25/23 12:25:10 PM,75.5,76.6,7.24,
304,05/25/23 12:25:15 PM,75.2,76.6,7.24,
305,05/25/23 12:25:20 PM,75.3,76.6,7.24,
306,05/25/23 12:25:25 PM,75.4,77.0,7.24,
307,05/25/23 12:25:30 PM,75.5,77.3,7.24,
308,05/25/23 12:25:35 PM,75.5,76.6,7.24,
309,05/25/23 12:25:40 PM,75.3,76.6,7.25,
310,05/25/23 12:25:45 PM,75.5,77.0,7.24,
311,05/25/23 12:25:50 PM,75.3,76.6,7.24,
312,05/25/23 12:25:55 PM,75.6,77.3,7.25,
313,05/25/23 12:26:00 PM,75.5,77.3,7.25,
314,05/25/23 12:26:05 PM,76.1,77.3,7.25,
315,05/25/23 12:26:10 PM,76.2,77.7,7.25,
316,05/25/23 12:26:15 PM,76.8,78.5,7.25,
317,05/25/23 12:26:20 PM,76.3,78.1,7.25,
318,05/25/23 12:26:25 PM,76.1,77.3,7.25,
319,05/25/23 12:26:30 PM,76.1,77.3,7.25,
320,05/25/23 12:26:35 PM,76.3,77.7,7.26,
321,05/25/23 12:26:40 PM,76.1,77.3,7.26,
322,05/25/23 12:26:45 PM,76.2,77.3,7.26,
323,05/25/23 12:26:50 PM,76.1,77.3,7.28,
324,05/25/23 12:26:55 PM,75.8,77.3,7.26,
325,05/25/23 12:27:00 PM,76.0,77.3,7.26,
326,05/25/23 12:27:05 PM,75.9,77.3,7.26,
327,05/25/23 12:27:10 PM,75.4,76.6,7.28,
328,05/25/23 12:27:15 PM,75.6,77.3,7.26,
329,05/25/23 12:27:20 PM,75.8,77.3,7.28,
330,05/25/23 12:27:25 PM,75.5,77.3,7.28,
331,05/25/23 12:27:30 PM,75.3,76.6,7.28,
332,05/25/23 12:27:35 PM,75.2,76.6,7.28,
333,05/25/23 12:27:40 PM,75.4,77.0,7.28,
334,05/25/23 12:27:45 PM,75.3,76.6,7.28,
335,05/25/23 12:27:50 PM,75.2,76.6,7.28,
336,05/25/23 12:27:55 PM,75.8,77.3,7.28,
337,05/25/23 12:28:00 PM,75.6,77.3,7.28,
338,05/25/23 12:28:05 PM,75.6,77.3,7.28,
339,05/25/23 12:28:10 PM,75.4,76.6,7.28,
340,05/25/23 12:28:15 PM,75.3,76.6,7.28,
341,05/25/23 12:28:20 PM,75.3,76.6,7.28,
342,05/25/23 12:28:25 PM,75.2,76.6,7.28,
343,05/25/23 12:28:30 PM,74.8,76.2,7.29,
344,05/25/23 12:28:35 PM,74.9,76.2,7.28,
345,05/25/23 12:28:40 PM,75.1,76.6,7.28,
346,05/25/23 12:28:45 PM,75.2,77.0,7.28,
347,05/25/23 12:28:50 PM,75.2,76.2,7.28,
348,05/25/23 12:28:55 PM,75.4,76.6,7.29,
349,05/25/23 12:29:00 PM,75.6,77.3,7.28,
350,05/25/23 12:29:05 PM,75.6,77.3,7.29,
351,05/25/23 12:29:10 PM,76.0,77.7,7.29,
352,05/25/23 12:29:15 PM,75.5,76.6,7.29,
353,05/25/23 12:29:20 PM,75.6,77.0,7.29,
354,05/25/23 12:29:25 PM,75.6,77.3,7.28,
355,05/25/23 12:29:30 PM,75.5,77.3,7.29,
356,05/25/23 12:29:35 PM,75.4,76.6,7.28,
357,05/25/23 12:29:40 PM,75.5,77.3,7.28,
358,05/25/23 12:29:45 PM,75.8,77.7,7.29,
359,05/25/23 12:29:50 PM,75.2,76.2,7.29,
360,05/25/23 12:29:55 PM,74.9,76.2,7.29,
361,05/25/23 12:30:00 PM,75.0,76.2,7.29,
362,05/25/23 12:30:05 PM,74.7,76.2,7.29,
363,05/25/23 12:30:10 PM,74.9,76.2,7.28,
364,05/25/23 12:30:15 PM,75.1,76.2,7.28,
365,05/25/23 12:30:20 PM,74.7,76.2,7.28,
366,05/25/23 12:30:25 PM,74.9,76.2,7.29,
367,05/25/23 12:30:30 PM,74.9,76.2,7.30,
368,05/25/23 12:30:35 PM,74.5,75.8,7.29,
369,05/25/23 12:30:40 PM,74.7,75.8,7.29,
370,05/25/23 12:30:45 PM,75.0,76.2,7.29,
371,05/25/23 12:30:50 PM,75.2,76.6,7.29,
372,05/25/23 12:30:55 PM,75.2,76.6,7.28,
373,05/25/23 12:31:00 PM,74.9,76.2,7.29,
374,05/25/23 12:31:05 PM,75.3,77.0,7.29,
375,05/25/23 12:31:10 PM,74.9,76.2,7.28,
376,05/25/23 12:31:15 PM,74.6,75.8,7.29,
377,05/25/23 12:31:20 PM,74.7,75.8,7.29,
378,05/25/23 12:31:25 PM,74.7,75.8,7.29,
379,05/25/23 12:31:30 PM,74.8,75.8,7.29,
380,05/25/23 12:31:35 PM,75.1,76.2,7.30,
381,05/25/23 12:31:40 PM,75.0,76.6,7.29,
382,05/25/23 12:31:45 PM,75.1,76.2,7.29,
383,05/25/23 12:31:50 PM,74.9,76.2,7.29,
384,05/25/23 12:31:55 PM,74.4,75.8,7.29,
385,05/25/23 12:32:00 PM,74.7,75.8,7.29,
386,05/25/23 12:32:05 PM,74.6,75.8,7.30,
387,05/25/23 12:32:10 PM,74.4,75.8,7.29,
388,05/25/23 12:32:15 PM,74.7,75.8,7.29,
389,05/25/23 12:32:20 PM,74.4,75.8,7.29,
390,05/25/23 12:32:25 PM,74.5,75.8,7.29,
391,05/25/23 12:32:30 PM,74.6,75.8,7.29,
392,05/25/23 12:32:35 PM,74.8,76.2,7.29,
393,05/25/23 12:32:40 PM,74.6,75.8,7.29,
394,05/25/23 12:32:45 PM,74.7,75.8,7.29,
395,05/25/23 12:32:50 PM,74.6,75.8,7.30,
396,05/25/23 12:32:55 PM,74.7,76.2,7.29,
397,05/25/23 12:33:00 PM,74.9,76.6,7.30,
398,05/25/23 12:33:05 PM,74.6,75.8,7.30,
399,05/25/23 12:33:10 PM,74.7,76.2,7.30,
400,05/25/23 12:33:15 PM,74.4,75.8,7.29,
401,05/25/23 12:33:20 PM,74.6,75.8,7.29,
402,05/25/23 12:33:25 PM,74.7,75.8,7.29,
403,05/25/23 12:33:30 PM,74.7,76.2,7.29,
404,05/25/23 12:33:35 PM,74.7,76.2,7.30,
405,05/25/23 12:33:40 PM,74.7,76.2,7.30,
406,05/25/23 12:33:45 PM,74.6,75.8,7.30,
407,05/25/23 12:33:50 PM,74.7,76.2,7.29,
408,05/25/23 12:33:55 PM,74.6,75.8,7.30,
409,05/25/23 12:34:00 PM,75.0,76.6,7.30,
410,05/25/23 12:34:05 PM,75.2,76.6,7.30,
411,05/25/23 12:34:10 PM,75.3,77.0,7.30,
412,05/25/23 12:34:15 PM,74.8,75.8,7.30,
413,05/25/23 12:34:20 PM,74.6,75.8,7.30,
414,05/25/23 12:34:25 PM,74.6,75.8,7.30,
415,05/25/23 12:34:30 PM,74.6,75.8,7.30,
416,05/25/23 12:34:35 PM,74.9,76.2,7.30,
417,05/25/23 12:34:40 PM,74.8,76.2,7.30,
418,05/25/23 12:34:45 PM,74.8,76.2,7.32,
419,05/25/23 12:34:50 PM,74.9,76.2,7.32,
420,05/25/23 12:34:55 PM,75.2,76.6,7.30,
421,05/25/23 12:35:00 PM,75.3,76.6,7.30,
422,05/25/23 12:35:05 PM,75.8,77.3,7.32,
423,05/25/23 12:35:10 PM,75.6,77.0,7.30,
424,05/25/23 12:35:15 PM,75.5,77.0,7.30,
425,05/25/23 12:35:20 PM,75.1,76.2,7.30,
426,05/25/23 12:35:25 PM,74.7,75.8,7.30,
427,05/25/23 12:35:30 PM,74.4,75.8,7.32,
428,05/25/23 12:35:35 PM,74.6,75.8,7.32,
429,05/25/23 12:35:40 PM,74.9,76.2,7.30,
430,05/25/23 12:35:45 PM,74.6,75.8,7.32,
431,05/25/23 12:35:50 PM,74.5,75.8,7.32,
432,05/25/23 12:35:55 PM,74.7,75.8,7.32,
433,05/25/23 12:36:00 PM,74.1,75.5,7.32,
434,05/25/23 12:36:05 PM,74.2,75.5,7.32,
435,05/25/23 12:36:10 PM,74.4,75.8,7.32,
436,05/25/23 12:36:15 PM,74.6,75.8,7.32,
437,05/25/23 12:36:20 PM,74.7,76.2,7.30,
438,05/25/23 12:36:25 PM,75.2,77.0,7.32,
439,05/25/23 12:36:30 PM,74.9,76.2,7.30,
440,05/25/23 12:36:35 PM,74.7,75.8,7.30,
441,05/25/23 12:36:40 PM,74.5,75.8,7.32,
442,05/25/23 12:36:45 PM,74.3,75.5,7.32,
443,05/25/23 12:36:50 PM,74.3,75.5,7.32,
444,05/25/23 12:36:55 PM,74.3,75.5,7.32,
445,05/25/23 12:37:00 PM,74.4,75.8,7.33,
446,05/25/23 12:37:05 PM,74.7,75.8,7.32,
447,05/25/23 12:37:10 PM,74.4,75.8,7.32,
448,05/25/23 12:37:15 PM,74.5,75.8,7.32,
449,05/25/23 12:37:20 PM,74.6,75.8,7.32,
450,05/25/23 12:37:25 PM,74.4,75.8,7.32,
451,05/25/23 12:37:30 PM,74.4,75.8,7.32,
452,05/25/23 12:37:35 PM,74.5,75.8,7.33,
453,05/25/23 12:37:40 PM,74.7,75.8,7.32,
454,05/25/23 12:37:45 PM,74.9,77.0,7.32,
455,05/25/23 12:37:50 PM,74.7,75.8,7.32,
456,05/25/23 12:37:55 PM,74.8,76.2,7.32,
