"Plot Title: mgas_nhc_cb_poolUp_DO"
"#","Date Time, GMT-04:00","DO conc, mg/L (LGR S/N: 10904742, SEN S/N: 10904742)","Temp, °C (LGR S/N: 10904742, SEN S/N: 10904742)","Coupler Attached (LGR S/N: 10904742)","Host Connected (LGR S/N: 10904742)","Stopped (LGR S/N: 10904742)","End Of File (LGR S/N: 10904742)"
55,06/15/23 03:30:00 AM,7.43,20.98,,,,
56,06/15/23 03:45:00 AM,7.42,20.94,,,,
57,06/15/23 04:00:00 AM,7.44,20.88,,,,
58,06/15/23 04:15:00 AM,7.43,20.82,,,,
59,06/15/23 04:30:00 AM,7.41,20.78,,,,
60,06/15/23 04:45:00 AM,7.42,20.72,,,,
61,06/15/23 05:00:00 AM,7.40,20.66,,,,
62,06/15/23 05:15:00 AM,7.47,20.60,,,,
63,06/15/23 05:30:00 AM,7.41,20.54,,,,
64,06/15/23 05:45:00 AM,7.41,20.50,,,,
65,06/15/23 06:00:00 AM,7.40,20.44,,,,
66,06/15/23 06:15:00 AM,7.49,20.38,,,,
67,06/15/23 06:30:00 AM,7.30,20.34,,,,
68,06/15/23 06:45:00 AM,7.46,20.26,,,,
69,06/15/23 07:00:00 AM,7.49,20.22,,,,
70,06/15/23 07:15:00 AM,7.46,20.20,,,,
71,06/15/23 07:30:00 AM,7.53,20.14,,,,
72,06/15/23 07:45:00 AM,7.53,20.14,,,,
73,06/15/23 08:00:00 AM,7.62,20.12,,,,
74,06/15/23 08:15:00 AM,7.74,20.14,,,,
75,06/15/23 08:30:00 AM,7.72,20.16,,,,
76,06/15/23 08:45:00 AM,7.83,20.18,,,,
77,06/15/23 09:00:00 AM,7.83,20.24,,,,
78,06/15/23 09:15:00 AM,7.89,20.30,,,,
79,06/15/23 09:30:00 AM,8.07,20.38,,,,
80,06/15/23 09:45:00 AM,8.19,20.46,,,,
81,06/15/23 10:00:00 AM,8.22,20.56,,,,
82,06/15/23 10:15:00 AM,8.34,20.70,,,,
83,06/15/23 10:30:00 AM,8.46,20.82,,,,
84,06/15/23 10:45:00 AM,8.50,21.00,,,,
85,06/15/23 11:00:00 AM,8.66,21.18,,,,
86,06/15/23 11:15:00 AM,8.77,21.36,,,,
87,06/15/23 11:30:00 AM,8.75,21.56,,,,
88,06/15/23 11:45:00 AM,8.91,21.76,,,,
89,06/15/23 12:00:00 PM,8.94,22.02,,,,
90,06/15/23 12:15:00 PM,9.14,22.24,,,,
91,06/15/23 12:30:00 PM,9.22,22.50,,,,
92,06/15/23 12:45:00 PM,9.31,22.72,,,,
93,06/15/23 01:00:00 PM,9.43,22.84,,,,
94,06/15/23 01:15:00 PM,9.45,23.12,,,,
95,06/15/23 01:30:00 PM,9.41,23.34,,,,
96,06/15/23 01:45:00 PM,9.44,23.52,,,,
97,06/15/23 02:00:00 PM,9.45,23.80,,,,
98,06/15/23 02:15:00 PM,9.45,23.90,,,,
99,06/15/23 02:30:00 PM,9.31,24.08,,,,
100,06/15/23 02:45:00 PM,9.33,24.20,,,,
101,06/15/23 03:00:00 PM,9.21,24.32,,,,
102,06/15/23 03:15:00 PM,9.29,24.34,,,,
103,06/15/23 03:30:00 PM,9.18,24.32,,,,
104,06/15/23 03:45:00 PM,8.97,24.40,,,,
105,06/15/23 04:00:00 PM,8.90,24.38,,,,
106,06/15/23 04:15:00 PM,8.86,24.44,,,,
107,06/15/23 04:30:00 PM,8.78,24.40,,,,
108,06/15/23 04:45:00 PM,8.58,24.34,,,,
109,06/15/23 05:00:00 PM,8.42,24.28,,,,
110,06/15/23 05:15:00 PM,8.29,24.20,,,,
111,06/15/23 05:30:00 PM,8.21,24.12,,,,
112,06/15/23 05:45:00 PM,8.01,24.04,,,,
113,06/15/23 06:00:00 PM,8.28,23.94,,,,
114,06/15/23 06:15:00 PM,7.98,23.86,,,,
115,06/15/23 06:30:00 PM,8.04,23.78,,,,
116,06/15/23 06:45:00 PM,7.98,23.70,,,,
117,06/15/23 07:00:00 PM,7.83,23.64,,,,
118,06/15/23 07:15:00 PM,7.71,23.58,,,,
119,06/15/23 07:30:00 PM,7.76,23.50,,,,
120,06/15/23 07:45:00 PM,7.74,23.42,,,,
121,06/15/23 08:00:00 PM,7.76,23.34,,,,
122,06/15/23 08:15:00 PM,7.62,23.26,,,,
123,06/15/23 08:30:00 PM,7.67,23.18,,,,
124,06/15/23 08:45:00 PM,7.63,23.10,,,,
125,06/15/23 09:00:00 PM,7.53,23.00,,,,
126,06/15/23 09:15:00 PM,7.47,22.92,,,,
127,06/15/23 09:30:00 PM,7.42,22.82,,,,
128,06/15/23 09:45:00 PM,7.42,22.72,,,,
129,06/15/23 10:00:00 PM,7.46,22.62,,,,
130,06/15/23 10:15:00 PM,7.44,22.54,,,,
131,06/15/23 10:30:00 PM,7.44,22.44,,,,
132,06/15/23 10:45:00 PM,7.44,22.36,,,,
133,06/15/23 11:00:00 PM,7.43,22.28,,,,
134,06/15/23 11:15:00 PM,7.44,22.20,,,,
135,06/15/23 11:30:00 PM,7.40,22.14,,,,
136,06/15/23 11:45:00 PM,7.43,22.06,,,,
137,06/16/23 12:00:00 AM,7.38,22.00,,,,
138,06/16/23 12:15:00 AM,7.44,21.92,,,,
139,06/16/23 12:30:00 AM,7.35,21.86,,,,
140,06/16/23 12:45:00 AM,7.39,21.80,,,,
141,06/16/23 01:00:00 AM,7.41,21.74,,,,
142,06/16/23 01:15:00 AM,7.43,21.68,,,,
143,06/16/23 01:30:00 AM,7.43,21.62,,,,
144,06/16/23 01:45:00 AM,7.42,21.56,,,,
145,06/16/23 02:00:00 AM,7.44,21.52,,,,
146,06/16/23 02:15:00 AM,7.44,21.46,,,,
147,06/16/23 02:30:00 AM,7.38,21.42,,,,
148,06/16/23 02:45:00 AM,7.46,21.36,,,,
149,06/16/23 03:00:00 AM,7.47,21.30,,,,
150,06/16/23 03:15:00 AM,7.43,21.26,,,,
151,06/16/23 03:30:00 AM,7.43,21.22,,,,
152,06/16/23 03:45:00 AM,7.43,21.16,,,,
153,06/16/23 04:00:00 AM,7.47,21.12,,,,
154,06/16/23 04:15:00 AM,7.43,21.06,,,,
155,06/16/23 04:30:00 AM,7.36,21.02,,,,
156,06/16/23 04:45:00 AM,7.43,20.98,,,,
157,06/16/23 05:00:00 AM,7.40,20.92,,,,
158,06/16/23 05:15:00 AM,7.40,20.88,,,,
159,06/16/23 05:30:00 AM,7.40,20.82,,,,
160,06/16/23 05:45:00 AM,7.47,20.78,,,,
161,06/16/23 06:00:00 AM,7.30,20.72,,,,
162,06/16/23 06:15:00 AM,7.24,20.68,,,,
163,06/16/23 06:30:00 AM,7.47,20.64,,,,
164,06/16/23 06:45:00 AM,7.47,20.60,,,,
165,06/16/23 07:00:00 AM,7.48,20.56,,,,
166,06/16/23 07:15:00 AM,7.44,20.52,,,,
167,06/16/23 07:30:00 AM,7.36,20.50,,,,
168,06/16/23 07:45:00 AM,7.44,20.46,,,,
169,06/16/23 08:00:00 AM,7.56,20.46,,,,
170,06/16/23 08:15:00 AM,7.55,20.46,,,,
171,06/16/23 08:30:00 AM,7.37,20.46,,,,
172,06/16/23 08:45:00 AM,7.71,20.50,,,,
173,06/16/23 09:00:00 AM,7.66,20.54,,,,
174,06/16/23 09:15:00 AM,7.82,20.62,,,,
175,06/16/23 09:30:00 AM,7.74,20.72,,,,
176,06/16/23 09:45:00 AM,7.99,20.88,,,,
177,06/16/23 10:00:00 AM,8.11,21.04,,,,
178,06/16/23 10:15:00 AM,8.21,21.28,,,,
179,06/16/23 10:30:00 AM,8.39,21.56,,,,
180,06/16/23 10:45:00 AM,8.55,21.84,,,,
181,06/16/23 11:00:00 AM,8.75,22.14,,,,
182,06/16/23 11:15:00 AM,8.83,22.42,,,,
183,06/16/23 11:30:00 AM,8.91,22.70,,,,
184,06/16/23 11:45:00 AM,8.89,23.00,,,,
185,06/16/23 12:00:00 PM,8.87,23.24,,,,
186,06/16/23 12:15:00 PM,9.04,23.52,,,,
187,06/16/23 12:30:00 PM,9.06,23.72,,,,
188,06/16/23 12:45:00 PM,9.20,23.94,,,,
189,06/16/23 01:00:00 PM,9.37,24.14,,,,
190,06/16/23 01:15:00 PM,9.34,24.32,,,,
191,06/16/23 01:30:00 PM,9.42,24.38,,,,
192,06/16/23 01:45:00 PM,9.30,24.56,,,,
193,06/16/23 02:00:00 PM,9.37,24.70,,,,
194,06/16/23 02:15:00 PM,9.30,24.92,,,,
195,06/16/23 02:30:00 PM,9.38,24.98,,,,
196,06/16/23 02:45:00 PM,9.32,25.14,,,,
197,06/16/23 03:00:00 PM,9.29,25.30,,,,
198,06/16/23 03:15:00 PM,9.00,25.46,,,,
199,06/16/23 03:30:00 PM,9.01,25.56,,,,
200,06/16/23 03:45:00 PM,8.96,25.60,,,,
201,06/16/23 04:00:00 PM,8.85,25.60,,,,
202,06/16/23 04:15:00 PM,8.74,25.56,,,,
203,06/16/23 04:30:00 PM,8.51,25.48,,,,
204,06/16/23 04:45:00 PM,8.44,25.48,,,,
205,06/16/23 05:00:00 PM,8.34,25.40,,,,
206,06/16/23 05:15:00 PM,8.18,25.26,,,,
207,06/16/23 05:30:00 PM,7.80,25.14,,,,
208,06/16/23 05:45:00 PM,7.77,25.02,,,,
209,06/16/23 06:00:00 PM,7.62,24.90,,,,
210,06/16/23 06:15:00 PM,7.46,24.78,,,,
211,06/16/23 06:30:00 PM,7.26,24.70,,,,
212,06/16/23 06:45:00 PM,7.31,24.62,,,,
213,06/16/23 07:00:00 PM,7.49,24.56,,,,
214,06/16/23 07:15:00 PM,7.48,24.46,,,,
215,06/16/23 07:30:00 PM,7.17,24.38,,,,
216,06/16/23 07:45:00 PM,7.32,24.30,,,,
217,06/16/23 08:00:00 PM,7.19,24.18,,,,
218,06/16/23 08:15:00 PM,7.24,24.08,,,,
219,06/16/23 08:30:00 PM,7.30,23.98,,,,
220,06/16/23 08:45:00 PM,7.20,23.88,,,,
221,06/16/23 09:00:00 PM,7.16,23.78,,,,
222,06/16/23 09:15:00 PM,7.10,23.70,,,,
223,06/16/23 09:30:00 PM,7.13,23.58,,,,
224,06/16/23 09:45:00 PM,7.10,23.48,,,,
225,06/16/23 10:00:00 PM,7.09,23.38,,,,
226,06/16/23 10:15:00 PM,7.05,23.28,,,,
227,06/16/23 10:30:00 PM,7.10,23.18,,,,
228,06/16/23 10:45:00 PM,7.09,23.06,,,,
229,06/16/23 11:00:00 PM,7.09,22.92,,,,
230,06/16/23 11:15:00 PM,7.06,22.82,,,,
231,06/16/23 11:30:00 PM,7.17,22.70,,,,
232,06/16/23 11:45:00 PM,7.16,22.60,,,,
233,06/17/23 12:00:00 AM,7.12,22.48,,,,
234,06/17/23 12:15:00 AM,7.18,22.34,,,,
235,06/17/23 12:30:00 AM,7.18,22.22,,,,
236,06/17/23 12:45:00 AM,7.20,22.10,,,,
237,06/17/23 01:00:00 AM,7.21,21.98,,,,
238,06/17/23 01:15:00 AM,7.16,21.88,,,,
239,06/17/23 01:30:00 AM,7.17,21.76,,,,
240,06/17/23 01:45:00 AM,7.26,21.64,,,,
241,06/17/23 02:00:00 AM,7.25,21.54,,,,
242,06/17/23 02:15:00 AM,7.26,21.46,,,,
243,06/17/23 02:30:00 AM,7.28,21.36,,,,
244,06/17/23 02:45:00 AM,7.30,21.26,,,,
245,06/17/23 03:00:00 AM,7.31,21.16,,,,
246,06/17/23 03:15:00 AM,7.30,21.08,,,,
247,06/17/23 03:30:00 AM,7.35,20.98,,,,
248,06/17/23 03:45:00 AM,7.31,20.90,,,,
249,06/17/23 04:00:00 AM,7.35,20.82,,,,
250,06/17/23 04:15:00 AM,7.30,20.74,,,,
251,06/17/23 04:30:00 AM,7.33,20.66,,,,
252,06/17/23 04:45:00 AM,7.36,20.58,,,,
253,06/17/23 05:00:00 AM,7.38,20.52,,,,
254,06/17/23 05:15:00 AM,7.35,20.44,,,,
255,06/17/23 05:30:00 AM,7.30,20.36,,,,
256,06/17/23 05:45:00 AM,7.36,20.30,,,,
257,06/17/23 06:00:00 AM,7.37,20.24,,,,
258,06/17/23 06:15:00 AM,7.39,20.16,,,,
259,06/17/23 06:30:00 AM,7.42,20.10,,,,
260,06/17/23 06:45:00 AM,7.39,20.04,,,,
261,06/17/23 07:00:00 AM,7.36,19.98,,,,
262,06/17/23 07:15:00 AM,7.14,19.92,,,,
263,06/17/23 07:30:00 AM,7.39,19.86,,,,
264,06/17/23 07:45:00 AM,7.44,19.84,,,,
265,06/17/23 08:00:00 AM,7.50,19.82,,,,
266,06/17/23 08:15:00 AM,7.65,19.84,,,,
267,06/17/23 08:30:00 AM,7.63,19.84,,,,
268,06/17/23 08:45:00 AM,7.80,19.90,,,,
269,06/17/23 09:00:00 AM,7.83,19.96,,,,
270,06/17/23 09:15:00 AM,7.97,20.04,,,,
271,06/17/23 09:30:00 AM,8.24,20.22,,,,
272,06/17/23 09:45:00 AM,8.30,20.40,,,,
273,06/17/23 10:00:00 AM,8.42,20.64,,,,
274,06/17/23 10:15:00 AM,8.61,20.94,,,,
275,06/17/23 10:30:00 AM,8.65,21.16,,,,
276,06/17/23 10:45:00 AM,8.72,21.36,,,,
277,06/17/23 11:00:00 AM,8.84,21.60,,,,
278,06/17/23 11:15:00 AM,8.87,21.80,,,,
279,06/17/23 11:30:00 AM,8.90,21.96,,,,
280,06/17/23 11:45:00 AM,8.98,22.14,,,,
281,06/17/23 12:00:00 PM,8.97,22.30,,,,
282,06/17/23 12:15:00 PM,9.14,22.44,,,,
283,06/17/23 12:30:00 PM,9.10,22.64,,,,
284,06/17/23 12:45:00 PM,9.12,22.78,,,,
285,06/17/23 01:00:00 PM,9.19,22.96,,,,
286,06/17/23 01:15:00 PM,9.15,23.10,,,,
287,06/17/23 01:30:00 PM,9.20,23.28,,,,
288,06/17/23 01:45:00 PM,9.11,23.46,,,,
289,06/17/23 02:00:00 PM,9.09,23.62,,,,
290,06/17/23 02:15:00 PM,9.14,23.82,,,,
291,06/17/23 02:30:00 PM,9.13,24.00,,,,
292,06/17/23 02:45:00 PM,9.10,24.20,,,,
293,06/17/23 03:00:00 PM,9.10,24.32,,,,
294,06/17/23 03:15:00 PM,9.03,24.46,,,,
295,06/17/23 03:30:00 PM,9.00,24.56,,,,
296,06/17/23 03:45:00 PM,9.06,24.62,,,,
297,06/17/23 04:00:00 PM,8.96,24.68,,,,
298,06/17/23 04:15:00 PM,9.01,24.72,,,,
299,06/17/23 04:30:00 PM,9.02,24.70,,,,
300,06/17/23 04:45:00 PM,8.95,24.64,,,,
301,06/17/23 05:00:00 PM,8.85,24.58,,,,
302,06/17/23 05:15:00 PM,8.75,24.52,,,,
303,06/17/23 05:30:00 PM,8.71,24.44,,,,
304,06/17/23 05:45:00 PM,8.65,24.34,,,,
305,06/17/23 06:00:00 PM,8.55,24.24,,,,
306,06/17/23 06:15:00 PM,8.52,24.12,,,,
307,06/17/23 06:30:00 PM,8.41,23.98,,,,
308,06/17/23 06:45:00 PM,8.35,23.84,,,,
309,06/17/23 07:00:00 PM,8.23,23.70,,,,
310,06/17/23 07:15:00 PM,8.16,23.54,,,,
311,06/17/23 07:30:00 PM,8.07,23.40,,,,
312,06/17/23 07:45:00 PM,7.99,23.26,,,,
313,06/17/23 08:00:00 PM,7.89,23.14,,,,
314,06/17/23 08:15:00 PM,7.88,23.00,,,,
315,06/17/23 08:30:00 PM,7.82,22.88,,,,
316,06/17/23 08:45:00 PM,7.77,22.74,,,,
317,06/17/23 09:00:00 PM,7.76,22.60,,,,
318,06/17/23 09:15:00 PM,7.69,22.48,,,,
319,06/17/23 09:30:00 PM,7.62,22.36,,,,
320,06/17/23 09:45:00 PM,7.62,22.24,,,,
321,06/17/23 10:00:00 PM,7.62,22.14,,,,
322,06/17/23 10:15:00 PM,7.64,22.04,,,,
323,06/17/23 10:30:00 PM,7.63,21.94,,,,
324,06/17/23 10:45:00 PM,7.63,21.86,,,,
325,06/17/23 11:00:00 PM,7.56,21.78,,,,
326,06/17/23 11:15:00 PM,7.56,21.70,,,,
327,06/17/23 11:30:00 PM,7.61,21.62,,,,
328,06/17/23 11:45:00 PM,7.55,21.54,,,,
329,06/18/23 12:00:00 AM,7.54,21.46,,,,
330,06/18/23 12:15:00 AM,7.53,21.40,,,,
331,06/18/23 12:30:00 AM,7.51,21.32,,,,
332,06/18/23 12:45:00 AM,7.58,21.26,,,,
333,06/18/23 01:00:00 AM,7.59,21.18,,,,
334,06/18/23 01:15:00 AM,7.58,21.14,,,,
335,06/18/23 01:30:00 AM,7.60,21.06,,,,
336,06/18/23 01:45:00 AM,7.58,21.00,,,,
337,06/18/23 02:00:00 AM,7.60,20.96,,,,
338,06/18/23 02:15:00 AM,7.56,20.90,,,,
339,06/18/23 02:30:00 AM,7.59,20.82,,,,
340,06/18/23 02:45:00 AM,7.58,20.78,,,,
341,06/18/23 03:00:00 AM,7.53,20.70,,,,
342,06/18/23 03:15:00 AM,7.55,20.64,,,,
343,06/18/23 03:30:00 AM,7.59,20.58,,,,
344,06/18/23 03:45:00 AM,7.50,20.52,,,,
345,06/18/23 04:00:00 AM,7.53,20.46,,,,
346,06/18/23 04:15:00 AM,7.58,20.40,,,,
347,06/18/23 04:30:00 AM,7.63,20.32,,,,
348,06/18/23 04:45:00 AM,7.61,20.26,,,,
349,06/18/23 05:00:00 AM,7.55,20.22,,,,
350,06/18/23 05:15:00 AM,7.65,20.14,,,,
351,06/18/23 05:30:00 AM,7.56,20.08,,,,
352,06/18/23 05:45:00 AM,7.56,20.02,,,,
353,06/18/23 06:00:00 AM,7.60,19.96,,,,
354,06/18/23 06:15:00 AM,7.59,19.90,,,,
355,06/18/23 06:30:00 AM,7.61,19.84,,,,
356,06/18/23 06:45:00 AM,7.66,19.78,,,,
357,06/18/23 07:00:00 AM,7.62,19.72,,,,
358,06/18/23 07:15:00 AM,7.65,19.68,,,,
359,06/18/23 07:30:00 AM,7.67,19.64,,,,
360,06/18/23 07:45:00 AM,7.69,19.62,,,,
361,06/18/23 08:00:00 AM,7.74,19.60,,,,
362,06/18/23 08:15:00 AM,7.80,19.60,,,,
363,06/18/23 08:30:00 AM,7.96,19.62,,,,
364,06/18/23 08:45:00 AM,7.85,19.64,,,,
365,06/18/23 09:00:00 AM,7.96,19.70,,,,
366,06/18/23 09:15:00 AM,7.97,19.78,,,,
367,06/18/23 09:30:00 AM,8.09,19.90,,,,
368,06/18/23 09:45:00 AM,8.37,20.06,,,,
369,06/18/23 10:00:00 AM,8.42,20.26,,,,
370,06/18/23 10:15:00 AM,8.45,20.50,,,,
371,06/18/23 10:30:00 AM,8.67,20.74,,,,
372,06/18/23 10:45:00 AM,8.76,20.94,,,,
373,06/18/23 11:00:00 AM,8.92,21.24,,,,
374,06/18/23 11:15:00 AM,9.02,21.52,,,,
375,06/18/23 11:30:00 AM,9.14,21.76,,,,
376,06/18/23 11:45:00 AM,9.19,21.94,,,,
377,06/18/23 12:00:00 PM,9.24,22.14,,,,
378,06/18/23 12:15:00 PM,9.28,22.32,,,,
379,06/18/23 12:30:00 PM,9.37,22.46,,,,
380,06/18/23 12:45:00 PM,9.51,22.74,,,,
381,06/18/23 01:00:00 PM,9.49,22.98,,,,
382,06/18/23 01:15:00 PM,9.48,23.18,,,,
383,06/18/23 01:30:00 PM,9.46,23.40,,,,
384,06/18/23 01:45:00 PM,9.49,23.64,,,,
385,06/18/23 02:00:00 PM,9.53,23.76,,,,
386,06/18/23 02:15:00 PM,9.54,23.98,,,,
387,06/18/23 02:30:00 PM,9.48,24.16,,,,
388,06/18/23 02:45:00 PM,9.51,24.36,,,,
389,06/18/23 03:00:00 PM,9.33,24.60,,,,
390,06/18/23 03:15:00 PM,9.36,24.62,,,,
391,06/18/23 03:30:00 PM,9.21,24.76,,,,
392,06/18/23 03:45:00 PM,9.15,24.92,,,,
393,06/18/23 04:00:00 PM,9.18,24.98,,,,
394,06/18/23 04:15:00 PM,9.04,25.10,,,,
395,06/18/23 04:30:00 PM,9.00,25.24,,,,
396,06/18/23 04:45:00 PM,8.91,25.24,,,,
397,06/18/23 05:00:00 PM,8.75,25.28,,,,
398,06/18/23 05:15:00 PM,8.69,25.24,,,,
399,06/18/23 05:30:00 PM,8.57,25.26,,,,
400,06/18/23 05:45:00 PM,8.50,25.16,,,,
401,06/18/23 06:00:00 PM,8.35,25.12,,,,
402,06/18/23 06:15:00 PM,8.37,25.02,,,,
403,06/18/23 06:30:00 PM,8.32,24.92,,,,
404,06/18/23 06:45:00 PM,8.23,24.80,,,,
405,06/18/23 07:00:00 PM,8.15,24.62,,,,
406,06/18/23 07:15:00 PM,8.12,24.42,,,,
407,06/18/23 07:30:00 PM,7.97,24.24,,,,
408,06/18/23 07:45:00 PM,7.87,24.06,,,,
409,06/18/23 08:00:00 PM,7.78,23.88,,,,
410,06/18/23 08:15:00 PM,7.70,23.76,,,,
411,06/18/23 08:30:00 PM,7.62,23.62,,,,
412,06/18/23 08:45:00 PM,7.52,23.48,,,,
413,06/18/23 09:00:00 PM,7.46,23.34,,,,
414,06/18/23 09:15:00 PM,7.36,23.22,,,,
415,06/18/23 09:30:00 PM,7.40,23.06,,,,
416,06/18/23 09:45:00 PM,7.35,22.96,,,,
417,06/18/23 10:00:00 PM,7.37,22.84,,,,
418,06/18/23 10:15:00 PM,7.37,22.74,,,,
419,06/18/23 10:30:00 PM,7.31,22.66,,,,
420,06/18/23 10:45:00 PM,7.29,22.56,,,,
421,06/18/23 11:00:00 PM,7.29,22.46,,,,
422,06/18/23 11:15:00 PM,7.31,22.36,,,,
423,06/18/23 11:30:00 PM,7.29,22.26,,,,
424,06/18/23 11:45:00 PM,7.29,22.18,,,,
425,06/19/23 12:00:00 AM,7.32,22.10,,,,
426,06/19/23 12:15:00 AM,7.29,22.02,,,,
427,06/19/23 12:30:00 AM,7.26,21.96,,,,
428,06/19/23 12:45:00 AM,7.29,21.90,,,,
429,06/19/23 01:00:00 AM,7.31,21.82,,,,
430,06/19/23 01:15:00 AM,7.30,21.78,,,,
431,06/19/23 01:30:00 AM,7.40,21.72,,,,
432,06/19/23 01:45:00 AM,7.33,21.66,,,,
433,06/19/23 02:00:00 AM,7.32,21.60,,,,
434,06/19/23 02:15:00 AM,7.28,21.56,,,,
435,06/19/23 02:30:00 AM,7.30,21.52,,,,
436,06/19/23 02:45:00 AM,7.26,21.48,,,,
437,06/19/23 03:00:00 AM,7.29,21.44,,,,
438,06/19/23 03:15:00 AM,7.28,21.40,,,,
439,06/19/23 03:30:00 AM,7.30,21.38,,,,
440,06/19/23 03:45:00 AM,7.30,21.34,,,,
441,06/19/23 04:00:00 AM,7.26,21.30,,,,
442,06/19/23 04:15:00 AM,7.30,21.26,,,,
443,06/19/23 04:30:00 AM,7.27,21.24,,,,
444,06/19/23 04:45:00 AM,7.22,21.20,,,,
445,06/19/23 05:00:00 AM,7.19,21.18,,,,
446,06/19/23 05:15:00 AM,7.25,21.14,,,,
447,06/19/23 05:30:00 AM,7.24,21.12,,,,
448,06/19/23 05:45:00 AM,7.21,21.08,,,,
449,06/19/23 06:00:00 AM,7.26,21.06,,,,
450,06/19/23 06:15:00 AM,7.33,21.04,,,,
451,06/19/23 06:30:00 AM,7.22,21.02,,,,
452,06/19/23 06:45:00 AM,7.27,21.00,,,,
453,06/19/23 07:00:00 AM,7.32,20.98,,,,
454,06/19/23 07:15:00 AM,7.28,20.98,,,,
455,06/19/23 07:30:00 AM,7.27,20.96,,,,
456,06/19/23 07:45:00 AM,7.37,20.96,,,,
457,06/19/23 08:00:00 AM,7.30,20.96,,,,
458,06/19/23 08:15:00 AM,7.47,20.98,,,,
459,06/19/23 08:30:00 AM,7.44,21.02,,,,
460,06/19/23 08:45:00 AM,7.54,21.04,,,,
461,06/19/23 09:00:00 AM,7.60,21.10,,,,
462,06/19/23 09:15:00 AM,7.81,21.20,,,,
463,06/19/23 09:30:00 AM,7.84,21.28,,,,
464,06/19/23 09:45:00 AM,8.01,21.38,,,,
465,06/19/23 10:00:00 AM,7.95,21.48,,,,
466,06/19/23 10:15:00 AM,8.04,21.60,,,,
467,06/19/23 10:30:00 AM,8.37,21.74,,,,
468,06/19/23 10:45:00 AM,8.07,21.84,,,,
469,06/19/23 11:00:00 AM,8.38,22.02,,,,
