"Plot Title: mgas_nhc_poolDown_DO"
"#","Date Time, GMT-04:00","DO conc, mg/L (LGR S/N: 10808939, SEN S/N: 10808939)","Temp, °C (LGR S/N: 10808939, SEN S/N: 10808939)","Coupler Attached (LGR S/N: 10808939)","Host Connected (LGR S/N: 10808939)","Stopped (LGR S/N: 10808939)","End Of File (LGR S/N: 10808939)"
68,06/22/23 04:30:00 AM,8.41,20.08,,,,
69,06/22/23 04:45:00 AM,8.41,20.06,,,,
70,06/22/23 05:00:00 AM,8.41,20.04,,,,
71,06/22/23 05:15:00 AM,8.41,20.04,,,,
72,06/22/23 05:30:00 AM,8.41,20.02,,,,
73,06/22/23 05:45:00 AM,8.41,20.00,,,,
74,06/22/23 06:00:00 AM,8.41,20.00,,,,
75,06/22/23 06:15:00 AM,8.41,19.98,,,,
76,06/22/23 06:30:00 AM,8.41,19.98,,,,
77,06/22/23 06:45:00 AM,8.42,19.96,,,,
78,06/22/23 07:00:00 AM,8.42,19.94,,,,
79,06/22/23 07:15:00 AM,8.43,19.94,,,,
80,06/22/23 07:30:00 AM,8.43,19.92,,,,
81,06/22/23 07:45:00 AM,8.46,19.92,,,,
82,06/22/23 08:00:00 AM,8.47,19.90,,,,
83,06/22/23 08:15:00 AM,8.50,19.90,,,,
84,06/22/23 08:30:00 AM,8.53,19.88,,,,
85,06/22/23 08:45:00 AM,8.54,19.88,,,,
86,06/22/23 09:00:00 AM,8.56,19.88,,,,
87,06/22/23 09:15:00 AM,8.58,19.88,,,,
88,06/22/23 09:30:00 AM,8.62,19.92,,,,
89,06/22/23 09:45:00 AM,8.69,19.98,,,,
90,06/22/23 10:00:00 AM,8.74,20.04,,,,
91,06/22/23 10:15:00 AM,8.75,20.08,,,,
92,06/22/23 10:30:00 AM,8.74,20.10,,,,
93,06/22/23 10:45:00 AM,8.73,20.12,,,,
94,06/22/23 11:00:00 AM,8.70,20.12,,,,
95,06/22/23 11:15:00 AM,8.69,20.14,,,,
96,06/22/23 11:30:00 AM,8.71,20.14,,,,
97,06/22/23 11:45:00 AM,8.71,20.16,,,,
98,06/22/23 12:00:00 PM,8.71,20.18,,,,
99,06/22/23 12:15:00 PM,8.70,20.18,,,,
100,06/22/23 12:30:00 PM,8.68,20.18,,,,
101,06/22/23 12:45:00 PM,8.69,20.16,,,,
102,06/22/23 01:00:00 PM,8.75,20.12,,,,
103,06/22/23 01:15:00 PM,8.78,20.10,,,,
104,06/22/23 01:30:00 PM,8.79,20.12,,,,
105,06/22/23 01:45:00 PM,8.78,20.14,,,,
106,06/22/23 02:00:00 PM,8.82,20.20,,,,
107,06/22/23 02:15:00 PM,8.78,20.24,,,,
108,06/22/23 02:30:00 PM,8.73,20.28,,,,
109,06/22/23 02:45:00 PM,8.70,20.30,,,,
110,06/22/23 03:00:00 PM,8.73,20.32,,,,
111,06/22/23 03:15:00 PM,8.75,20.34,,,,
112,06/22/23 03:30:00 PM,8.73,20.36,,,,
113,06/22/23 03:45:00 PM,8.74,20.40,,,,
114,06/22/23 04:00:00 PM,8.76,20.46,,,,
115,06/22/23 04:15:00 PM,8.75,20.48,,,,
116,06/22/23 04:30:00 PM,8.78,20.54,,,,
117,06/22/23 04:45:00 PM,8.77,20.56,,,,
118,06/22/23 05:00:00 PM,8.76,20.58,,,,
119,06/22/23 05:15:00 PM,8.71,20.58,,,,
120,06/22/23 05:30:00 PM,8.74,20.60,,,,
121,06/22/23 05:45:00 PM,8.74,20.62,,,,
122,06/22/23 06:00:00 PM,8.69,20.62,,,,
123,06/22/23 06:15:00 PM,8.67,20.60,,,,
124,06/22/23 06:30:00 PM,8.67,20.60,,,,
125,06/22/23 06:45:00 PM,8.64,20.60,,,,
126,06/22/23 07:00:00 PM,8.61,20.58,,,,
127,06/22/23 07:15:00 PM,8.57,20.54,,,,
128,06/22/23 07:30:00 PM,8.56,20.52,,,,
129,06/22/23 07:45:00 PM,8.54,20.50,,,,
130,06/22/23 08:00:00 PM,8.54,20.48,,,,
131,06/22/23 08:15:00 PM,8.53,20.46,,,,
132,06/22/23 08:30:00 PM,8.52,20.46,,,,
133,06/22/23 08:45:00 PM,8.51,20.44,,,,
134,06/22/23 09:00:00 PM,8.50,20.42,,,,
135,06/22/23 09:15:00 PM,8.50,20.42,,,,
136,06/22/23 09:30:00 PM,8.49,20.40,,,,
137,06/22/23 09:45:00 PM,8.49,20.38,,,,
138,06/22/23 10:00:00 PM,8.49,20.38,,,,
139,06/22/23 10:15:00 PM,8.49,20.36,,,,
140,06/22/23 10:30:00 PM,8.48,20.36,,,,
141,06/22/23 10:45:00 PM,8.48,20.34,,,,
142,06/22/23 11:00:00 PM,8.49,20.34,,,,
143,06/22/23 11:15:00 PM,8.48,20.32,,,,
144,06/22/23 11:30:00 PM,8.48,20.32,,,,
145,06/22/23 11:45:00 PM,8.48,20.30,,,,
146,06/23/23 12:00:00 AM,8.48,20.30,,,,
147,06/23/23 12:15:00 AM,8.46,20.30,,,,
148,06/23/23 12:30:00 AM,8.46,20.28,,,,
149,06/23/23 12:45:00 AM,8.46,20.28,,,,
150,06/23/23 01:00:00 AM,8.46,20.26,,,,
151,06/23/23 01:15:00 AM,8.46,20.26,,,,
152,06/23/23 01:30:00 AM,8.48,20.26,,,,
153,06/23/23 01:45:00 AM,8.51,20.24,,,,
154,06/23/23 02:00:00 AM,8.51,20.24,,,,
155,06/23/23 02:15:00 AM,8.50,20.24,,,,
156,06/23/23 02:30:00 AM,8.49,20.22,,,,
157,06/23/23 02:45:00 AM,8.48,20.22,,,,
158,06/23/23 03:00:00 AM,8.49,20.22,,,,
159,06/23/23 03:15:00 AM,8.50,20.22,,,,
160,06/23/23 03:30:00 AM,8.53,20.20,,,,
161,06/23/23 03:45:00 AM,8.55,20.20,,,,
162,06/23/23 04:00:00 AM,8.53,20.18,,,,
163,06/23/23 04:15:00 AM,8.54,20.16,,,,
164,06/23/23 04:30:00 AM,8.54,20.14,,,,
165,06/23/23 04:45:00 AM,8.54,20.14,,,,
166,06/23/23 05:00:00 AM,8.54,20.14,,,,
167,06/23/23 05:15:00 AM,8.56,20.10,,,,
168,06/23/23 05:30:00 AM,8.56,20.08,,,,
169,06/23/23 05:45:00 AM,8.57,20.08,,,,
170,06/23/23 06:00:00 AM,8.57,20.08,,,,
171,06/23/23 06:15:00 AM,8.56,20.08,,,,
172,06/23/23 06:30:00 AM,8.56,20.08,,,,
173,06/23/23 06:45:00 AM,8.61,20.10,,,,
174,06/23/23 07:00:00 AM,8.61,20.14,,,,
175,06/23/23 07:15:00 AM,8.61,20.16,,,,
176,06/23/23 07:30:00 AM,8.62,20.16,,,,
177,06/23/23 07:45:00 AM,8.62,20.16,,,,
178,06/23/23 08:00:00 AM,8.66,20.12,,,,
179,06/23/23 08:15:00 AM,8.68,20.08,,,,
180,06/23/23 08:30:00 AM,8.68,20.08,,,,
181,06/23/23 08:45:00 AM,8.67,20.10,,,,
182,06/23/23 09:00:00 AM,8.66,20.10,,,,
183,06/23/23 09:15:00 AM,8.64,20.10,,,,
184,06/23/23 09:30:00 AM,8.61,20.14,,,,
185,06/23/23 09:45:00 AM,8.61,20.20,,,,
186,06/23/23 10:00:00 AM,8.60,20.22,,,,
187,06/23/23 10:15:00 AM,8.55,20.28,,,,
188,06/23/23 10:30:00 AM,8.49,20.32,,,,
189,06/23/23 10:45:00 AM,8.48,20.38,,,,
190,06/23/23 11:00:00 AM,8.49,20.44,,,,
191,06/23/23 11:15:00 AM,8.52,20.48,,,,
192,06/23/23 11:30:00 AM,8.54,20.50,,,,
193,06/23/23 11:45:00 AM,8.56,20.52,,,,
194,06/23/23 12:00:00 PM,8.57,20.54,,,,
195,06/23/23 12:15:00 PM,8.58,20.56,,,,
196,06/23/23 12:30:00 PM,8.60,20.58,,,,
197,06/23/23 12:45:00 PM,8.60,20.62,,,,
198,06/23/23 01:00:00 PM,8.60,20.64,,,,
199,06/23/23 01:15:00 PM,8.60,20.68,,,,
200,06/23/23 01:30:00 PM,8.60,20.72,,,,
201,06/23/23 01:45:00 PM,8.60,20.78,,,,
202,06/23/23 02:00:00 PM,8.60,20.86,,,,
203,06/23/23 02:15:00 PM,8.58,20.88,,,,
204,06/23/23 02:30:00 PM,8.58,20.92,,,,
205,06/23/23 02:45:00 PM,8.58,21.00,,,,
206,06/23/23 03:00:00 PM,8.57,21.08,,,,
207,06/23/23 03:15:00 PM,8.56,21.10,,,,
208,06/23/23 03:30:00 PM,8.55,21.10,,,,
209,06/23/23 03:45:00 PM,8.55,21.12,,,,
210,06/23/23 04:00:00 PM,8.55,21.16,,,,
211,06/23/23 04:15:00 PM,8.54,21.16,,,,
212,06/23/23 04:30:00 PM,8.54,21.16,,,,
213,06/23/23 04:45:00 PM,8.53,21.16,,,,
214,06/23/23 05:00:00 PM,8.53,21.16,,,,
215,06/23/23 05:15:00 PM,8.52,21.16,,,,
216,06/23/23 05:30:00 PM,8.54,21.16,,,,
217,06/23/23 05:45:00 PM,8.54,21.16,,,,
218,06/23/23 06:00:00 PM,8.57,21.16,,,,
219,06/23/23 06:15:00 PM,8.58,21.14,,,,
220,06/23/23 06:30:00 PM,8.57,21.10,,,,
221,06/23/23 06:45:00 PM,8.64,21.12,,,,
222,06/23/23 07:00:00 PM,8.62,21.20,,,,
223,06/23/23 07:15:00 PM,8.60,21.12,,,,
224,06/23/23 07:30:00 PM,8.52,21.08,,,,
225,06/23/23 07:45:00 PM,8.31,21.20,,,,
226,06/23/23 08:00:00 PM,8.11,21.40,,,,
227,06/23/23 08:15:00 PM,8.09,21.48,,,,
228,06/23/23 08:30:00 PM,8.10,21.54,,,,
229,06/23/23 08:45:00 PM,8.12,21.54,,,,
230,06/23/23 09:00:00 PM,8.14,21.54,,,,
231,06/23/23 09:15:00 PM,8.15,21.54,,,,
232,06/23/23 09:30:00 PM,8.17,21.56,,,,
233,06/23/23 09:45:00 PM,8.19,21.54,,,,
234,06/23/23 10:00:00 PM,8.21,21.50,,,,
235,06/23/23 10:15:00 PM,8.23,21.46,,,,
236,06/23/23 10:30:00 PM,8.26,21.40,,,,
237,06/23/23 10:45:00 PM,8.27,21.36,,,,
238,06/23/23 11:00:00 PM,8.28,21.30,,,,
239,06/23/23 11:15:00 PM,8.30,21.28,,,,
240,06/23/23 11:30:00 PM,8.31,21.26,,,,
241,06/23/23 11:45:00 PM,8.33,21.28,,,,
242,06/24/23 12:00:00 AM,8.34,21.32,,,,
243,06/24/23 12:15:00 AM,8.35,21.36,,,,
244,06/24/23 12:30:00 AM,8.37,21.38,,,,
245,06/24/23 12:45:00 AM,8.38,21.40,,,,
246,06/24/23 01:00:00 AM,8.38,21.42,,,,
247,06/24/23 01:15:00 AM,8.38,21.42,,,,
248,06/24/23 01:30:00 AM,8.39,21.40,,,,
249,06/24/23 01:45:00 AM,8.39,21.38,,,,
250,06/24/23 02:00:00 AM,8.39,21.36,,,,
251,06/24/23 02:15:00 AM,8.39,21.34,,,,
252,06/24/23 02:30:00 AM,8.40,21.30,,,,
253,06/24/23 02:45:00 AM,8.40,21.28,,,,
254,06/24/23 03:00:00 AM,8.40,21.26,,,,
255,06/24/23 03:15:00 AM,8.40,21.22,,,,
256,06/24/23 03:30:00 AM,8.41,21.20,,,,
257,06/24/23 03:45:00 AM,8.42,21.18,,,,
258,06/24/23 04:00:00 AM,8.43,21.16,,,,
259,06/24/23 04:15:00 AM,8.44,21.12,,,,
260,06/24/23 04:30:00 AM,8.48,21.10,,,,
261,06/24/23 04:45:00 AM,8.49,21.08,,,,
262,06/24/23 05:00:00 AM,8.55,21.06,,,,
263,06/24/23 05:15:00 AM,8.69,21.04,,,,
264,06/24/23 05:30:00 AM,8.91,21.00,,,,
265,06/24/23 05:45:00 AM,8.94,20.98,,,,
266,06/24/23 06:00:00 AM,8.94,20.84,,,,
267,06/24/23 06:15:00 AM,9.00,20.56,,,,
268,06/24/23 06:30:00 AM,9.05,20.36,,,,
269,06/24/23 06:45:00 AM,9.08,20.24,,,,
270,06/24/23 07:00:00 AM,9.15,19.86,,,,
271,06/24/23 07:15:00 AM,9.19,19.74,,,,
272,06/24/23 07:30:00 AM,9.20,19.68,,,,
273,06/24/23 07:45:00 AM,9.20,19.72,,,,
274,06/24/23 08:00:00 AM,9.20,19.84,,,,
275,06/24/23 08:15:00 AM,9.17,20.00,,,,
276,06/24/23 08:30:00 AM,9.15,20.18,,,,
277,06/24/23 08:45:00 AM,9.10,20.64,,,,
278,06/24/23 09:00:00 AM,9.04,21.02,,,,
279,06/24/23 09:15:00 AM,8.92,21.90,,,,
280,06/24/23 09:30:00 AM,8.82,22.10,,,,
281,06/24/23 09:45:00 AM,8.83,22.26,,,,
282,06/24/23 10:00:00 AM,8.77,22.44,,,,
283,06/24/23 10:15:00 AM,8.79,22.48,,,,
284,06/24/23 10:30:00 AM,8.78,22.62,,,,
285,06/24/23 10:45:00 AM,8.76,22.72,,,,
286,06/24/23 11:00:00 AM,8.78,22.68,,,,
287,06/24/23 11:15:00 AM,8.78,22.68,,,,
288,06/24/23 11:30:00 AM,8.76,22.64,,,,
289,06/24/23 11:45:00 AM,8.76,22.66,,,,
290,06/24/23 12:00:00 PM,8.75,22.76,,,,
291,06/24/23 12:15:00 PM,8.74,22.80,,,,
292,06/24/23 12:30:00 PM,8.73,22.98,,,,
293,06/24/23 12:45:00 PM,8.70,23.00,,,,
294,06/24/23 01:00:00 PM,8.70,23.02,,,,
295,06/24/23 01:15:00 PM,8.68,23.00,,,,
296,06/24/23 01:30:00 PM,8.69,22.82,,,,
297,06/24/23 01:45:00 PM,8.73,22.80,,,,
298,06/24/23 02:00:00 PM,8.70,22.88,,,,
299,06/24/23 02:15:00 PM,8.69,22.88,,,,
300,06/24/23 02:30:00 PM,8.76,22.96,,,,
301,06/24/23 02:45:00 PM,8.68,23.14,,,,
302,06/24/23 03:00:00 PM,8.66,23.68,,,,
303,06/24/23 03:15:00 PM,8.62,23.68,,,,
304,06/24/23 03:30:00 PM,8.63,23.86,,,,
305,06/24/23 03:45:00 PM,8.58,23.84,,,,
306,06/24/23 04:00:00 PM,8.64,23.70,,,,
307,06/24/23 04:15:00 PM,8.58,23.84,,,,
308,06/24/23 04:30:00 PM,8.57,23.74,,,,
309,06/24/23 04:45:00 PM,8.58,23.76,,,,
310,06/24/23 05:00:00 PM,8.58,23.88,,,,
311,06/24/23 05:15:00 PM,8.55,24.14,,,,
312,06/24/23 05:30:00 PM,8.52,24.08,,,,
313,06/24/23 05:45:00 PM,8.54,23.78,,,,
314,06/24/23 06:00:00 PM,8.56,23.52,,,,
315,06/24/23 06:15:00 PM,8.58,23.24,,,,
316,06/24/23 06:30:00 PM,8.63,23.08,,,,
317,06/24/23 06:45:00 PM,8.64,22.94,,,,
318,06/24/23 07:00:00 PM,8.66,22.78,,,,
319,06/24/23 07:15:00 PM,8.69,22.62,,,,
320,06/24/23 07:30:00 PM,8.71,22.48,,,,
321,06/24/23 07:45:00 PM,8.74,22.32,,,,
322,06/24/23 08:00:00 PM,8.77,22.16,,,,
323,06/24/23 08:15:00 PM,8.79,22.04,,,,
324,06/24/23 08:30:00 PM,8.80,21.98,,,,
325,06/24/23 08:45:00 PM,8.82,21.90,,,,
326,06/24/23 09:00:00 PM,8.82,21.84,,,,
327,06/24/23 09:15:00 PM,8.83,21.76,,,,
328,06/24/23 09:30:00 PM,8.84,21.70,,,,
329,06/24/23 09:45:00 PM,8.87,21.62,,,,
330,06/24/23 10:00:00 PM,8.88,21.58,,,,
331,06/24/23 10:15:00 PM,8.88,21.54,,,,
332,06/24/23 10:30:00 PM,8.89,21.52,,,,
333,06/24/23 10:45:00 PM,8.90,21.50,,,,
334,06/24/23 11:00:00 PM,8.89,21.46,,,,
335,06/24/23 11:15:00 PM,8.91,21.42,,,,
336,06/24/23 11:30:00 PM,8.90,21.42,,,,
337,06/24/23 11:45:00 PM,8.91,21.40,,,,
338,06/25/23 12:00:00 AM,8.91,21.40,,,,
339,06/25/23 12:15:00 AM,8.91,21.38,,,,
340,06/25/23 12:30:00 AM,8.91,21.36,,,,
341,06/25/23 12:45:00 AM,8.92,21.32,,,,
342,06/25/23 01:00:00 AM,8.93,21.26,,,,
343,06/25/23 01:15:00 AM,8.94,21.14,,,,
344,06/25/23 01:30:00 AM,8.96,21.02,,,,
345,06/25/23 01:45:00 AM,8.97,20.92,,,,
346,06/25/23 02:00:00 AM,9.01,20.78,,,,
347,06/25/23 02:15:00 AM,9.03,20.66,,,,
348,06/25/23 02:30:00 AM,9.05,20.56,,,,
349,06/25/23 02:45:00 AM,9.06,20.48,,,,
350,06/25/23 03:00:00 AM,9.07,20.44,,,,
351,06/25/23 03:15:00 AM,9.07,20.38,,,,
352,06/25/23 03:30:00 AM,9.09,20.30,,,,
353,06/25/23 03:45:00 AM,9.10,20.18,,,,
354,06/25/23 04:00:00 AM,9.14,20.08,,,,
355,06/25/23 04:15:00 AM,9.15,19.98,,,,
356,06/25/23 04:30:00 AM,9.18,19.86,,,,
357,06/25/23 04:45:00 AM,9.19,19.76,,,,
358,06/25/23 05:00:00 AM,9.21,19.68,,,,
359,06/25/23 05:15:00 AM,9.22,19.62,,,,
360,06/25/23 05:30:00 AM,9.24,19.52,,,,
361,06/25/23 05:45:00 AM,9.25,19.46,,,,
362,06/25/23 06:00:00 AM,9.28,19.38,,,,
363,06/25/23 06:15:00 AM,9.29,19.32,,,,
364,06/25/23 06:30:00 AM,9.31,19.22,,,,
365,06/25/23 06:45:00 AM,9.31,19.18,,,,
366,06/25/23 07:00:00 AM,9.32,19.18,,,,
367,06/25/23 07:15:00 AM,9.32,19.20,,,,
368,06/25/23 07:30:00 AM,9.31,19.28,,,,
369,06/25/23 07:45:00 AM,9.29,19.40,,,,
370,06/25/23 08:00:00 AM,9.26,19.56,,,,
371,06/25/23 08:15:00 AM,9.23,19.76,,,,
372,06/25/23 08:30:00 AM,9.20,20.06,,,,
373,06/25/23 08:45:00 AM,9.12,20.72,,,,
374,06/25/23 09:00:00 AM,9.00,21.48,,,,
375,06/25/23 09:15:00 AM,8.91,22.66,,,,
376,06/25/23 09:30:00 AM,8.74,23.22,,,,
377,06/25/23 09:45:00 AM,8.67,23.42,,,,
378,06/25/23 10:00:00 AM,8.65,23.74,,,,
379,06/25/23 10:15:00 AM,8.60,23.90,,,,
380,06/25/23 10:30:00 AM,8.56,24.08,,,,
381,06/25/23 10:45:00 AM,8.58,24.14,,,,
382,06/25/23 11:00:00 AM,8.54,24.12,,,,
383,06/25/23 11:15:00 AM,8.60,24.14,,,,
384,06/25/23 11:30:00 AM,8.57,24.22,,,,
385,06/25/23 11:45:00 AM,8.53,24.36,,,,
386,06/25/23 12:00:00 PM,8.51,24.54,,,,
387,06/25/23 12:15:00 PM,8.46,24.78,,,,
388,06/25/23 12:30:00 PM,8.46,24.86,,,,
389,06/25/23 12:45:00 PM,8.46,25.00,,,,
390,06/25/23 01:00:00 PM,8.39,25.26,,,,
391,06/25/23 01:15:00 PM,8.35,25.30,,,,
392,06/25/23 01:30:00 PM,8.36,25.30,,,,
393,06/25/23 01:45:00 PM,8.35,25.58,,,,
394,06/25/23 02:00:00 PM,8.27,25.54,,,,
395,06/25/23 02:15:00 PM,8.30,25.42,,,,
396,06/25/23 02:30:00 PM,8.33,25.74,,,,
397,06/25/23 02:45:00 PM,8.33,26.18,,,,
398,06/25/23 03:00:00 PM,8.15,26.74,,,,
399,06/25/23 03:15:00 PM,8.19,26.76,,,,
400,06/25/23 03:30:00 PM,8.12,26.80,,,,
401,06/25/23 03:45:00 PM,8.09,26.80,,,,
402,06/25/23 04:00:00 PM,8.14,26.66,,,,
403,06/25/23 04:15:00 PM,8.10,26.68,,,,
404,06/25/23 04:30:00 PM,8.11,26.72,,,,
405,06/25/23 04:45:00 PM,8.09,26.58,,,,
406,06/25/23 05:00:00 PM,8.13,26.54,,,,
407,06/25/23 05:15:00 PM,8.11,26.60,,,,
408,06/25/23 05:30:00 PM,8.09,26.56,,,,
409,06/25/23 05:45:00 PM,8.10,26.36,,,,
410,06/25/23 06:00:00 PM,8.13,26.14,,,,
411,06/25/23 06:15:00 PM,8.15,25.90,,,,
412,06/25/23 06:30:00 PM,8.17,25.66,,,,
413,06/25/23 06:45:00 PM,8.21,25.42,,,,
414,06/25/23 07:00:00 PM,8.24,25.18,,,,
415,06/25/23 07:15:00 PM,8.28,24.92,,,,
416,06/25/23 07:30:00 PM,8.31,24.68,,,,
417,06/25/23 07:45:00 PM,8.36,24.46,,,,
418,06/25/23 08:00:00 PM,8.38,24.24,,,,
419,06/25/23 08:15:00 PM,8.42,24.04,,,,
420,06/25/23 08:30:00 PM,8.46,23.86,,,,
421,06/25/23 08:45:00 PM,8.49,23.68,,,,
422,06/25/23 09:00:00 PM,8.53,23.48,,,,
423,06/25/23 09:15:00 PM,8.55,23.30,,,,
424,06/25/23 09:30:00 PM,8.58,23.10,,,,
425,06/25/23 09:45:00 PM,8.63,22.94,,,,
426,06/25/23 10:00:00 PM,8.64,22.78,,,,
427,06/25/23 10:15:00 PM,8.66,22.64,,,,
428,06/25/23 10:30:00 PM,8.69,22.52,,,,
429,06/25/23 10:45:00 PM,8.70,22.42,,,,
430,06/25/23 11:00:00 PM,8.73,22.34,,,,
431,06/25/23 11:15:00 PM,8.73,22.26,,,,
432,06/25/23 11:30:00 PM,8.74,22.18,,,,
433,06/25/23 11:45:00 PM,8.76,22.12,,,,
434,06/26/23 12:00:00 AM,8.77,22.08,,,,
435,06/26/23 12:15:00 AM,8.77,22.02,,,,
436,06/26/23 12:30:00 AM,8.77,21.98,,,,
437,06/26/23 12:45:00 AM,8.78,21.94,,,,
438,06/26/23 01:00:00 AM,8.78,21.92,,,,
439,06/26/23 01:15:00 AM,8.79,21.88,,,,
440,06/26/23 01:30:00 AM,8.80,21.80,,,,
441,06/26/23 01:45:00 AM,8.81,21.74,,,,
442,06/26/23 02:00:00 AM,8.82,21.68,,,,
443,06/26/23 02:15:00 AM,8.83,21.60,,,,
444,06/26/23 02:30:00 AM,8.84,21.54,,,,
445,06/26/23 02:45:00 AM,8.84,21.48,,,,
446,06/26/23 03:00:00 AM,8.87,21.40,,,,
447,06/26/23 03:15:00 AM,8.88,21.32,,,,
448,06/26/23 03:30:00 AM,8.90,21.22,,,,
449,06/26/23 03:45:00 AM,8.91,21.16,,,,
450,06/26/23 04:00:00 AM,8.92,21.10,,,,
451,06/26/23 04:15:00 AM,8.93,21.02,,,,
452,06/26/23 04:30:00 AM,8.95,20.92,,,,
453,06/26/23 04:45:00 AM,8.96,20.82,,,,
454,06/26/23 05:00:00 AM,8.97,20.74,,,,
455,06/26/23 05:15:00 AM,9.00,20.66,,,,
456,06/26/23 05:30:00 AM,9.02,20.52,,,,
457,06/26/23 05:45:00 AM,9.04,20.40,,,,
458,06/26/23 06:00:00 AM,9.06,20.22,,,,
459,06/26/23 06:15:00 AM,9.10,20.08,,,,
460,06/26/23 06:30:00 AM,9.12,19.98,,,,
461,06/26/23 06:45:00 AM,9.12,20.00,,,,
462,06/26/23 07:00:00 AM,9.14,20.00,,,,
463,06/26/23 07:15:00 AM,9.12,20.08,,,,
464,06/26/23 07:30:00 AM,9.11,20.22,,,,
465,06/26/23 07:45:00 AM,9.09,20.46,,,,
466,06/26/23 08:00:00 AM,9.04,20.78,,,,
467,06/26/23 08:15:00 AM,8.98,21.16,,,,
468,06/26/23 08:30:00 AM,8.92,21.50,,,,
469,06/26/23 08:45:00 AM,8.88,21.80,,,,
470,06/26/23 09:00:00 AM,8.82,22.10,,,,
