"Plot Title: mgas_wd_station_2_2023-06-06"
"#","Date Time, GMT-04:00","Low Range, μS/cm (LGR S/N: 10559459, SEN S/N: 10559459)","Full Range, μS/cm (LGR S/N: 10559459, SEN S/N: 10559459)","Temp, °C (LGR S/N: 10559459, SEN S/N: 10559459)","Host Connected (LGR S/N: 10559459)","Stopped (LGR S/N: 10559459)","End Of File (LGR S/N: 10559459)"
63,06/06/23 11:05:10 AM,3.0,7.6,14.08,,,
64,06/06/23 11:05:15 AM,2.9,5.0,14.08,,,
65,06/06/23 11:05:20 AM,3.0,7.6,14.06,,,
66,06/06/23 11:05:25 AM,3.0,7.6,14.09,,,
67,06/06/23 11:05:30 AM,3.0,7.6,14.10,,,
68,06/06/23 11:05:35 AM,3.0,7.6,14.10,,,
69,06/06/23 11:05:40 AM,3.0,7.6,14.10,,,
70,06/06/23 11:05:45 AM,2.9,5.0,14.09,,,
71,06/06/23 11:05:50 AM,3.0,7.6,14.09,,,
72,06/06/23 11:05:55 AM,3.0,5.0,14.09,,,
73,06/06/23 11:06:00 AM,3.0,7.6,14.08,,,
74,06/06/23 11:06:05 AM,4.4,7.6,14.10,,,
75,06/06/23 11:06:10 AM,2.9,7.6,14.09,,,
76,06/06/23 11:06:15 AM,3.0,7.6,14.08,,,
77,06/06/23 11:06:20 AM,2.9,7.6,14.08,,,
78,06/06/23 11:06:25 AM,3.0,7.6,14.09,,,
79,06/06/23 11:06:30 AM,3.0,7.6,14.10,,,
80,06/06/23 11:06:35 AM,3.0,7.6,14.10,,,
81,06/06/23 11:06:40 AM,2.9,5.0,14.13,,,
82,06/06/23 11:06:45 AM,3.0,7.6,14.13,,,
83,06/06/23 11:06:50 AM,3.0,3.9,14.14,,,
84,06/06/23 11:06:55 AM,3.0,7.6,14.14,,,
85,06/06/23 11:07:00 AM,3.0,7.6,14.14,,,
86,06/06/23 11:07:05 AM,3.0,5.0,14.14,,,
87,06/06/23 11:07:10 AM,3.0,7.6,14.17,,,
88,06/06/23 11:07:15 AM,3.0,7.6,14.18,,,
89,06/06/23 11:07:20 AM,3.0,7.6,14.18,,,
90,06/06/23 11:07:25 AM,3.0,7.6,14.18,,,
91,06/06/23 11:07:30 AM,3.0,7.6,14.19,,,
92,06/06/23 11:07:35 AM,3.0,3.9,14.21,,,
93,06/06/23 11:07:40 AM,2.9,3.9,14.21,,,
94,06/06/23 11:07:45 AM,4.4,7.6,14.21,,,
95,06/06/23 11:07:50 AM,3.0,3.9,14.22,,,
96,06/06/23 11:07:55 AM,2.9,3.9,14.22,,,
97,06/06/23 11:08:00 AM,3.0,5.0,14.23,,,
98,06/06/23 11:08:05 AM,3.0,7.6,14.23,,,
99,06/06/23 11:08:10 AM,2.9,7.6,14.23,,,
100,06/06/23 11:08:15 AM,3.0,7.6,14.23,,,
101,06/06/23 11:08:20 AM,3.0,7.6,14.22,,,
102,06/06/23 11:08:25 AM,3.0,7.6,14.23,,,
103,06/06/23 11:08:30 AM,3.0,7.6,14.22,,,
104,06/06/23 11:08:35 AM,3.0,7.6,14.22,,,
105,06/06/23 11:08:40 AM,3.0,5.0,14.19,,,
106,06/06/23 11:08:45 AM,3.1,7.6,16.15,,,
107,06/06/23 11:08:50 AM,3.0,7.6,15.07,,,
108,06/06/23 11:08:55 AM,3.0,7.6,14.90,,,
109,06/06/23 11:09:00 AM,3.0,3.9,14.81,,,
110,06/06/23 11:09:05 AM,3.0,7.6,14.73,,,
111,06/06/23 11:09:10 AM,3.0,7.6,14.67,,,
112,06/06/23 11:09:15 AM,3.0,7.6,14.61,,,
113,06/06/23 11:09:20 AM,3.0,7.6,14.60,,,
114,06/06/23 11:09:25 AM,3.0,7.6,14.59,,,
115,06/06/23 11:09:30 AM,3.0,7.6,14.56,,,
116,06/06/23 11:09:35 AM,3.0,3.9,14.53,,,
117,06/06/23 11:09:40 AM,3.0,7.6,14.51,,,
118,06/06/23 11:09:45 AM,2.9,3.9,14.50,,,
119,06/06/23 11:09:50 AM,3.0,7.6,14.47,,,
120,06/06/23 11:09:55 AM,3.0,7.6,14.46,,,
121,06/06/23 11:10:00 AM,3.0,7.6,14.43,,,
122,06/06/23 11:10:05 AM,3.0,7.6,14.44,,,
123,06/06/23 11:10:10 AM,3.0,7.6,14.46,,,
124,06/06/23 11:10:15 AM,3.0,7.6,14.48,,,
125,06/06/23 11:10:20 AM,2.9,7.6,14.48,,,
126,06/06/23 11:10:25 AM,4.4,7.6,14.47,,,
127,06/06/23 11:10:30 AM,3.0,7.6,14.48,,,
128,06/06/23 11:10:35 AM,3.0,7.6,14.48,,,
129,06/06/23 11:10:40 AM,4.4,3.9,14.47,,,
130,06/06/23 11:10:45 AM,3.0,7.6,14.47,,,
131,06/06/23 11:10:50 AM,3.0,7.6,14.48,,,
132,06/06/23 11:10:55 AM,94.2,97.6,12.50,,,
133,06/06/23 11:11:00 AM,99.5,102.1,13.14,,,
134,06/06/23 11:11:05 AM,91.7,100.9,13.12,,,
135,06/06/23 11:11:10 AM,106.5,110.3,13.17,,,
136,06/06/23 11:11:15 AM,108.2,111.8,13.23,,,
137,06/06/23 11:11:20 AM,118.4,121.2,13.45,,,
138,06/06/23 11:11:25 AM,119.6,123.5,13.37,,,
139,06/06/23 11:11:30 AM,121.6,125.0,13.25,,,
140,06/06/23 11:11:35 AM,122.7,125.8,13.23,,,
141,06/06/23 11:11:40 AM,120.9,124.7,13.06,,,
142,06/06/23 11:11:45 AM,134.2,134.0,11.31,,,
143,06/06/23 11:11:50 AM,118.6,117.9,10.10,,,
144,06/06/23 11:11:55 AM,118.0,117.5,10.01,,,
145,06/06/23 11:12:00 AM,118.6,117.9,9.93,,,
146,06/06/23 11:12:05 AM,118.4,117.9,9.91,,,
147,06/06/23 11:12:10 AM,118.0,117.5,9.87,,,
148,06/06/23 11:12:15 AM,118.2,117.5,9.89,,,
149,06/06/23 11:12:20 AM,118.1,117.5,9.80,,,
150,06/06/23 11:12:25 AM,118.1,117.5,9.81,,,
151,06/06/23 11:12:30 AM,117.4,116.8,9.77,,,
152,06/06/23 11:12:35 AM,117.1,116.8,9.70,,,
153,06/06/23 11:12:40 AM,117.7,117.2,9.78,,,
154,06/06/23 11:12:45 AM,118.0,117.5,9.73,,,
155,06/06/23 11:12:50 AM,117.4,116.8,9.69,,,
156,06/06/23 11:12:55 AM,117.8,116.8,9.73,,,
157,06/06/23 11:13:00 AM,117.8,117.2,9.72,,,
158,06/06/23 11:13:05 AM,118.8,117.9,9.73,,,
159,06/06/23 11:13:10 AM,118.7,118.3,9.68,,,
160,06/06/23 11:13:15 AM,118.3,117.9,9.69,,,
161,06/06/23 11:13:20 AM,118.2,117.5,9.73,,,
162,06/06/23 11:13:25 AM,117.7,117.2,9.65,,,
163,06/06/23 11:13:30 AM,117.0,116.4,9.57,,,
164,06/06/23 11:13:35 AM,117.6,116.8,9.60,,,
165,06/06/23 11:13:40 AM,117.5,116.8,9.55,,,
166,06/06/23 11:13:45 AM,117.6,117.2,9.53,,,
167,06/06/23 11:13:50 AM,116.8,116.4,9.53,,,
168,06/06/23 11:13:55 AM,117.0,116.4,9.55,,,
169,06/06/23 11:14:00 AM,116.9,116.4,9.52,,,
170,06/06/23 11:14:05 AM,116.8,116.4,9.52,,,
171,06/06/23 11:14:10 AM,116.8,116.8,9.51,,,
172,06/06/23 11:14:15 AM,116.7,116.1,9.49,,,
173,06/06/23 11:14:20 AM,117.2,116.8,9.52,,,
174,06/06/23 11:14:25 AM,117.7,117.2,9.49,,,
175,06/06/23 11:14:30 AM,117.2,116.8,9.47,,,
176,06/06/23 11:14:35 AM,116.8,116.1,9.44,,,
177,06/06/23 11:14:40 AM,116.4,116.1,9.43,,,
178,06/06/23 11:14:45 AM,116.8,116.4,9.45,,,
179,06/06/23 11:14:50 AM,116.9,116.4,9.44,,,
180,06/06/23 11:14:55 AM,116.5,116.1,9.44,,,
181,06/06/23 11:15:00 AM,116.5,116.1,9.44,,,
182,06/06/23 11:15:05 AM,116.6,116.4,9.43,,,
183,06/06/23 11:15:10 AM,116.3,116.1,9.43,,,
184,06/06/23 11:15:15 AM,116.5,116.1,9.43,,,
185,06/06/23 11:15:20 AM,116.2,115.7,9.42,,,
186,06/06/23 11:15:25 AM,116.3,115.7,9.43,,,
187,06/06/23 11:15:30 AM,116.5,115.7,9.43,,,
188,06/06/23 11:15:35 AM,116.4,116.1,9.43,,,
189,06/06/23 11:15:40 AM,116.5,116.1,9.42,,,
190,06/06/23 11:15:45 AM,116.4,116.1,9.42,,,
191,06/06/23 11:15:50 AM,116.7,116.1,9.42,,,
192,06/06/23 11:15:55 AM,116.4,115.7,9.40,,,
193,06/06/23 11:16:00 AM,116.5,116.1,9.40,,,
194,06/06/23 11:16:05 AM,116.8,116.4,9.42,,,
195,06/06/23 11:16:10 AM,116.9,116.4,9.42,,,
196,06/06/23 11:16:15 AM,116.8,116.4,9.43,,,
197,06/06/23 11:16:20 AM,117.3,116.8,9.43,,,
198,06/06/23 11:16:25 AM,116.9,116.4,9.40,,,
199,06/06/23 11:16:30 AM,116.4,116.1,9.40,,,
200,06/06/23 11:16:35 AM,116.3,115.7,9.39,,,
201,06/06/23 11:16:40 AM,116.6,116.1,9.40,,,
202,06/06/23 11:16:45 AM,116.1,115.7,9.39,,,
203,06/06/23 11:16:50 AM,116.1,115.7,9.39,,,
204,06/06/23 11:16:55 AM,116.6,116.1,9.39,,,
205,06/06/23 11:17:00 AM,116.8,116.1,9.40,,,
206,06/06/23 11:17:05 AM,116.7,116.1,9.40,,,
207,06/06/23 11:17:10 AM,116.3,115.7,9.39,,,
208,06/06/23 11:17:15 AM,116.3,115.7,9.40,,,
209,06/06/23 11:17:20 AM,116.6,116.1,9.39,,,
210,06/06/23 11:17:25 AM,116.4,116.1,9.39,,,
211,06/06/23 11:17:30 AM,116.5,116.1,9.40,,,
212,06/06/23 11:17:35 AM,116.3,115.7,9.39,,,
213,06/06/23 11:17:40 AM,116.4,115.7,9.39,,,
214,06/06/23 11:17:45 AM,116.6,116.1,9.40,,,
215,06/06/23 11:17:50 AM,116.6,116.1,9.39,,,
216,06/06/23 11:17:55 AM,117.1,116.4,9.40,,,
217,06/06/23 11:18:00 AM,116.8,116.4,9.40,,,
218,06/06/23 11:18:05 AM,116.6,116.1,9.40,,,
219,06/06/23 11:18:10 AM,116.6,116.4,9.40,,,
220,06/06/23 11:18:15 AM,116.4,116.1,9.39,,,
221,06/06/23 11:18:20 AM,116.6,116.1,9.39,,,
222,06/06/23 11:18:25 AM,116.7,116.1,9.39,,,
223,06/06/23 11:18:30 AM,116.3,115.7,9.38,,,
224,06/06/23 11:18:35 AM,116.3,115.7,9.40,,,
225,06/06/23 11:18:40 AM,116.3,115.7,9.39,,,
226,06/06/23 11:18:45 AM,116.3,115.7,9.39,,,
227,06/06/23 11:18:50 AM,116.3,115.7,9.40,,,
228,06/06/23 11:18:55 AM,116.5,116.1,9.39,,,
229,06/06/23 11:19:00 AM,117.0,116.4,9.40,,,
230,06/06/23 11:19:05 AM,116.2,115.7,9.39,,,
231,06/06/23 11:19:10 AM,116.3,115.7,9.39,,,
232,06/06/23 11:19:15 AM,116.1,115.7,9.39,,,
233,06/06/23 11:19:20 AM,116.2,115.7,9.39,,,
234,06/06/23 11:19:25 AM,116.1,115.3,9.39,,,
235,06/06/23 11:19:30 AM,116.3,115.7,9.40,,,
236,06/06/23 11:19:35 AM,116.2,115.7,9.39,,,
237,06/06/23 11:19:40 AM,116.6,116.1,9.39,,,
238,06/06/23 11:19:45 AM,116.1,115.7,9.39,,,
239,06/06/23 11:19:50 AM,116.3,115.7,9.40,,,
240,06/06/23 11:19:55 AM,116.4,115.7,9.40,,,
241,06/06/23 11:20:00 AM,116.2,115.3,9.39,,,
242,06/06/23 11:20:05 AM,116.3,116.1,9.40,,,
243,06/06/23 11:20:10 AM,116.3,115.7,9.39,,,
244,06/06/23 11:20:15 AM,116.3,115.7,9.39,,,
245,06/06/23 11:20:20 AM,116.3,115.7,9.39,,,
246,06/06/23 11:20:25 AM,116.4,116.1,9.40,,,
247,06/06/23 11:20:30 AM,116.8,116.4,9.39,,,
248,06/06/23 11:20:35 AM,116.3,115.7,9.39,,,
249,06/06/23 11:20:40 AM,116.4,116.1,9.39,,,
250,06/06/23 11:20:45 AM,116.3,115.7,9.40,,,
251,06/06/23 11:20:50 AM,116.3,115.7,9.40,,,
252,06/06/23 11:20:55 AM,116.1,115.3,9.40,,,
253,06/06/23 11:21:00 AM,116.1,115.7,9.40,,,
254,06/06/23 11:21:05 AM,116.3,115.7,9.40,,,
255,06/06/23 11:21:10 AM,116.4,115.7,9.40,,,
256,06/06/23 11:21:15 AM,116.7,116.1,9.40,,,
257,06/06/23 11:21:20 AM,116.1,115.7,9.40,,,
258,06/06/23 11:21:25 AM,115.9,115.7,9.40,,,
259,06/06/23 11:21:30 AM,116.2,115.7,9.42,,,
260,06/06/23 11:21:35 AM,116.5,116.1,9.40,,,
261,06/06/23 11:21:40 AM,116.2,115.7,9.40,,,
262,06/06/23 11:21:45 AM,116.3,115.7,9.40,,,
263,06/06/23 11:21:50 AM,116.2,115.7,9.40,,,
264,06/06/23 11:21:55 AM,116.4,115.7,9.40,,,
265,06/06/23 11:22:00 AM,116.0,115.3,9.40,,,
266,06/06/23 11:22:05 AM,115.9,115.7,9.40,,,
267,06/06/23 11:22:10 AM,116.0,115.3,9.40,,,
268,06/06/23 11:22:15 AM,116.2,115.7,9.40,,,
269,06/06/23 11:22:20 AM,116.0,115.3,9.40,,,
270,06/06/23 11:22:25 AM,115.8,115.3,9.40,,,
271,06/06/23 11:22:30 AM,116.0,115.3,9.40,,,
272,06/06/23 11:22:35 AM,116.5,116.1,9.40,,,
273,06/06/23 11:22:40 AM,116.3,116.1,9.40,,,
274,06/06/23 11:22:45 AM,116.8,116.1,9.40,,,
275,06/06/23 11:22:50 AM,116.0,115.3,9.40,,,
276,06/06/23 11:22:55 AM,116.0,115.7,9.40,,,
277,06/06/23 11:23:00 AM,115.9,115.3,9.40,,,
278,06/06/23 11:23:05 AM,116.1,115.7,9.42,,,
279,06/06/23 11:23:10 AM,116.3,115.7,9.40,,,
280,06/06/23 11:23:15 AM,116.5,116.1,9.42,,,
281,06/06/23 11:23:20 AM,116.5,116.1,9.42,,,
282,06/06/23 11:23:25 AM,116.9,116.4,9.42,,,
283,06/06/23 11:23:30 AM,116.6,116.1,9.42,,,
284,06/06/23 11:23:35 AM,116.7,116.1,9.42,,,
285,06/06/23 11:23:40 AM,116.2,115.7,9.42,,,
286,06/06/23 11:23:45 AM,116.2,115.7,9.42,,,
287,06/06/23 11:23:50 AM,116.3,115.7,9.42,,,
288,06/06/23 11:23:55 AM,116.1,115.7,9.40,,,
289,06/06/23 11:24:00 AM,116.1,115.7,9.42,,,
290,06/06/23 11:24:05 AM,116.3,115.7,9.42,,,
291,06/06/23 11:24:10 AM,116.3,115.7,9.42,,,
292,06/06/23 11:24:15 AM,116.1,115.7,9.42,,,
293,06/06/23 11:24:20 AM,116.2,115.7,9.42,,,
294,06/06/23 11:24:25 AM,116.0,115.3,9.42,,,
295,06/06/23 11:24:30 AM,116.0,115.3,9.40,,,
296,06/06/23 11:24:35 AM,116.1,115.7,9.42,,,
297,06/06/23 11:24:40 AM,116.2,115.7,9.42,,,
298,06/06/23 11:24:45 AM,116.5,116.1,9.43,,,
299,06/06/23 11:24:50 AM,116.4,115.7,9.42,,,
300,06/06/23 11:24:55 AM,116.7,116.1,9.42,,,
301,06/06/23 11:25:00 AM,116.5,116.1,9.42,,,
302,06/06/23 11:25:05 AM,116.5,116.1,9.42,,,
303,06/06/23 11:25:10 AM,116.1,115.7,9.43,,,
304,06/06/23 11:25:15 AM,116.1,115.7,9.43,,,
305,06/06/23 11:25:20 AM,116.1,115.7,9.43,,,
306,06/06/23 11:25:25 AM,116.1,115.7,9.42,,,
307,06/06/23 11:25:30 AM,115.8,115.3,9.42,,,
308,06/06/23 11:25:35 AM,116.2,115.7,9.43,,,
309,06/06/23 11:25:40 AM,116.1,115.7,9.42,,,
310,06/06/23 11:25:45 AM,116.3,115.7,9.42,,,
311,06/06/23 11:25:50 AM,116.0,115.3,9.43,,,
312,06/06/23 11:25:55 AM,116.1,115.3,9.43,,,
313,06/06/23 11:26:00 AM,116.1,115.7,9.43,,,
314,06/06/23 11:26:05 AM,116.1,115.7,9.42,,,
315,06/06/23 11:26:10 AM,116.0,115.7,9.43,,,
316,06/06/23 11:26:15 AM,116.1,115.7,9.43,,,
317,06/06/23 11:26:20 AM,116.1,115.7,9.43,,,
318,06/06/23 11:26:25 AM,116.2,115.7,9.43,,,
319,06/06/23 11:26:30 AM,116.2,115.7,9.43,,,
320,06/06/23 11:26:35 AM,116.1,115.7,9.43,,,
321,06/06/23 11:26:40 AM,115.9,115.7,9.43,,,
322,06/06/23 11:26:45 AM,116.3,115.7,9.43,,,
323,06/06/23 11:26:50 AM,116.5,116.1,9.43,,,
324,06/06/23 11:26:55 AM,116.3,116.1,9.43,,,
325,06/06/23 11:27:00 AM,116.5,116.1,9.43,,,
326,06/06/23 11:27:05 AM,116.5,116.1,9.43,,,
327,06/06/23 11:27:10 AM,117.3,116.8,9.43,,,
328,06/06/23 11:27:15 AM,117.4,116.8,9.43,,,
329,06/06/23 11:27:20 AM,117.7,117.2,9.43,,,
330,06/06/23 11:27:25 AM,118.2,117.6,9.44,,,
331,06/06/23 11:27:30 AM,118.6,118.3,9.43,,,
332,06/06/23 11:27:35 AM,119.4,119.1,9.43,,,
333,06/06/23 11:27:40 AM,120.0,119.5,9.43,,,
334,06/06/23 11:27:45 AM,121.5,121.0,9.43,,,
335,06/06/23 11:27:50 AM,123.7,123.2,9.43,,,
336,06/06/23 11:27:55 AM,124.1,124.0,9.44,,,
337,06/06/23 11:28:00 AM,126.9,126.7,9.44,,,
338,06/06/23 11:28:05 AM,130.9,131.2,9.43,,,
339,06/06/23 11:28:10 AM,130.6,130.4,9.43,,,
340,06/06/23 11:28:15 AM,131.4,131.6,9.44,,,
341,06/06/23 11:28:20 AM,132.5,132.7,9.43,,,
342,06/06/23 11:28:25 AM,133.3,133.5,9.44,,,
343,06/06/23 11:28:30 AM,135.1,135.4,9.44,,,
344,06/06/23 11:28:35 AM,136.3,136.5,9.44,,,
345,06/06/23 11:28:40 AM,136.7,136.9,9.44,,,
346,06/06/23 11:28:45 AM,138.2,138.4,9.44,,,
347,06/06/23 11:28:50 AM,143.6,143.7,9.44,,,
348,06/06/23 11:28:55 AM,142.5,142.9,9.44,,,
349,06/06/23 11:29:00 AM,142.4,142.9,9.44,,,
350,06/06/23 11:29:05 AM,143.2,143.7,9.44,,,
351,06/06/23 11:29:10 AM,143.4,143.7,9.44,,,
352,06/06/23 11:29:15 AM,144.0,144.1,9.44,,,
353,06/06/23 11:29:20 AM,143.0,142.9,9.44,,,
354,06/06/23 11:29:25 AM,144.2,144.1,9.44,,,
355,06/06/23 11:29:30 AM,145.9,146.4,9.44,,,
356,06/06/23 11:29:35 AM,146.6,147.1,9.44,,,
357,06/06/23 11:29:40 AM,146.2,146.4,9.44,,,
358,06/06/23 11:29:45 AM,146.5,146.7,9.44,,,
359,06/06/23 11:29:50 AM,146.5,146.7,9.44,,,
360,06/06/23 11:29:55 AM,146.5,146.7,9.44,,,
361,06/06/23 11:30:00 AM,146.7,147.1,9.44,,,
362,06/06/23 11:30:05 AM,146.1,146.4,9.44,,,
363,06/06/23 11:30:10 AM,146.5,146.7,9.45,,,
364,06/06/23 11:30:15 AM,146.2,146.4,9.44,,,
365,06/06/23 11:30:20 AM,145.9,146.3,9.45,,,
366,06/06/23 11:30:25 AM,146.1,146.4,9.44,,,
367,06/06/23 11:30:30 AM,145.6,146.0,9.44,,,
368,06/06/23 11:30:35 AM,145.6,145.6,9.44,,,
369,06/06/23 11:30:40 AM,145.7,146.0,9.44,,,
370,06/06/23 11:30:45 AM,145.6,145.6,9.44,,,
371,06/06/23 11:30:50 AM,143.8,144.1,9.45,,,
372,06/06/23 11:30:55 AM,144.1,144.5,9.44,,,
373,06/06/23 11:31:00 AM,144.4,144.5,9.44,,,
374,06/06/23 11:31:05 AM,143.8,144.1,9.44,,,
375,06/06/23 11:31:10 AM,144.1,144.5,9.45,,,
376,06/06/23 11:31:15 AM,144.0,144.1,9.45,,,
377,06/06/23 11:31:20 AM,143.7,143.7,9.45,,,
378,06/06/23 11:31:25 AM,141.7,141.8,9.45,,,
379,06/06/23 11:31:30 AM,142.9,143.3,9.45,,,
380,06/06/23 11:31:35 AM,143.1,143.3,9.45,,,
381,06/06/23 11:31:40 AM,142.0,142.2,9.45,,,
382,06/06/23 11:31:45 AM,142.4,142.6,9.45,,,
383,06/06/23 11:31:50 AM,141.1,141.4,9.45,,,
384,06/06/23 11:31:55 AM,141.2,141.4,9.45,,,
385,06/06/23 11:32:00 AM,141.0,141.0,9.45,,,
386,06/06/23 11:32:05 AM,141.5,141.4,9.45,,,
387,06/06/23 11:32:10 AM,141.4,141.4,9.45,,,
388,06/06/23 11:32:15 AM,139.6,139.9,9.45,,,
389,06/06/23 11:32:20 AM,139.1,139.1,9.45,,,
390,06/06/23 11:32:25 AM,138.8,139.1,9.45,,,
391,06/06/23 11:32:30 AM,139.1,139.5,9.45,,,
392,06/06/23 11:32:35 AM,138.5,138.8,9.45,,,
393,06/06/23 11:32:40 AM,139.8,139.9,9.47,,,
394,06/06/23 11:32:45 AM,139.1,139.5,9.47,,,
395,06/06/23 11:32:50 AM,138.5,138.4,9.45,,,
396,06/06/23 11:32:55 AM,139.1,139.5,9.45,,,
397,06/06/23 11:33:00 AM,137.2,137.3,9.45,,,
398,06/06/23 11:33:05 AM,137.0,137.3,9.45,,,
399,06/06/23 11:33:10 AM,136.8,136.5,9.47,,,
400,06/06/23 11:33:15 AM,137.6,137.6,9.47,,,
401,06/06/23 11:33:20 AM,137.4,137.6,9.47,,,
402,06/06/23 11:33:25 AM,136.5,136.5,9.47,,,
403,06/06/23 11:33:30 AM,135.6,135.4,9.45,,,
404,06/06/23 11:33:35 AM,136.1,136.1,9.45,,,
405,06/06/23 11:33:40 AM,135.9,135.7,9.47,,,
406,06/06/23 11:33:45 AM,135.9,136.1,9.47,,,
407,06/06/23 11:33:50 AM,134.6,135.0,9.47,,,
408,06/06/23 11:33:55 AM,134.5,134.6,9.47,,,
409,06/06/23 11:34:00 AM,133.7,133.5,9.47,,,
410,06/06/23 11:34:05 AM,134.5,134.2,9.47,,,
411,06/06/23 11:34:10 AM,133.3,133.5,9.47,,,
412,06/06/23 11:34:15 AM,132.6,132.3,9.45,,,
413,06/06/23 11:34:20 AM,131.5,131.6,9.47,,,
414,06/06/23 11:34:25 AM,132.1,131.9,9.47,,,
415,06/06/23 11:34:30 AM,131.6,131.6,9.47,,,
416,06/06/23 11:34:35 AM,132.7,132.7,9.47,,,
417,06/06/23 11:34:40 AM,133.0,133.1,9.47,,,
418,06/06/23 11:34:45 AM,130.9,130.4,9.47,,,
419,06/06/23 11:34:50 AM,130.9,131.2,9.47,,,
420,06/06/23 11:34:55 AM,129.4,129.3,9.47,,,
421,06/06/23 11:35:00 AM,130.0,130.1,9.47,,,
422,06/06/23 11:35:05 AM,130.5,130.4,9.48,,,
423,06/06/23 11:35:10 AM,130.3,130.4,9.48,,,
424,06/06/23 11:35:15 AM,129.8,129.7,9.48,,,
