"Plot Title: NHC-DO"
"#","Date Time, GMT-04:00","DO conc, mg/L (LGR S/N: 10402891, SEN S/N: 10402891)","Temp, °C (LGR S/N: 10402891, SEN S/N: 10402891)","Coupler Attached (LGR S/N: 10402891)","Host Connected (LGR S/N: 10402891)","Stopped (LGR S/N: 10402891)","End Of File (LGR S/N: 10402891)"
129,06/01/23 06:45:00 PM,8.35,19.78,,,,
130,06/01/23 07:00:00 PM,8.29,19.78,,,,
131,06/01/23 07:15:00 PM,8.21,19.78,,,,
132,06/01/23 07:30:00 PM,8.14,19.78,,,,
133,06/01/23 07:45:00 PM,8.03,19.78,,,,
134,06/01/23 08:00:00 PM,8.06,19.80,,,,
135,06/01/23 08:15:00 PM,7.95,19.84,,,,
136,06/01/23 08:30:00 PM,7.97,19.88,,,,
137,06/01/23 08:45:00 PM,7.83,19.92,,,,
138,06/01/23 09:00:00 PM,8.04,19.96,,,,
139,06/01/23 09:15:00 PM,7.95,20.00,,,,
140,06/01/23 09:30:00 PM,7.88,20.02,,,,
141,06/01/23 09:45:00 PM,7.87,20.02,,,,
142,06/01/23 10:00:00 PM,7.76,20.02,,,,
143,06/01/23 10:15:00 PM,7.52,20.04,,,,
144,06/01/23 10:30:00 PM,7.61,20.08,,,,
145,06/01/23 10:45:00 PM,7.57,20.12,,,,
146,06/01/23 11:00:00 PM,7.84,20.16,,,,
147,06/01/23 11:15:00 PM,7.95,20.22,,,,
148,06/01/23 11:30:00 PM,7.78,20.30,,,,
149,06/01/23 11:45:00 PM,7.99,20.48,,,,
150,06/02/23 12:00:00 AM,8.00,20.56,,,,
151,06/02/23 12:15:00 AM,7.96,20.60,,,,
152,06/02/23 12:30:00 AM,7.85,20.62,,,,
153,06/02/23 12:45:00 AM,7.96,20.62,,,,
154,06/02/23 01:00:00 AM,7.93,20.62,,,,
155,06/02/23 01:15:00 AM,7.93,20.60,,,,
156,06/02/23 01:30:00 AM,7.93,20.58,,,,
157,06/02/23 01:45:00 AM,7.90,20.56,,,,
158,06/02/23 02:00:00 AM,7.78,20.54,,,,
159,06/02/23 02:15:00 AM,7.85,20.52,,,,
160,06/02/23 02:30:00 AM,7.87,20.50,,,,
161,06/02/23 02:45:00 AM,7.81,20.46,,,,
162,06/02/23 03:00:00 AM,7.84,20.44,,,,
163,06/02/23 03:15:00 AM,7.81,20.42,,,,
164,06/02/23 03:30:00 AM,7.80,20.38,,,,
165,06/02/23 03:45:00 AM,7.78,20.36,,,,
166,06/02/23 04:00:00 AM,7.75,20.32,,,,
167,06/02/23 04:15:00 AM,7.74,20.30,,,,
168,06/02/23 04:30:00 AM,7.69,20.28,,,,
169,06/02/23 04:45:00 AM,7.71,20.24,,,,
170,06/02/23 05:00:00 AM,7.69,20.22,,,,
171,06/02/23 05:15:00 AM,7.68,20.18,,,,
172,06/02/23 05:30:00 AM,7.67,20.14,,,,
173,06/02/23 05:45:00 AM,7.68,20.12,,,,
174,06/02/23 06:00:00 AM,7.67,20.10,,,,
175,06/02/23 06:15:00 AM,7.66,20.06,,,,
176,06/02/23 06:30:00 AM,7.38,20.04,,,,
177,06/02/23 06:45:00 AM,7.66,20.02,,,,
178,06/02/23 07:00:00 AM,7.62,19.98,,,,
179,06/02/23 07:15:00 AM,7.66,19.96,,,,
180,06/02/23 07:30:00 AM,7.67,19.94,,,,
181,06/02/23 07:45:00 AM,7.67,19.92,,,,
182,06/02/23 08:00:00 AM,7.68,19.88,,,,
183,06/02/23 08:15:00 AM,7.70,19.86,,,,
184,06/02/23 08:30:00 AM,7.70,19.84,,,,
185,06/02/23 08:45:00 AM,7.70,19.82,,,,
186,06/02/23 09:00:00 AM,7.73,19.80,,,,
187,06/02/23 09:15:00 AM,7.75,19.78,,,,
188,06/02/23 09:30:00 AM,7.78,19.76,,,,
189,06/02/23 09:45:00 AM,7.81,19.74,,,,
190,06/02/23 10:00:00 AM,7.81,19.74,,,,
191,06/02/23 10:15:00 AM,7.83,19.72,,,,
192,06/02/23 10:30:00 AM,7.86,19.72,,,,
193,06/02/23 10:45:00 AM,7.93,19.72,,,,
194,06/02/23 11:00:00 AM,7.94,19.74,,,,
195,06/02/23 11:15:00 AM,7.97,19.76,,,,
196,06/02/23 11:30:00 AM,8.01,19.78,,,,
197,06/02/23 11:45:00 AM,8.06,19.82,,,,
198,06/02/23 12:00:00 PM,8.04,19.86,,,,
199,06/02/23 12:15:00 PM,8.09,19.90,,,,
200,06/02/23 12:30:00 PM,8.10,19.96,,,,
201,06/02/23 12:45:00 PM,8.10,19.94,,,,
202,06/02/23 01:00:00 PM,8.07,19.94,,,,
203,06/02/23 01:15:00 PM,8.03,19.92,,,,
204,06/02/23 01:30:00 PM,7.98,19.92,,,,
205,06/02/23 01:45:00 PM,7.97,19.92,,,,
206,06/02/23 02:00:00 PM,7.89,19.94,,,,
207,06/02/23 02:15:00 PM,7.87,19.92,,,,
208,06/02/23 02:30:00 PM,7.83,19.94,,,,
209,06/02/23 02:45:00 PM,7.88,19.94,,,,
210,06/02/23 03:00:00 PM,7.87,19.94,,,,
211,06/02/23 03:15:00 PM,7.93,19.92,,,,
212,06/02/23 03:30:00 PM,7.74,19.94,,,,
213,06/02/23 03:45:00 PM,7.78,19.94,,,,
214,06/02/23 04:00:00 PM,7.82,19.92,,,,
215,06/02/23 04:15:00 PM,7.75,19.94,,,,
216,06/02/23 04:30:00 PM,7.79,19.94,,,,
217,06/02/23 04:45:00 PM,7.79,19.94,,,,
218,06/02/23 05:00:00 PM,7.66,19.96,,,,
219,06/02/23 05:15:00 PM,7.76,19.96,,,,
220,06/02/23 05:30:00 PM,7.72,19.94,,,,
221,06/02/23 05:45:00 PM,7.57,19.96,,,,
222,06/02/23 06:00:00 PM,7.60,19.98,,,,
223,06/02/23 06:15:00 PM,7.60,19.96,,,,
224,06/02/23 06:30:00 PM,7.54,19.96,,,,
225,06/02/23 06:45:00 PM,7.57,19.96,,,,
226,06/02/23 07:00:00 PM,7.47,19.98,,,,
227,06/02/23 07:15:00 PM,7.52,19.96,,,,
228,06/02/23 07:30:00 PM,7.52,19.96,,,,
229,06/02/23 07:45:00 PM,7.37,19.98,,,,
230,06/02/23 08:00:00 PM,7.33,19.98,,,,
231,06/02/23 08:15:00 PM,7.26,19.96,,,,
232,06/02/23 08:30:00 PM,7.22,19.96,,,,
233,06/02/23 08:45:00 PM,7.18,19.98,,,,
234,06/02/23 09:00:00 PM,7.06,19.96,,,,
235,06/02/23 09:15:00 PM,7.10,19.96,,,,
236,06/02/23 09:30:00 PM,7.12,19.96,,,,
237,06/02/23 09:45:00 PM,7.16,19.94,,,,
238,06/02/23 10:00:00 PM,7.08,19.94,,,,
239,06/02/23 10:15:00 PM,7.02,19.94,,,,
240,06/02/23 10:30:00 PM,6.89,19.94,,,,
241,06/02/23 10:45:00 PM,6.87,19.94,,,,
242,06/02/23 11:00:00 PM,6.81,19.94,,,,
243,06/02/23 11:15:00 PM,6.77,19.94,,,,
244,06/02/23 11:30:00 PM,6.80,19.94,,,,
245,06/02/23 11:45:00 PM,6.74,19.94,,,,
246,06/03/23 12:00:00 AM,6.72,19.94,,,,
247,06/03/23 12:15:00 AM,6.73,19.94,,,,
248,06/03/23 12:30:00 AM,6.63,19.94,,,,
249,06/03/23 12:45:00 AM,6.57,19.94,,,,
250,06/03/23 01:00:00 AM,6.58,19.94,,,,
251,06/03/23 01:15:00 AM,6.62,19.96,,,,
252,06/03/23 01:30:00 AM,6.59,19.94,,,,
253,06/03/23 01:45:00 AM,6.64,19.94,,,,
254,06/03/23 02:00:00 AM,6.44,19.94,,,,
255,06/03/23 02:15:00 AM,6.44,19.94,,,,
256,06/03/23 02:30:00 AM,6.42,19.96,,,,
257,06/03/23 02:45:00 AM,6.40,19.96,,,,
258,06/03/23 03:00:00 AM,6.28,19.96,,,,
259,06/03/23 03:15:00 AM,6.30,19.96,,,,
260,06/03/23 03:30:00 AM,6.16,19.96,,,,
261,06/03/23 03:45:00 AM,6.11,19.96,,,,
262,06/03/23 04:00:00 AM,6.14,19.98,,,,
263,06/03/23 04:15:00 AM,6.17,19.98,,,,
264,06/03/23 04:30:00 AM,6.07,19.98,,,,
265,06/03/23 04:45:00 AM,6.13,20.00,,,,
266,06/03/23 05:00:00 AM,6.08,20.02,,,,
267,06/03/23 05:15:00 AM,5.99,20.04,,,,
268,06/03/23 05:30:00 AM,6.03,20.06,,,,
269,06/03/23 05:45:00 AM,6.01,20.12,,,,
270,06/03/23 06:00:00 AM,5.99,20.18,,,,
271,06/03/23 06:15:00 AM,5.98,20.24,,,,
272,06/03/23 06:30:00 AM,5.98,20.32,,,,
273,06/03/23 06:45:00 AM,6.15,20.34,,,,
274,06/03/23 07:00:00 AM,6.27,20.38,,,,
275,06/03/23 07:15:00 AM,6.45,20.44,,,,
276,06/03/23 07:30:00 AM,6.83,20.48,,,,
277,06/03/23 07:45:00 AM,7.03,20.52,,,,
278,06/03/23 08:00:00 AM,7.10,20.52,,,,
279,06/03/23 08:15:00 AM,7.10,20.48,,,,
280,06/03/23 08:30:00 AM,7.08,20.44,,,,
281,06/03/23 08:45:00 AM,7.09,20.40,,,,
282,06/03/23 09:00:00 AM,7.16,20.36,,,,
283,06/03/23 09:15:00 AM,7.22,20.30,,,,
284,06/03/23 09:30:00 AM,7.24,20.28,,,,
285,06/03/23 09:45:00 AM,7.24,20.24,,,,
286,06/03/23 10:00:00 AM,7.27,20.22,,,,
287,06/03/23 10:15:00 AM,7.29,20.20,,,,
288,06/03/23 10:30:00 AM,7.31,20.16,,,,
289,06/03/23 10:45:00 AM,7.36,20.14,,,,
290,06/03/23 11:00:00 AM,7.40,20.14,,,,
291,06/03/23 11:15:00 AM,7.51,20.14,,,,
292,06/03/23 11:30:00 AM,7.55,20.18,,,,
293,06/03/23 11:45:00 AM,7.56,20.18,,,,
294,06/03/23 12:00:00 PM,7.64,20.22,,,,
295,06/03/23 12:15:00 PM,7.64,20.24,,,,
296,06/03/23 12:30:00 PM,7.65,20.26,,,,
297,06/03/23 12:45:00 PM,7.68,20.28,,,,
298,06/03/23 01:00:00 PM,7.58,20.28,,,,
299,06/03/23 01:15:00 PM,7.57,20.28,,,,
300,06/03/23 01:30:00 PM,7.55,20.28,,,,
301,06/03/23 01:45:00 PM,7.51,20.28,,,,
302,06/03/23 02:00:00 PM,7.51,20.26,,,,
303,06/03/23 02:15:00 PM,7.45,20.28,,,,
304,06/03/23 02:30:00 PM,7.45,20.28,,,,
305,06/03/23 02:45:00 PM,7.40,20.26,,,,
306,06/03/23 03:00:00 PM,7.48,20.26,,,,
307,06/03/23 03:15:00 PM,7.32,20.26,,,,
308,06/03/23 03:30:00 PM,7.37,20.26,,,,
309,06/03/23 03:45:00 PM,7.34,20.24,,,,
310,06/03/23 04:00:00 PM,7.26,20.28,,,,
311,06/03/23 04:15:00 PM,7.26,20.26,,,,
312,06/03/23 04:30:00 PM,7.37,20.26,,,,
313,06/03/23 04:45:00 PM,7.10,20.26,,,,
314,06/03/23 05:00:00 PM,7.09,20.30,,,,
315,06/03/23 05:15:00 PM,7.24,20.28,,,,
316,06/03/23 05:30:00 PM,7.20,20.30,,,,
317,06/03/23 05:45:00 PM,7.29,20.28,,,,
318,06/03/23 06:00:00 PM,7.25,20.28,,,,
319,06/03/23 06:15:00 PM,7.16,20.32,,,,
320,06/03/23 06:30:00 PM,7.19,20.32,,,,
321,06/03/23 06:45:00 PM,7.16,20.32,,,,
322,06/03/23 07:00:00 PM,7.14,20.34,,,,
323,06/03/23 07:15:00 PM,7.13,20.34,,,,
324,06/03/23 07:30:00 PM,7.09,20.34,,,,
325,06/03/23 07:45:00 PM,7.04,20.34,,,,
326,06/03/23 08:00:00 PM,7.03,20.34,,,,
327,06/03/23 08:15:00 PM,7.01,20.34,,,,
328,06/03/23 08:30:00 PM,6.95,20.34,,,,
329,06/03/23 08:45:00 PM,6.87,20.34,,,,
330,06/03/23 09:00:00 PM,6.89,20.34,,,,
331,06/03/23 09:15:00 PM,6.84,20.32,,,,
332,06/03/23 09:30:00 PM,6.82,20.32,,,,
333,06/03/23 09:45:00 PM,6.75,20.30,,,,
334,06/03/23 10:00:00 PM,6.71,20.30,,,,
335,06/03/23 10:15:00 PM,6.70,20.30,,,,
336,06/03/23 10:30:00 PM,6.61,20.30,,,,
337,06/03/23 10:45:00 PM,6.56,20.30,,,,
338,06/03/23 11:00:00 PM,6.49,20.28,,,,
339,06/03/23 11:15:00 PM,6.53,20.28,,,,
340,06/03/23 11:30:00 PM,6.49,20.28,,,,
341,06/03/23 11:45:00 PM,6.45,20.28,,,,
342,06/04/23 12:00:00 AM,6.35,20.26,,,,
343,06/04/23 12:15:00 AM,6.32,20.26,,,,
344,06/04/23 12:30:00 AM,6.33,20.26,,,,
345,06/04/23 12:45:00 AM,6.24,20.26,,,,
346,06/04/23 01:00:00 AM,6.24,20.26,,,,
347,06/04/23 01:15:00 AM,6.22,20.26,,,,
348,06/04/23 01:30:00 AM,6.17,20.26,,,,
349,06/04/23 01:45:00 AM,6.16,20.24,,,,
350,06/04/23 02:00:00 AM,6.13,20.26,,,,
351,06/04/23 02:15:00 AM,6.06,20.24,,,,
352,06/04/23 02:30:00 AM,5.93,20.22,,,,
353,06/04/23 02:45:00 AM,5.91,20.24,,,,
354,06/04/23 03:00:00 AM,5.91,20.22,,,,
355,06/04/23 03:15:00 AM,5.86,20.22,,,,
356,06/04/23 03:30:00 AM,5.83,20.24,,,,
357,06/04/23 03:45:00 AM,5.78,20.22,,,,
358,06/04/23 04:00:00 AM,5.76,20.22,,,,
359,06/04/23 04:15:00 AM,5.71,20.22,,,,
360,06/04/23 04:30:00 AM,5.68,20.22,,,,
361,06/04/23 04:45:00 AM,5.63,20.22,,,,
362,06/04/23 05:00:00 AM,5.61,20.24,,,,
363,06/04/23 05:15:00 AM,5.57,20.22,,,,
364,06/04/23 05:30:00 AM,5.54,20.22,,,,
365,06/04/23 05:45:00 AM,5.50,20.24,,,,
366,06/04/23 06:00:00 AM,5.56,20.26,,,,
367,06/04/23 06:15:00 AM,5.55,20.26,,,,
368,06/04/23 06:30:00 AM,5.42,20.26,,,,
369,06/04/23 06:45:00 AM,5.44,20.26,,,,
370,06/04/23 07:00:00 AM,5.41,20.26,,,,
371,06/04/23 07:15:00 AM,5.38,20.28,,,,
372,06/04/23 07:30:00 AM,5.41,20.28,,,,
373,06/04/23 07:45:00 AM,5.40,20.26,,,,
374,06/04/23 08:00:00 AM,5.35,20.28,,,,
375,06/04/23 08:15:00 AM,5.40,20.28,,,,
376,06/04/23 08:30:00 AM,5.30,20.26,,,,
377,06/04/23 08:45:00 AM,5.27,20.26,,,,
378,06/04/23 09:00:00 AM,5.20,20.28,,,,
379,06/04/23 09:15:00 AM,5.22,20.28,,,,
380,06/04/23 09:30:00 AM,5.18,20.26,,,,
381,06/04/23 09:45:00 AM,5.18,20.30,,,,
382,06/04/23 10:00:00 AM,5.09,20.30,,,,
383,06/04/23 10:15:00 AM,5.06,20.30,,,,
384,06/04/23 10:30:00 AM,5.03,20.32,,,,
385,06/04/23 10:45:00 AM,5.01,20.34,,,,
386,06/04/23 11:00:00 AM,5.01,20.40,,,,
387,06/04/23 11:15:00 AM,4.92,20.40,,,,
388,06/04/23 11:30:00 AM,4.98,20.44,,,,
389,06/04/23 11:45:00 AM,5.30,20.50,,,,
390,06/04/23 12:00:00 PM,5.96,20.58,,,,
391,06/04/23 12:15:00 PM,6.68,20.64,,,,
392,06/04/23 12:30:00 PM,6.92,20.66,,,,
393,06/04/23 12:45:00 PM,6.87,20.64,,,,
394,06/04/23 01:00:00 PM,6.96,20.62,,,,
395,06/04/23 01:15:00 PM,7.01,20.62,,,,
396,06/04/23 01:30:00 PM,7.05,20.60,,,,
397,06/04/23 01:45:00 PM,7.00,20.58,,,,
398,06/04/23 02:00:00 PM,7.29,20.56,,,,
399,06/04/23 02:15:00 PM,7.37,20.54,,,,
400,06/04/23 02:30:00 PM,7.42,20.52,,,,
401,06/04/23 02:45:00 PM,7.50,20.50,,,,
402,06/04/23 03:00:00 PM,7.58,20.50,,,,
403,06/04/23 03:15:00 PM,7.69,20.46,,,,
404,06/04/23 03:30:00 PM,7.74,20.44,,,,
405,06/04/23 03:45:00 PM,7.81,20.42,,,,
406,06/04/23 04:00:00 PM,7.83,20.42,,,,
407,06/04/23 04:15:00 PM,7.87,20.42,,,,
408,06/04/23 04:30:00 PM,7.98,20.42,,,,
409,06/04/23 04:45:00 PM,8.01,20.42,,,,
410,06/04/23 05:00:00 PM,8.03,20.42,,,,
411,06/04/23 05:15:00 PM,8.07,20.42,,,,
412,06/04/23 05:30:00 PM,8.12,20.44,,,,
413,06/04/23 05:45:00 PM,8.11,20.44,,,,
414,06/04/23 06:00:00 PM,8.07,20.44,,,,
415,06/04/23 06:15:00 PM,8.11,20.46,,,,
416,06/04/23 06:30:00 PM,7.97,20.44,,,,
417,06/04/23 06:45:00 PM,7.97,20.44,,,,
418,06/04/23 07:00:00 PM,8.17,20.46,,,,
419,06/04/23 07:15:00 PM,8.21,20.46,,,,
420,06/04/23 07:30:00 PM,8.24,20.48,,,,
421,06/04/23 07:45:00 PM,8.28,20.48,,,,
422,06/04/23 08:00:00 PM,8.30,20.46,,,,
423,06/04/23 08:15:00 PM,8.28,20.46,,,,
424,06/04/23 08:30:00 PM,8.26,20.44,,,,
425,06/04/23 08:45:00 PM,8.26,20.42,,,,
426,06/04/23 09:00:00 PM,8.25,20.40,,,,
427,06/04/23 09:15:00 PM,8.26,20.38,,,,
428,06/04/23 09:30:00 PM,8.27,20.36,,,,
429,06/04/23 09:45:00 PM,8.26,20.34,,,,
430,06/04/23 10:00:00 PM,8.24,20.32,,,,
431,06/04/23 10:15:00 PM,8.24,20.30,,,,
432,06/04/23 10:30:00 PM,8.23,20.28,,,,
433,06/04/23 10:45:00 PM,8.21,20.26,,,,
434,06/04/23 11:00:00 PM,8.21,20.24,,,,
435,06/04/23 11:15:00 PM,8.20,20.22,,,,
436,06/04/23 11:30:00 PM,8.16,20.20,,,,
437,06/04/23 11:45:00 PM,8.14,20.18,,,,
438,06/05/23 12:00:00 AM,8.11,20.16,,,,
439,06/05/23 12:15:00 AM,8.08,20.14,,,,
440,06/05/23 12:30:00 AM,8.04,20.12,,,,
441,06/05/23 12:45:00 AM,8.03,20.10,,,,
442,06/05/23 01:00:00 AM,8.00,20.08,,,,
443,06/05/23 01:15:00 AM,7.99,20.06,,,,
444,06/05/23 01:30:00 AM,7.96,20.04,,,,
445,06/05/23 01:45:00 AM,7.95,20.02,,,,
446,06/05/23 02:00:00 AM,7.92,20.02,,,,
447,06/05/23 02:15:00 AM,7.88,20.00,,,,
448,06/05/23 02:30:00 AM,7.88,19.98,,,,
449,06/05/23 02:45:00 AM,7.85,19.96,,,,
450,06/05/23 03:00:00 AM,7.82,19.94,,,,
451,06/05/23 03:15:00 AM,7.80,19.92,,,,
452,06/05/23 03:30:00 AM,7.78,19.90,,,,
453,06/05/23 03:45:00 AM,7.76,19.88,,,,
454,06/05/23 04:00:00 AM,7.74,19.86,,,,
455,06/05/23 04:15:00 AM,7.73,19.82,,,,
456,06/05/23 04:30:00 AM,7.70,19.80,,,,
457,06/05/23 04:45:00 AM,7.69,19.78,,,,
458,06/05/23 05:00:00 AM,7.66,19.74,,,,
459,06/05/23 05:15:00 AM,7.66,19.72,,,,
460,06/05/23 05:30:00 AM,7.62,19.70,,,,
461,06/05/23 05:45:00 AM,7.60,19.66,,,,
462,06/05/23 06:00:00 AM,7.60,19.64,,,,
463,06/05/23 06:15:00 AM,7.58,19.60,,,,
464,06/05/23 06:30:00 AM,7.57,19.56,,,,
465,06/05/23 06:45:00 AM,7.57,19.52,,,,
466,06/05/23 07:00:00 AM,7.55,19.50,,,,
467,06/05/23 07:15:00 AM,7.54,19.44,,,,
468,06/05/23 07:30:00 AM,7.54,19.40,,,,
469,06/05/23 07:45:00 AM,7.54,19.38,,,,
470,06/05/23 08:00:00 AM,7.54,19.36,,,,
