"Date_Time","Variable","Value","Site","Station","Flag","id"
"06/01/23 09:00:00 AM","DO_conc",7.85,"erwin","downstream","NA",90
"06/01/23 09:15:00 AM","DO_conc",7.89,"erwin","downstream","NA",91
"06/01/23 09:30:00 AM","DO_conc",7.92,"erwin","downstream","NA",92
"06/01/23 09:45:00 AM","DO_conc",7.94,"erwin","downstream","NA",93
"06/01/23 10:00:00 AM","DO_conc",7.97,"erwin","downstream","NA",94
"06/01/23 10:15:00 AM","DO_conc",8.02,"erwin","downstream","NA",95
"06/01/23 10:30:00 AM","DO_conc",8.1,"erwin","downstream","NA",96
"06/01/23 10:45:00 AM","DO_conc",8.15,"erwin","downstream","NA",97
"06/01/23 11:00:00 AM","DO_conc",8.21,"erwin","downstream","NA",98
"06/01/23 11:15:00 AM","DO_conc",8.25,"erwin","downstream","NA",99
"06/01/23 11:30:00 AM","DO_conc",8.28,"erwin","downstream","NA",100
"06/01/23 11:45:00 AM","DO_conc",8.32,"erwin","downstream","NA",101
"06/01/23 12:00:00 PM","DO_conc",8.39,"erwin","downstream","NA",102
"06/01/23 12:15:00 PM","DO_conc",8.4,"erwin","downstream","NA",103
"06/01/23 12:30:00 PM","DO_conc",8.45,"erwin","downstream","NA",104
"06/01/23 12:45:00 PM","DO_conc",8.45,"erwin","downstream","NA",105
"06/01/23 01:00:00 PM","DO_conc",8.45,"erwin","downstream","NA",106
"06/01/23 01:15:00 PM","DO_conc",8.55,"erwin","downstream","NA",107
"06/01/23 01:30:00 PM","DO_conc",8.53,"erwin","downstream","NA",108
"06/01/23 01:45:00 PM","DO_conc",8.58,"erwin","downstream","NA",109
"06/01/23 02:00:00 PM","DO_conc",8.56,"erwin","downstream","NA",110
"06/01/23 02:15:00 PM","DO_conc",8.69,"erwin","downstream","NA",111
"06/01/23 02:30:00 PM","DO_conc",8.66,"erwin","downstream","NA",112
"06/01/23 02:45:00 PM","DO_conc",8.76,"erwin","downstream","NA",113
"06/01/23 03:00:00 PM","DO_conc",8.77,"erwin","downstream","NA",114
"06/01/23 03:15:00 PM","DO_conc",8.69,"erwin","downstream","NA",115
"06/01/23 03:30:00 PM","DO_conc",8.74,"erwin","downstream","NA",116
"06/01/23 03:45:00 PM","DO_conc",8.8,"erwin","downstream","NA",117
"06/01/23 04:00:00 PM","DO_conc",8.79,"erwin","downstream","NA",118
"06/01/23 04:15:00 PM","DO_conc",8.82,"erwin","downstream","NA",119
"06/01/23 04:30:00 PM","DO_conc",8.79,"erwin","downstream","NA",120
"06/01/23 04:45:00 PM","DO_conc",8.78,"erwin","downstream","NA",121
"06/01/23 05:00:00 PM","DO_conc",8.67,"erwin","downstream","NA",122
"06/01/23 05:15:00 PM","DO_conc",8.66,"erwin","downstream","NA",123
"06/01/23 05:30:00 PM","DO_conc",8.6,"erwin","downstream","NA",124
"06/01/23 05:45:00 PM","DO_conc",8.62,"erwin","downstream","NA",125
"06/01/23 06:00:00 PM","DO_conc",8.58,"erwin","downstream","NA",126
"06/01/23 06:15:00 PM","DO_conc",8.53,"erwin","downstream","NA",127
"06/01/23 06:30:00 PM","DO_conc",8.43,"erwin","downstream","NA",128
"06/01/23 06:45:00 PM","DO_conc",8.35,"erwin","downstream","NA",129
"06/01/23 07:00:00 PM","DO_conc",8.29,"erwin","downstream","NA",130
"06/01/23 07:15:00 PM","DO_conc",8.21,"erwin","downstream","NA",131
"06/01/23 07:30:00 PM","DO_conc",8.14,"erwin","downstream","NA",132
"06/01/23 07:45:00 PM","DO_conc",8.03,"erwin","downstream","NA",133
"06/01/23 08:00:00 PM","DO_conc",8.06,"erwin","downstream","NA",134
"06/01/23 08:15:00 PM","DO_conc",7.95,"erwin","downstream","NA",135
"06/01/23 08:30:00 PM","DO_conc",7.97,"erwin","downstream","NA",136
"06/01/23 08:45:00 PM","DO_conc",7.83,"erwin","downstream","NA",137
"06/01/23 09:00:00 PM","DO_conc",8.04,"erwin","downstream","NA",138
"06/01/23 09:15:00 PM","DO_conc",7.95,"erwin","downstream","NA",139
"06/01/23 09:30:00 PM","DO_conc",7.88,"erwin","downstream","NA",140
"06/01/23 09:45:00 PM","DO_conc",7.87,"erwin","downstream","NA",141
"06/01/23 10:00:00 PM","DO_conc",7.76,"erwin","downstream","NA",142
"06/01/23 10:15:00 PM","DO_conc",7.52,"erwin","downstream","NA",143
"06/01/23 10:30:00 PM","DO_conc",7.61,"erwin","downstream","NA",144
"06/01/23 10:45:00 PM","DO_conc",7.57,"erwin","downstream","NA",145
"06/01/23 11:00:00 PM","DO_conc",7.84,"erwin","downstream","NA",146
"06/01/23 11:15:00 PM","DO_conc",7.95,"erwin","downstream","NA",147
"06/01/23 11:30:00 PM","DO_conc",7.78,"erwin","downstream","NA",148
"06/01/23 11:45:00 PM","DO_conc",7.99,"erwin","downstream","NA",149
"06/02/23 12:00:00 AM","DO_conc",8,"erwin","downstream","NA",150
"06/02/23 12:15:00 AM","DO_conc",7.96,"erwin","downstream","NA",151
"06/02/23 12:30:00 AM","DO_conc",7.85,"erwin","downstream","NA",152
"06/02/23 12:45:00 AM","DO_conc",7.96,"erwin","downstream","NA",153
"06/02/23 01:00:00 AM","DO_conc",7.93,"erwin","downstream","NA",154
"06/02/23 01:15:00 AM","DO_conc",7.93,"erwin","downstream","NA",155
"06/02/23 01:30:00 AM","DO_conc",7.93,"erwin","downstream","NA",156
"06/02/23 01:45:00 AM","DO_conc",7.9,"erwin","downstream","NA",157
"06/02/23 02:00:00 AM","DO_conc",7.78,"erwin","downstream","NA",158
"06/02/23 02:15:00 AM","DO_conc",7.85,"erwin","downstream","NA",159
"06/02/23 02:30:00 AM","DO_conc",7.87,"erwin","downstream","NA",160
"06/02/23 02:45:00 AM","DO_conc",7.81,"erwin","downstream","NA",161
"06/02/23 03:00:00 AM","DO_conc",7.84,"erwin","downstream","NA",162
"06/02/23 03:15:00 AM","DO_conc",7.81,"erwin","downstream","NA",163
"06/02/23 03:30:00 AM","DO_conc",7.8,"erwin","downstream","NA",164
"06/02/23 03:45:00 AM","DO_conc",7.78,"erwin","downstream","NA",165
"06/02/23 04:00:00 AM","DO_conc",7.75,"erwin","downstream","NA",166
"06/02/23 04:15:00 AM","DO_conc",7.74,"erwin","downstream","NA",167
"06/02/23 04:30:00 AM","DO_conc",7.69,"erwin","downstream","NA",168
"06/02/23 04:45:00 AM","DO_conc",7.71,"erwin","downstream","NA",169
"06/02/23 05:00:00 AM","DO_conc",7.69,"erwin","downstream","NA",170
"06/02/23 05:15:00 AM","DO_conc",7.68,"erwin","downstream","NA",171
"06/02/23 05:30:00 AM","DO_conc",7.67,"erwin","downstream","NA",172
"06/02/23 05:45:00 AM","DO_conc",7.68,"erwin","downstream","NA",173
"06/02/23 06:00:00 AM","DO_conc",7.67,"erwin","downstream","NA",174
"06/02/23 06:15:00 AM","DO_conc",7.66,"erwin","downstream","NA",175
"06/02/23 06:30:00 AM","DO_conc",7.38,"erwin","downstream","NA",176
"06/02/23 06:45:00 AM","DO_conc",7.66,"erwin","downstream","NA",177
"06/02/23 07:00:00 AM","DO_conc",7.62,"erwin","downstream","NA",178
"06/02/23 07:15:00 AM","DO_conc",7.66,"erwin","downstream","NA",179
"06/02/23 07:30:00 AM","DO_conc",7.67,"erwin","downstream","NA",180
"06/02/23 07:45:00 AM","DO_conc",7.67,"erwin","downstream","NA",181
"06/02/23 08:00:00 AM","DO_conc",7.68,"erwin","downstream","NA",182
"06/02/23 08:15:00 AM","DO_conc",7.7,"erwin","downstream","NA",183
"06/02/23 08:30:00 AM","DO_conc",7.7,"erwin","downstream","NA",184
"06/02/23 08:45:00 AM","DO_conc",7.7,"erwin","downstream","NA",185
"06/02/23 09:00:00 AM","DO_conc",7.73,"erwin","downstream","NA",186
"06/02/23 09:15:00 AM","DO_conc",7.75,"erwin","downstream","NA",187
"06/02/23 09:30:00 AM","DO_conc",7.78,"erwin","downstream","NA",188
"06/02/23 09:45:00 AM","DO_conc",7.81,"erwin","downstream","NA",189
"06/02/23 10:00:00 AM","DO_conc",7.81,"erwin","downstream","NA",190
"06/02/23 10:15:00 AM","DO_conc",7.83,"erwin","downstream","NA",191
"06/02/23 10:30:00 AM","DO_conc",7.86,"erwin","downstream","NA",192
"06/02/23 10:45:00 AM","DO_conc",7.93,"erwin","downstream","NA",193
"06/02/23 11:00:00 AM","DO_conc",7.94,"erwin","downstream","NA",194
"06/02/23 11:15:00 AM","DO_conc",7.97,"erwin","downstream","NA",195
"06/02/23 11:30:00 AM","DO_conc",8.01,"erwin","downstream","NA",196
"06/02/23 11:45:00 AM","DO_conc",8.06,"erwin","downstream","NA",197
"06/02/23 12:00:00 PM","DO_conc",8.04,"erwin","downstream","NA",198
"06/02/23 12:15:00 PM","DO_conc",8.09,"erwin","downstream","NA",199
"06/02/23 12:30:00 PM","DO_conc",8.1,"erwin","downstream","NA",200
"06/02/23 12:45:00 PM","DO_conc",8.1,"erwin","downstream","NA",201
"06/02/23 01:00:00 PM","DO_conc",8.07,"erwin","downstream","NA",202
"06/02/23 01:15:00 PM","DO_conc",8.03,"erwin","downstream","NA",203
"06/02/23 01:30:00 PM","DO_conc",7.98,"erwin","downstream","NA",204
"06/02/23 01:45:00 PM","DO_conc",7.97,"erwin","downstream","NA",205
"06/02/23 02:00:00 PM","DO_conc",7.89,"erwin","downstream","NA",206
"06/02/23 02:15:00 PM","DO_conc",7.87,"erwin","downstream","NA",207
"06/02/23 02:30:00 PM","DO_conc",7.83,"erwin","downstream","NA",208
"06/02/23 02:45:00 PM","DO_conc",7.88,"erwin","downstream","NA",209
"06/02/23 03:00:00 PM","DO_conc",7.87,"erwin","downstream","NA",210
"06/02/23 03:15:00 PM","DO_conc",7.93,"erwin","downstream","NA",211
"06/02/23 03:30:00 PM","DO_conc",7.74,"erwin","downstream","NA",212
"06/02/23 03:45:00 PM","DO_conc",7.78,"erwin","downstream","NA",213
"06/02/23 04:00:00 PM","DO_conc",7.82,"erwin","downstream","NA",214
"06/02/23 04:15:00 PM","DO_conc",7.75,"erwin","downstream","NA",215
"06/02/23 04:30:00 PM","DO_conc",7.79,"erwin","downstream","NA",216
"06/02/23 04:45:00 PM","DO_conc",7.79,"erwin","downstream","NA",217
"06/02/23 05:00:00 PM","DO_conc",7.66,"erwin","downstream","NA",218
"06/02/23 05:15:00 PM","DO_conc",7.76,"erwin","downstream","NA",219
"06/02/23 05:30:00 PM","DO_conc",7.72,"erwin","downstream","NA",220
"06/02/23 05:45:00 PM","DO_conc",7.57,"erwin","downstream","NA",221
"06/02/23 06:00:00 PM","DO_conc",7.6,"erwin","downstream","NA",222
"06/02/23 06:15:00 PM","DO_conc",7.6,"erwin","downstream","NA",223
"06/02/23 06:30:00 PM","DO_conc",7.54,"erwin","downstream","NA",224
"06/02/23 06:45:00 PM","DO_conc",7.57,"erwin","downstream","NA",225
"06/02/23 07:00:00 PM","DO_conc",7.47,"erwin","downstream","NA",226
"06/02/23 07:15:00 PM","DO_conc",7.52,"erwin","downstream","NA",227
"06/02/23 07:30:00 PM","DO_conc",7.52,"erwin","downstream","NA",228
"06/02/23 07:45:00 PM","DO_conc",7.37,"erwin","downstream","NA",229
"06/02/23 08:00:00 PM","DO_conc",7.33,"erwin","downstream","NA",230
"06/02/23 08:15:00 PM","DO_conc",7.26,"erwin","downstream","NA",231
"06/02/23 08:30:00 PM","DO_conc",7.22,"erwin","downstream","NA",232
"06/02/23 08:45:00 PM","DO_conc",7.18,"erwin","downstream","NA",233
"06/02/23 09:00:00 PM","DO_conc",7.06,"erwin","downstream","NA",234
"06/02/23 09:15:00 PM","DO_conc",7.1,"erwin","downstream","NA",235
"06/02/23 09:30:00 PM","DO_conc",7.12,"erwin","downstream","NA",236
"06/02/23 09:45:00 PM","DO_conc",7.16,"erwin","downstream","NA",237
"06/02/23 10:00:00 PM","DO_conc",7.08,"erwin","downstream","NA",238
"06/02/23 10:15:00 PM","DO_conc",7.02,"erwin","downstream","NA",239
"06/02/23 10:30:00 PM","DO_conc",6.89,"erwin","downstream","NA",240
"06/02/23 10:45:00 PM","DO_conc",6.87,"erwin","downstream","NA",241
"06/02/23 11:00:00 PM","DO_conc",6.81,"erwin","downstream","NA",242
"06/02/23 11:15:00 PM","DO_conc",6.77,"erwin","downstream","NA",243
"06/02/23 11:30:00 PM","DO_conc",6.8,"erwin","downstream","NA",244
"06/02/23 11:45:00 PM","DO_conc",6.74,"erwin","downstream","NA",245
"06/03/23 12:00:00 AM","DO_conc",6.72,"erwin","downstream","NA",246
"06/03/23 12:15:00 AM","DO_conc",6.73,"erwin","downstream","NA",247
"06/03/23 12:30:00 AM","DO_conc",6.63,"erwin","downstream","NA",248
"06/03/23 12:45:00 AM","DO_conc",6.57,"erwin","downstream","NA",249
"06/03/23 01:00:00 AM","DO_conc",6.58,"erwin","downstream","NA",250
"06/03/23 01:15:00 AM","DO_conc",6.62,"erwin","downstream","NA",251
"06/03/23 01:30:00 AM","DO_conc",6.59,"erwin","downstream","NA",252
"06/03/23 01:45:00 AM","DO_conc",6.64,"erwin","downstream","NA",253
"06/03/23 02:00:00 AM","DO_conc",6.44,"erwin","downstream","NA",254
"06/03/23 02:15:00 AM","DO_conc",6.44,"erwin","downstream","NA",255
"06/03/23 02:30:00 AM","DO_conc",6.42,"erwin","downstream","NA",256
"06/03/23 02:45:00 AM","DO_conc",6.4,"erwin","downstream","NA",257
"06/03/23 03:00:00 AM","DO_conc",6.28,"erwin","downstream","NA",258
"06/03/23 03:15:00 AM","DO_conc",6.3,"erwin","downstream","NA",259
"06/03/23 03:30:00 AM","DO_conc",6.16,"erwin","downstream","NA",260
"06/03/23 03:45:00 AM","DO_conc",6.11,"erwin","downstream","NA",261
"06/03/23 04:00:00 AM","DO_conc",6.14,"erwin","downstream","NA",262
"06/03/23 04:15:00 AM","DO_conc",6.17,"erwin","downstream","NA",263
"06/03/23 04:30:00 AM","DO_conc",6.07,"erwin","downstream","NA",264
"06/03/23 04:45:00 AM","DO_conc",6.13,"erwin","downstream","NA",265
"06/03/23 05:00:00 AM","DO_conc",6.08,"erwin","downstream","NA",266
"06/03/23 05:15:00 AM","DO_conc",5.99,"erwin","downstream","NA",267
"06/03/23 05:30:00 AM","DO_conc",6.03,"erwin","downstream","NA",268
"06/03/23 05:45:00 AM","DO_conc",6.01,"erwin","downstream","NA",269
"06/03/23 06:00:00 AM","DO_conc",5.99,"erwin","downstream","NA",270
"06/03/23 06:15:00 AM","DO_conc",5.98,"erwin","downstream","NA",271
"06/03/23 06:30:00 AM","DO_conc",5.98,"erwin","downstream","NA",272
"06/03/23 06:45:00 AM","DO_conc",6.15,"erwin","downstream","NA",273
"06/03/23 07:00:00 AM","DO_conc",6.27,"erwin","downstream","NA",274
"06/03/23 07:15:00 AM","DO_conc",6.45,"erwin","downstream","NA",275
"06/03/23 07:30:00 AM","DO_conc",6.83,"erwin","downstream","NA",276
"06/03/23 07:45:00 AM","DO_conc",7.03,"erwin","downstream","NA",277
"06/03/23 08:00:00 AM","DO_conc",7.1,"erwin","downstream","NA",278
"06/03/23 08:15:00 AM","DO_conc",7.1,"erwin","downstream","NA",279
"06/03/23 08:30:00 AM","DO_conc",7.08,"erwin","downstream","NA",280
"06/03/23 08:45:00 AM","DO_conc",7.09,"erwin","downstream","NA",281
"06/03/23 09:00:00 AM","DO_conc",7.16,"erwin","downstream","NA",282
"06/03/23 09:15:00 AM","DO_conc",7.22,"erwin","downstream","NA",283
"06/03/23 09:30:00 AM","DO_conc",7.24,"erwin","downstream","NA",284
"06/03/23 09:45:00 AM","DO_conc",7.24,"erwin","downstream","NA",285
"06/03/23 10:00:00 AM","DO_conc",7.27,"erwin","downstream","NA",286
"06/03/23 10:15:00 AM","DO_conc",7.29,"erwin","downstream","NA",287
"06/03/23 10:30:00 AM","DO_conc",7.31,"erwin","downstream","NA",288
"06/03/23 10:45:00 AM","DO_conc",7.36,"erwin","downstream","NA",289
"06/03/23 11:00:00 AM","DO_conc",7.4,"erwin","downstream","NA",290
"06/03/23 11:15:00 AM","DO_conc",7.51,"erwin","downstream","NA",291
"06/03/23 11:30:00 AM","DO_conc",7.55,"erwin","downstream","NA",292
"06/03/23 11:45:00 AM","DO_conc",7.56,"erwin","downstream","NA",293
"06/03/23 12:00:00 PM","DO_conc",7.64,"erwin","downstream","NA",294
"06/03/23 12:15:00 PM","DO_conc",7.64,"erwin","downstream","NA",295
"06/03/23 12:30:00 PM","DO_conc",7.65,"erwin","downstream","NA",296
"06/03/23 12:45:00 PM","DO_conc",7.68,"erwin","downstream","NA",297
"06/03/23 01:00:00 PM","DO_conc",7.58,"erwin","downstream","NA",298
"06/03/23 01:15:00 PM","DO_conc",7.57,"erwin","downstream","NA",299
"06/03/23 01:30:00 PM","DO_conc",7.55,"erwin","downstream","NA",300
"06/03/23 01:45:00 PM","DO_conc",7.51,"erwin","downstream","NA",301
"06/03/23 02:00:00 PM","DO_conc",7.51,"erwin","downstream","NA",302
"06/03/23 02:15:00 PM","DO_conc",7.45,"erwin","downstream","NA",303
"06/03/23 02:30:00 PM","DO_conc",7.45,"erwin","downstream","NA",304
"06/03/23 02:45:00 PM","DO_conc",7.4,"erwin","downstream","NA",305
"06/03/23 03:00:00 PM","DO_conc",7.48,"erwin","downstream","NA",306
"06/03/23 03:15:00 PM","DO_conc",7.32,"erwin","downstream","NA",307
"06/03/23 03:30:00 PM","DO_conc",7.37,"erwin","downstream","NA",308
"06/03/23 03:45:00 PM","DO_conc",7.34,"erwin","downstream","NA",309
"06/03/23 04:00:00 PM","DO_conc",7.26,"erwin","downstream","NA",310
"06/03/23 04:15:00 PM","DO_conc",7.26,"erwin","downstream","NA",311
"06/03/23 04:30:00 PM","DO_conc",7.37,"erwin","downstream","NA",312
"06/03/23 04:45:00 PM","DO_conc",7.1,"erwin","downstream","NA",313
"06/03/23 05:00:00 PM","DO_conc",7.09,"erwin","downstream","NA",314
"06/03/23 05:15:00 PM","DO_conc",7.24,"erwin","downstream","NA",315
"06/03/23 05:30:00 PM","DO_conc",7.2,"erwin","downstream","NA",316
"06/03/23 05:45:00 PM","DO_conc",7.29,"erwin","downstream","NA",317
"06/03/23 06:00:00 PM","DO_conc",7.25,"erwin","downstream","NA",318
"06/03/23 06:15:00 PM","DO_conc",7.16,"erwin","downstream","NA",319
"06/03/23 06:30:00 PM","DO_conc",7.19,"erwin","downstream","NA",320
"06/03/23 06:45:00 PM","DO_conc",7.16,"erwin","downstream","NA",321
"06/03/23 07:00:00 PM","DO_conc",7.14,"erwin","downstream","NA",322
"06/03/23 07:15:00 PM","DO_conc",7.13,"erwin","downstream","NA",323
"06/03/23 07:30:00 PM","DO_conc",7.09,"erwin","downstream","NA",324
"06/03/23 07:45:00 PM","DO_conc",7.04,"erwin","downstream","NA",325
"06/03/23 08:00:00 PM","DO_conc",7.03,"erwin","downstream","NA",326
"06/03/23 08:15:00 PM","DO_conc",7.01,"erwin","downstream","NA",327
"06/03/23 08:30:00 PM","DO_conc",6.95,"erwin","downstream","NA",328
"06/03/23 08:45:00 PM","DO_conc",6.87,"erwin","downstream","NA",329
"06/03/23 09:00:00 PM","DO_conc",6.89,"erwin","downstream","NA",330
"06/03/23 09:15:00 PM","DO_conc",6.84,"erwin","downstream","NA",331
"06/03/23 09:30:00 PM","DO_conc",6.82,"erwin","downstream","NA",332
"06/03/23 09:45:00 PM","DO_conc",6.75,"erwin","downstream","NA",333
"06/03/23 10:00:00 PM","DO_conc",6.71,"erwin","downstream","NA",334
"06/03/23 10:15:00 PM","DO_conc",6.7,"erwin","downstream","NA",335
"06/03/23 10:30:00 PM","DO_conc",6.61,"erwin","downstream","NA",336
"06/03/23 10:45:00 PM","DO_conc",6.56,"erwin","downstream","NA",337
"06/03/23 11:00:00 PM","DO_conc",6.49,"erwin","downstream","NA",338
"06/03/23 11:15:00 PM","DO_conc",6.53,"erwin","downstream","NA",339
"06/03/23 11:30:00 PM","DO_conc",6.49,"erwin","downstream","NA",340
"06/03/23 11:45:00 PM","DO_conc",6.45,"erwin","downstream","NA",341
"06/04/23 12:00:00 AM","DO_conc",6.35,"erwin","downstream","NA",342
"06/04/23 12:15:00 AM","DO_conc",6.32,"erwin","downstream","NA",343
"06/04/23 12:30:00 AM","DO_conc",6.33,"erwin","downstream","NA",344
"06/04/23 12:45:00 AM","DO_conc",6.24,"erwin","downstream","NA",345
"06/04/23 01:00:00 AM","DO_conc",6.24,"erwin","downstream","NA",346
"06/04/23 01:15:00 AM","DO_conc",6.22,"erwin","downstream","NA",347
"06/04/23 01:30:00 AM","DO_conc",6.17,"erwin","downstream","NA",348
