"Plot Title: NHC-DO"
"#","Date Time, GMT-05:00","DO conc, mg/L (LGR S/N: 10402891, SEN S/N: 10402891)","Temp, °C (LGR S/N: 10402891, SEN S/N: 10402891)","Coupler Attached (LGR S/N: 10402891)","Host Connected (LGR S/N: 10402891)","Stopped (LGR S/N: 10402891)","End Of File (LGR S/N: 10402891)"
47,03/06/23 11:00:00 PM,9.83,13.66,,,,
48,03/06/23 11:15:00 PM,9.81,13.60,,,,
49,03/06/23 11:30:00 PM,9.81,13.54,,,,
50,03/06/23 11:45:00 PM,9.80,13.48,,,,
51,03/07/23 12:00:00 AM,9.81,13.40,,,,
52,03/07/23 12:15:00 AM,9.80,13.34,,,,
53,03/07/23 12:30:00 AM,9.80,13.28,,,,
54,03/07/23 12:45:00 AM,9.81,13.22,,,,
55,03/07/23 01:00:00 AM,9.80,13.16,,,,
56,03/07/23 01:15:00 AM,9.82,13.08,,,,
57,03/07/23 01:30:00 AM,9.82,13.04,,,,
58,03/07/23 01:45:00 AM,9.82,12.98,,,,
59,03/07/23 02:00:00 AM,9.83,12.92,,,,
60,03/07/23 02:15:00 AM,9.83,12.88,,,,
61,03/07/23 02:30:00 AM,9.83,12.82,,,,
62,03/07/23 02:45:00 AM,9.83,12.78,,,,
63,03/07/23 03:00:00 AM,9.84,12.74,,,,
64,03/07/23 03:15:00 AM,9.85,12.70,,,,
65,03/07/23 03:30:00 AM,9.86,12.66,,,,
66,03/07/23 03:45:00 AM,9.88,12.62,,,,
67,03/07/23 04:00:00 AM,9.88,12.58,,,,
68,03/07/23 04:15:00 AM,9.88,12.54,,,,
69,03/07/23 04:30:00 AM,9.90,12.50,,,,
70,03/07/23 04:45:00 AM,9.91,12.46,,,,
71,03/07/23 05:00:00 AM,9.92,12.42,,,,
72,03/07/23 05:15:00 AM,9.92,12.38,,,,
73,03/07/23 05:30:00 AM,9.93,12.34,,,,
74,03/07/23 05:45:00 AM,9.94,12.30,,,,
75,03/07/23 06:00:00 AM,9.94,12.26,,,,
76,03/07/23 06:15:00 AM,9.96,12.20,,,,
77,03/07/23 06:30:00 AM,9.98,12.16,,,,
78,03/07/23 06:45:00 AM,9.98,12.12,,,,
79,03/07/23 07:00:00 AM,10.02,12.08,,,,
80,03/07/23 07:15:00 AM,10.04,12.04,,,,
81,03/07/23 07:30:00 AM,10.07,12.00,,,,
82,03/07/23 07:45:00 AM,10.11,11.96,,,,
83,03/07/23 08:00:00 AM,10.16,11.92,,,,
84,03/07/23 08:15:00 AM,10.22,11.90,,,,
85,03/07/23 08:30:00 AM,10.28,11.90,,,,
86,03/07/23 08:45:00 AM,10.39,11.90,,,,
87,03/07/23 09:00:00 AM,10.49,11.92,,,,
88,03/07/23 09:15:00 AM,10.60,11.94,,,,
89,03/07/23 09:30:00 AM,10.69,12.00,,,,
90,03/07/23 09:45:00 AM,10.80,12.08,,,,
91,03/07/23 10:00:00 AM,10.90,12.16,,,,
92,03/07/23 10:15:00 AM,11.01,12.26,,,,
93,03/07/23 10:30:00 AM,11.10,12.38,,,,
94,03/07/23 10:45:00 AM,11.20,12.48,,,,
95,03/07/23 11:00:00 AM,11.26,12.62,,,,
96,03/07/23 11:15:00 AM,11.35,12.78,,,,
97,03/07/23 11:30:00 AM,11.45,12.92,,,,
98,03/07/23 11:45:00 AM,11.51,13.10,,,,
99,03/07/23 12:00:00 PM,11.57,13.26,,,,
100,03/07/23 12:15:00 PM,11.62,13.46,,,,
101,03/07/23 12:30:00 PM,11.65,13.64,,,,
102,03/07/23 12:45:00 PM,11.70,13.84,,,,
103,03/07/23 01:00:00 PM,11.72,14.06,,,,
104,03/07/23 01:15:00 PM,11.74,14.26,,,,
105,03/07/23 01:30:00 PM,11.74,14.48,,,,
106,03/07/23 01:45:00 PM,11.75,14.68,,,,
107,03/07/23 02:00:00 PM,11.72,14.86,,,,
108,03/07/23 02:15:00 PM,11.70,15.02,,,,
109,03/07/23 02:30:00 PM,11.66,15.14,,,,
110,03/07/23 02:45:00 PM,11.61,15.24,,,,
111,03/07/23 03:00:00 PM,11.57,15.32,,,,
112,03/07/23 03:15:00 PM,11.50,15.38,,,,
113,03/07/23 03:30:00 PM,11.45,15.44,,,,
114,03/07/23 03:45:00 PM,11.38,15.46,,,,
115,03/07/23 04:00:00 PM,11.30,15.46,,,,
116,03/07/23 04:15:00 PM,11.20,15.44,,,,
117,03/07/23 04:30:00 PM,11.10,15.40,,,,
118,03/07/23 04:45:00 PM,11.00,15.36,,,,
119,03/07/23 05:00:00 PM,10.87,15.32,,,,
120,03/07/23 05:15:00 PM,10.77,15.28,,,,
121,03/07/23 05:30:00 PM,10.67,15.22,,,,
122,03/07/23 05:45:00 PM,10.56,15.16,,,,
123,03/07/23 06:00:00 PM,10.47,15.10,,,,
124,03/07/23 06:15:00 PM,10.38,15.04,,,,
125,03/07/23 06:30:00 PM,10.32,14.96,,,,
126,03/07/23 06:45:00 PM,10.26,14.88,,,,
127,03/07/23 07:00:00 PM,10.17,14.80,,,,
128,03/07/23 07:15:00 PM,10.10,14.72,,,,
129,03/07/23 07:30:00 PM,10.04,14.62,,,,
130,03/07/23 07:45:00 PM,9.99,14.54,,,,
131,03/07/23 08:00:00 PM,9.95,14.46,,,,
132,03/07/23 08:15:00 PM,9.92,14.36,,,,
133,03/07/23 08:30:00 PM,9.89,14.28,,,,
134,03/07/23 08:45:00 PM,9.86,14.20,,,,
135,03/07/23 09:00:00 PM,9.84,14.12,,,,
136,03/07/23 09:15:00 PM,9.82,14.06,,,,
137,03/07/23 09:30:00 PM,9.81,13.98,,,,
138,03/07/23 09:45:00 PM,9.79,13.90,,,,
139,03/07/23 10:00:00 PM,9.79,13.84,,,,
140,03/07/23 10:15:00 PM,9.78,13.76,,,,
141,03/07/23 10:30:00 PM,9.78,13.70,,,,
142,03/07/23 10:45:00 PM,9.78,13.62,,,,
143,03/07/23 11:00:00 PM,9.78,13.56,,,,
144,03/07/23 11:15:00 PM,9.78,13.48,,,,
145,03/07/23 11:30:00 PM,9.77,13.40,,,,
146,03/07/23 11:45:00 PM,9.78,13.32,,,,
147,03/08/23 12:00:00 AM,9.80,13.24,,,,
148,03/08/23 12:15:00 AM,9.80,13.16,,,,
149,03/08/23 12:30:00 AM,9.81,13.08,,,,
150,03/08/23 12:45:00 AM,9.82,12.98,,,,
151,03/08/23 01:00:00 AM,9.84,12.88,,,,
152,03/08/23 01:15:00 AM,9.86,12.78,,,,
153,03/08/23 01:30:00 AM,9.85,12.70,,,,
154,03/08/23 01:45:00 AM,9.89,12.60,,,,
155,03/08/23 02:00:00 AM,9.91,12.50,,,,
156,03/08/23 02:15:00 AM,9.92,12.40,,,,
157,03/08/23 02:30:00 AM,9.94,12.32,,,,
158,03/08/23 02:45:00 AM,9.97,12.22,,,,
159,03/08/23 03:00:00 AM,9.99,12.12,,,,
160,03/08/23 03:15:00 AM,10.00,12.04,,,,
161,03/08/23 03:30:00 AM,10.04,11.94,,,,
162,03/08/23 03:45:00 AM,10.05,11.86,,,,
163,03/08/23 04:00:00 AM,10.07,11.78,,,,
164,03/08/23 04:15:00 AM,10.09,11.70,,,,
165,03/08/23 04:30:00 AM,10.10,11.62,,,,
166,03/08/23 04:45:00 AM,10.14,11.54,,,,
167,03/08/23 05:00:00 AM,10.16,11.46,,,,
168,03/08/23 05:15:00 AM,10.18,11.38,,,,
169,03/08/23 05:30:00 AM,10.20,11.30,,,,
170,03/08/23 05:45:00 AM,10.21,11.22,,,,
171,03/08/23 06:00:00 AM,10.24,11.16,,,,
172,03/08/23 06:15:00 AM,10.26,11.08,,,,
173,03/08/23 06:30:00 AM,10.28,11.00,,,,
174,03/08/23 06:45:00 AM,10.30,10.94,,,,
175,03/08/23 07:00:00 AM,10.31,10.88,,,,
176,03/08/23 07:15:00 AM,10.36,10.80,,,,
177,03/08/23 07:30:00 AM,10.38,10.74,,,,
178,03/08/23 07:45:00 AM,10.45,10.68,,,,
179,03/08/23 08:00:00 AM,10.48,10.64,,,,
180,03/08/23 08:15:00 AM,10.53,10.58,,,,
181,03/08/23 08:30:00 AM,10.61,10.54,,,,
182,03/08/23 08:45:00 AM,10.70,10.50,,,,
183,03/08/23 09:00:00 AM,10.80,10.48,,,,
184,03/08/23 09:15:00 AM,10.92,10.46,,,,
185,03/08/23 09:30:00 AM,11.02,10.48,,,,
186,03/08/23 09:45:00 AM,11.11,10.50,,,,
187,03/08/23 10:00:00 AM,11.24,10.54,,,,
188,03/08/23 10:15:00 AM,11.36,10.58,,,,
189,03/08/23 10:30:00 AM,11.46,10.64,,,,
190,03/08/23 10:45:00 AM,11.54,10.72,,,,
191,03/08/23 11:00:00 AM,11.63,10.82,,,,
192,03/08/23 11:15:00 AM,11.74,10.90,,,,
193,03/08/23 11:30:00 AM,11.79,11.00,,,,
194,03/08/23 11:45:00 AM,11.89,11.12,,,,
195,03/08/23 12:00:00 PM,11.96,11.24,,,,
196,03/08/23 12:15:00 PM,12.03,11.40,,,,
197,03/08/23 12:30:00 PM,12.08,11.54,,,,
198,03/08/23 12:45:00 PM,12.13,11.72,,,,
199,03/08/23 01:00:00 PM,12.16,11.90,,,,
200,03/08/23 01:15:00 PM,12.20,12.08,,,,
201,03/08/23 01:30:00 PM,12.21,12.24,,,,
202,03/08/23 01:45:00 PM,12.22,12.38,,,,
203,03/08/23 02:00:00 PM,12.23,12.54,,,,
204,03/08/23 02:15:00 PM,12.22,12.68,,,,
205,03/08/23 02:30:00 PM,12.21,12.82,,,,
206,03/08/23 02:45:00 PM,12.21,12.96,,,,
207,03/08/23 03:00:00 PM,12.18,13.08,,,,
208,03/08/23 03:15:00 PM,12.13,13.16,,,,
209,03/08/23 03:30:00 PM,12.08,13.24,,,,
210,03/08/23 03:45:00 PM,12.03,13.26,,,,
211,03/08/23 04:00:00 PM,11.99,13.30,,,,
212,03/08/23 04:15:00 PM,11.92,13.30,,,,
213,03/08/23 04:30:00 PM,11.82,13.28,,,,
214,03/08/23 04:45:00 PM,11.76,13.24,,,,
215,03/08/23 05:00:00 PM,11.66,13.20,,,,
216,03/08/23 05:15:00 PM,11.59,13.18,,,,
217,03/08/23 05:30:00 PM,11.47,13.14,,,,
218,03/08/23 05:45:00 PM,11.36,13.12,,,,
219,03/08/23 06:00:00 PM,11.30,13.08,,,,
220,03/08/23 06:15:00 PM,11.21,13.02,,,,
221,03/08/23 06:30:00 PM,11.11,12.98,,,,
222,03/08/23 06:45:00 PM,11.02,12.92,,,,
223,03/08/23 07:00:00 PM,10.95,12.84,,,,
224,03/08/23 07:15:00 PM,10.87,12.78,,,,
225,03/08/23 07:30:00 PM,10.80,12.70,,,,
226,03/08/23 07:45:00 PM,10.73,12.62,,,,
227,03/08/23 08:00:00 PM,10.69,12.54,,,,
228,03/08/23 08:15:00 PM,10.64,12.46,,,,
229,03/08/23 08:30:00 PM,10.59,12.38,,,,
230,03/08/23 08:45:00 PM,10.56,12.28,,,,
231,03/08/23 09:00:00 PM,10.53,12.20,,,,
232,03/08/23 09:15:00 PM,10.50,12.12,,,,
233,03/08/23 09:30:00 PM,10.49,12.04,,,,
234,03/08/23 09:45:00 PM,10.47,11.96,,,,
235,03/08/23 10:00:00 PM,10.46,11.90,,,,
236,03/08/23 10:15:00 PM,10.44,11.84,,,,
237,03/08/23 10:30:00 PM,10.42,11.78,,,,
238,03/08/23 10:45:00 PM,10.41,11.72,,,,
239,03/08/23 11:00:00 PM,10.40,11.66,,,,
240,03/08/23 11:15:00 PM,10.40,11.60,,,,
241,03/08/23 11:30:00 PM,10.39,11.54,,,,
242,03/08/23 11:45:00 PM,10.38,11.48,,,,
243,03/09/23 12:00:00 AM,10.39,11.44,,,,
244,03/09/23 12:15:00 AM,10.37,11.38,,,,
245,03/09/23 12:30:00 AM,10.37,11.32,,,,
246,03/09/23 12:45:00 AM,10.38,11.26,,,,
247,03/09/23 01:00:00 AM,10.37,11.20,,,,
248,03/09/23 01:15:00 AM,10.38,11.14,,,,
249,03/09/23 01:30:00 AM,10.39,11.08,,,,
250,03/09/23 01:45:00 AM,10.40,11.02,,,,
251,03/09/23 02:00:00 AM,10.40,10.94,,,,
252,03/09/23 02:15:00 AM,10.41,10.88,,,,
253,03/09/23 02:30:00 AM,10.41,10.80,,,,
254,03/09/23 02:45:00 AM,10.44,10.72,,,,
255,03/09/23 03:00:00 AM,10.45,10.64,,,,
256,03/09/23 03:15:00 AM,10.48,10.56,,,,
257,03/09/23 03:30:00 AM,10.49,10.48,,,,
258,03/09/23 03:45:00 AM,10.52,10.38,,,,
259,03/09/23 04:00:00 AM,10.53,10.30,,,,
260,03/09/23 04:15:00 AM,10.54,10.22,,,,
261,03/09/23 04:30:00 AM,10.58,10.14,,,,
262,03/09/23 04:45:00 AM,10.61,10.06,,,,
263,03/09/23 05:00:00 AM,10.61,9.98,,,,
264,03/09/23 05:15:00 AM,10.64,9.90,,,,
265,03/09/23 05:30:00 AM,10.66,9.84,,,,
266,03/09/23 05:45:00 AM,10.67,9.76,,,,
267,03/09/23 06:00:00 AM,10.69,9.70,,,,
268,03/09/23 06:15:00 AM,10.70,9.64,,,,
269,03/09/23 06:30:00 AM,10.74,9.58,,,,
270,03/09/23 06:45:00 AM,10.76,9.52,,,,
271,03/09/23 07:00:00 AM,10.79,9.46,,,,
272,03/09/23 07:15:00 AM,10.82,9.40,,,,
273,03/09/23 07:30:00 AM,10.87,9.38,,,,
274,03/09/23 07:45:00 AM,10.92,9.36,,,,
275,03/09/23 08:00:00 AM,11.00,9.34,,,,
276,03/09/23 08:15:00 AM,11.08,9.36,,,,
277,03/09/23 08:30:00 AM,11.17,9.36,,,,
278,03/09/23 08:45:00 AM,11.25,9.38,,,,
279,03/09/23 09:00:00 AM,11.36,9.42,,,,
280,03/09/23 09:15:00 AM,11.46,9.44,,,,
281,03/09/23 09:30:00 AM,11.56,9.48,,,,
282,03/09/23 09:45:00 AM,11.65,9.54,,,,
283,03/09/23 10:00:00 AM,11.73,9.62,,,,
284,03/09/23 10:15:00 AM,11.86,9.72,,,,
285,03/09/23 10:30:00 AM,11.94,9.82,,,,
286,03/09/23 10:45:00 AM,12.02,9.94,,,,
287,03/09/23 11:00:00 AM,12.07,10.08,,,,
288,03/09/23 11:15:00 AM,12.15,10.22,,,,
289,03/09/23 11:30:00 AM,12.20,10.38,,,,
290,03/09/23 11:45:00 AM,12.24,10.50,,,,
291,03/09/23 12:00:00 PM,12.28,10.66,,,,
292,03/09/23 12:15:00 PM,12.33,10.82,,,,
293,03/09/23 12:30:00 PM,12.35,10.98,,,,
294,03/09/23 12:45:00 PM,12.37,11.16,,,,
295,03/09/23 01:00:00 PM,12.40,11.32,,,,
296,03/09/23 01:15:00 PM,12.43,11.50,,,,
297,03/09/23 01:30:00 PM,12.44,11.68,,,,
298,03/09/23 01:45:00 PM,12.44,11.86,,,,
299,03/09/23 02:00:00 PM,12.42,12.02,,,,
300,03/09/23 02:15:00 PM,12.41,12.18,,,,
301,03/09/23 02:30:00 PM,12.40,12.36,,,,
302,03/09/23 02:45:00 PM,12.37,12.48,,,,
303,03/09/23 03:00:00 PM,12.33,12.58,,,,
304,03/09/23 03:15:00 PM,12.31,12.66,,,,
305,03/09/23 03:30:00 PM,12.27,12.72,,,,
306,03/09/23 03:45:00 PM,12.21,12.78,,,,
307,03/09/23 04:00:00 PM,12.15,12.82,,,,
308,03/09/23 04:15:00 PM,12.10,12.86,,,,
309,03/09/23 04:30:00 PM,12.05,12.88,,,,
310,03/09/23 04:45:00 PM,11.95,12.88,,,,
311,03/09/23 05:00:00 PM,11.86,12.90,,,,
312,03/09/23 05:15:00 PM,11.78,12.90,,,,
313,03/09/23 05:30:00 PM,11.68,12.90,,,,
314,03/09/23 05:45:00 PM,11.58,12.88,,,,
315,03/09/23 06:00:00 PM,11.46,12.86,,,,
316,03/09/23 06:15:00 PM,11.35,12.82,,,,
317,03/09/23 06:30:00 PM,11.24,12.78,,,,
318,03/09/23 06:45:00 PM,11.16,12.72,,,,
319,03/09/23 07:00:00 PM,11.05,12.66,,,,
320,03/09/23 07:15:00 PM,10.98,12.58,,,,
321,03/09/23 07:30:00 PM,10.90,12.52,,,,
322,03/09/23 07:45:00 PM,10.83,12.44,,,,
323,03/09/23 08:00:00 PM,10.78,12.36,,,,
324,03/09/23 08:15:00 PM,10.74,12.28,,,,
325,03/09/23 08:30:00 PM,10.68,12.20,,,,
326,03/09/23 08:45:00 PM,10.64,12.14,,,,
327,03/09/23 09:00:00 PM,10.62,12.06,,,,
328,03/09/23 09:15:00 PM,10.58,12.00,,,,
329,03/09/23 09:30:00 PM,10.55,11.94,,,,
330,03/09/23 09:45:00 PM,10.54,11.88,,,,
331,03/09/23 10:00:00 PM,10.52,11.84,,,,
332,03/09/23 10:15:00 PM,10.49,11.78,,,,
333,03/09/23 10:30:00 PM,10.48,11.72,,,,
334,03/09/23 10:45:00 PM,10.47,11.68,,,,
335,03/09/23 11:00:00 PM,10.45,11.64,,,,
336,03/09/23 11:15:00 PM,10.45,11.60,,,,
337,03/09/23 11:30:00 PM,10.42,11.56,,,,
338,03/09/23 11:45:00 PM,10.42,11.52,,,,
339,03/10/23 12:00:00 AM,10.41,11.50,,,,
340,03/10/23 12:15:00 AM,10.40,11.48,,,,
341,03/10/23 12:30:00 AM,10.39,11.44,,,,
342,03/10/23 12:45:00 AM,10.38,11.42,,,,
343,03/10/23 01:00:00 AM,10.37,11.40,,,,
344,03/10/23 01:15:00 AM,10.37,11.38,,,,
345,03/10/23 01:30:00 AM,10.36,11.36,,,,
346,03/10/23 01:45:00 AM,10.36,11.32,,,,
347,03/10/23 02:00:00 AM,10.35,11.30,,,,
348,03/10/23 02:15:00 AM,10.34,11.28,,,,
349,03/10/23 02:30:00 AM,10.35,11.24,,,,
350,03/10/23 02:45:00 AM,10.34,11.22,,,,
351,03/10/23 03:00:00 AM,10.35,11.18,,,,
352,03/10/23 03:15:00 AM,10.34,11.16,,,,
353,03/10/23 03:30:00 AM,10.35,11.12,,,,
354,03/10/23 03:45:00 AM,10.35,11.10,,,,
355,03/10/23 04:00:00 AM,10.34,11.06,,,,
356,03/10/23 04:15:00 AM,10.36,11.02,,,,
357,03/10/23 04:30:00 AM,10.37,10.98,,,,
358,03/10/23 04:45:00 AM,10.36,10.96,,,,
359,03/10/23 05:00:00 AM,10.38,10.94,,,,
360,03/10/23 05:15:00 AM,10.38,10.90,,,,
361,03/10/23 05:30:00 AM,10.39,10.88,,,,
362,03/10/23 05:45:00 AM,10.40,10.84,,,,
363,03/10/23 06:00:00 AM,10.40,10.82,,,,
364,03/10/23 06:15:00 AM,10.41,10.80,,,,
365,03/10/23 06:30:00 AM,10.41,10.78,,,,
366,03/10/23 06:45:00 AM,10.40,10.76,,,,
367,03/10/23 07:00:00 AM,10.44,10.74,,,,
368,03/10/23 07:15:00 AM,10.42,10.72,,,,
369,03/10/23 07:30:00 AM,10.46,10.70,,,,
370,03/10/23 07:45:00 AM,10.46,10.68,,,,
371,03/10/23 08:00:00 AM,10.48,10.68,,,,
372,03/10/23 08:15:00 AM,10.50,10.66,,,,
373,03/10/23 08:30:00 AM,10.52,10.66,,,,
374,03/10/23 08:45:00 AM,10.53,10.64,,,,
375,03/10/23 09:00:00 AM,10.55,10.64,,,,
376,03/10/23 09:15:00 AM,10.58,10.64,,,,
377,03/10/23 09:30:00 AM,10.61,10.64,,,,
378,03/10/23 09:45:00 AM,10.65,10.64,,,,
379,03/10/23 10:00:00 AM,10.68,10.66,,,,
380,03/10/23 10:15:00 AM,10.72,10.66,,,,
381,03/10/23 10:30:00 AM,10.74,10.66,,,,
382,03/10/23 10:45:00 AM,10.75,10.68,,,,
383,03/10/23 11:00:00 AM,10.80,10.68,,,,
384,03/10/23 11:15:00 AM,10.82,10.70,,,,
385,03/10/23 11:30:00 AM,10.84,10.70,,,,
386,03/10/23 11:45:00 AM,10.87,10.72,,,,
387,03/10/23 12:00:00 PM,10.89,10.72,,,,
388,03/10/23 12:15:00 PM,10.91,10.74,,,,
389,03/10/23 12:30:00 PM,10.93,10.74,,,,
390,03/10/23 12:45:00 PM,10.94,10.76,,,,
391,03/10/23 01:00:00 PM,10.97,10.76,,,,
392,03/10/23 01:15:00 PM,10.98,10.78,,,,
393,03/10/23 01:30:00 PM,11.03,10.78,,,,
394,03/10/23 01:45:00 PM,11.05,10.80,,,,
395,03/10/23 02:00:00 PM,11.08,10.82,,,,
396,03/10/23 02:15:00 PM,11.09,10.84,,,,
397,03/10/23 02:30:00 PM,11.11,10.84,,,,
398,03/10/23 02:45:00 PM,11.11,10.86,,,,
399,03/10/23 03:00:00 PM,11.12,10.86,,,,
400,03/10/23 03:15:00 PM,11.16,10.88,,,,
401,03/10/23 03:30:00 PM,11.16,10.88,,,,
402,03/10/23 03:45:00 PM,11.16,10.90,,,,
403,03/10/23 04:00:00 PM,11.17,10.92,,,,
404,03/10/23 04:15:00 PM,11.17,10.94,,,,
405,03/10/23 04:30:00 PM,11.15,10.94,,,,
406,03/10/23 04:45:00 PM,11.14,10.96,,,,
407,03/10/23 05:00:00 PM,11.15,10.98,,,,
408,03/10/23 05:15:00 PM,11.14,10.98,,,,
409,03/10/23 05:30:00 PM,11.12,11.00,,,,
410,03/10/23 05:45:00 PM,11.10,11.00,,,,
411,03/10/23 06:00:00 PM,11.07,11.00,,,,
412,03/10/23 06:15:00 PM,11.04,11.00,,,,
413,03/10/23 06:30:00 PM,11.01,10.98,,,,
414,03/10/23 06:45:00 PM,10.96,10.96,,,,
415,03/10/23 07:00:00 PM,10.92,10.94,,,,
416,03/10/23 07:15:00 PM,10.87,10.94,,,,
417,03/10/23 07:30:00 PM,10.81,10.90,,,,
418,03/10/23 07:45:00 PM,10.79,10.88,,,,
419,03/10/23 08:00:00 PM,10.75,10.86,,,,
420,03/10/23 08:15:00 PM,10.72,10.84,,,,
421,03/10/23 08:30:00 PM,10.68,10.82,,,,
422,03/10/23 08:45:00 PM,10.66,10.80,,,,
423,03/10/23 09:00:00 PM,10.64,10.80,,,,
424,03/10/23 09:15:00 PM,10.62,10.78,,,,
425,03/10/23 09:30:00 PM,10.61,10.74,,,,
426,03/10/23 09:45:00 PM,10.59,10.72,,,,
427,03/10/23 10:00:00 PM,10.59,10.68,,,,
428,03/10/23 10:15:00 PM,10.58,10.66,,,,
429,03/10/23 10:30:00 PM,10.58,10.62,,,,
430,03/10/23 10:45:00 PM,10.56,10.60,,,,
431,03/10/23 11:00:00 PM,10.56,10.56,,,,
432,03/10/23 11:15:00 PM,10.56,10.52,,,,
433,03/10/23 11:30:00 PM,10.56,10.48,,,,
434,03/10/23 11:45:00 PM,10.54,10.44,,,,
435,03/11/23 12:00:00 AM,10.55,10.40,,,,
436,03/11/23 12:15:00 AM,10.56,10.36,,,,
437,03/11/23 12:30:00 AM,10.54,10.32,,,,
438,03/11/23 12:45:00 AM,10.56,10.28,,,,
439,03/11/23 01:00:00 AM,10.56,10.24,,,,
440,03/11/23 01:15:00 AM,10.55,10.18,,,,
441,03/11/23 01:30:00 AM,10.58,10.14,,,,
442,03/11/23 01:45:00 AM,10.58,10.10,,,,
443,03/11/23 02:00:00 AM,10.58,10.06,,,,
444,03/11/23 02:15:00 AM,10.59,10.02,,,,
445,03/11/23 02:30:00 AM,10.59,9.98,,,,
446,03/11/23 02:45:00 AM,10.61,9.96,,,,
447,03/11/23 03:00:00 AM,10.61,9.92,,,,
448,03/11/23 03:15:00 AM,10.62,9.88,,,,
449,03/11/23 03:30:00 AM,10.62,9.86,,,,
450,03/11/23 03:45:00 AM,10.62,9.84,,,,
451,03/11/23 04:00:00 AM,10.63,9.80,,,,
452,03/11/23 04:15:00 AM,10.63,9.76,,,,
453,03/11/23 04:30:00 AM,10.65,9.74,,,,
454,03/11/23 04:45:00 AM,10.65,9.68,,,,
455,03/11/23 05:00:00 AM,10.67,9.64,,,,
456,03/11/23 05:15:00 AM,10.67,9.60,,,,
457,03/11/23 05:30:00 AM,10.69,9.56,,,,
458,03/11/23 05:45:00 AM,10.68,9.52,,,,
459,03/11/23 06:00:00 AM,10.70,9.48,,,,
460,03/11/23 06:15:00 AM,10.70,9.44,,,,
461,03/11/23 06:30:00 AM,10.73,9.40,,,,
462,03/11/23 06:45:00 AM,10.74,9.34,,,,
463,03/11/23 07:00:00 AM,10.74,9.32,,,,
464,03/11/23 07:15:00 AM,10.80,9.26,,,,
465,03/11/23 07:30:00 AM,10.80,9.22,,,,
466,03/11/23 07:45:00 AM,10.86,9.20,,,,
467,03/11/23 08:00:00 AM,10.92,9.20,,,,
468,03/11/23 08:15:00 AM,11.00,9.18,,,,
469,03/11/23 08:30:00 AM,11.03,9.16,,,,
470,03/11/23 08:45:00 AM,11.08,9.14,,,,
